accession	taxid	species_name	assembly_level	method	sequencing_technology	submission_date	number_of_contigs	number_of_scaffolds	contig_n50	scaffold_n50
GCA_040967015.1	322581	Ramphastos brevis	Scaffold	SPAdes v. 2024	Illumina	2024-03-17T16:40:03.987	244113	90924	10489	32062518
GCA_025399855.1	1249644	Forbesichthys papilliferus	Scaffold	SPAdes v. 2021	Illumina	2021-07-14T10:22:18.830	99099	84657	10487	13306
GCA_027559625.1	129333	Morelia viridis	Scaffold	SPAdes v. 2022	Illumina	2022-03-05T14:14:03.536	296024	110412	10471	205778
GCA_046270945.1	690289	Acanthocercus atricollis	Scaffold	SPAdes v. 2024	Illumina	2024-09-16T14:33:04.413	691922	629873	10442	16693
GCA_039877255.1	703980	Loriculus beryllinus	Scaffold	SPAdes v. 2024	Illumina	2024-03-20T14:58:03.877	546476	449077	10425	22031
GCA_044007875.1	349990	Leptodactylus fragilis	Scaffold	SPAdes v. 2024	Illumina	2024-08-24T12:24:04.140	734670	726438	10412	10851
GCA_027564835.1	940470	Typhlichthys subterraneus	Scaffold	SPAdes v. 2021	Illumina	2021-07-14T10:22:19.100	108485	93962	10284	13334
GCA_044335435.1	175455	Agama doriae	Scaffold	SPAdes v. 2024	Illumina	2024-08-15T08:31:04.433	633694	588439	10270	15068
GCA_046270145.1	1296667	Bungarus ceylonicus	Scaffold	SPAdes v. 2024	Illumina	2024-11-01T07:52:05.073	243525	217425	10250	12155
GCA_024320935.1	178884	Eupsittula cactorum	Scaffold	SPAdes v. 2021	Illumina	2021-05-30T19:22:24.483	370579	265411	10230	22017
GCA_040967075.1	95723	Ramphastos toco	Scaffold	SPAdes v. 2024	Illumina	2024-03-17T16:40:04.053	255440	100226	10117	32078995
GCA_040966975.1	322580	Ramphastos dicolorus	Scaffold	SPAdes v. 2024	Illumina	2024-03-17T16:40:04.030	256541	101122	10098	31892025
GCA_027564755.1	2849182	Amblyopsis hoosieri	Scaffold	SPAdes v. 2021	Illumina	2021-07-14T10:22:18.500	106857	94387	10076	12102
GCA_026283665.1	241562	Amazona leucocephala	Scaffold	SPAdes v. 2022	Illumina	2021-04-25T09:10:06.413	422176	310168	10015	22742
GCA_037177515.1	235388	Pseudomugil tenellus	Scaffold	SPAdes v. 2024	Illumina	2023-12-02T11:12:06.270	143118	70110	10010	27312785
GCA_032357685.1	8837	Anas capensis	Scaffold	SPAdes v. 2023	Illumina	2023-05-28T09:48:04.797	177283	7576	9950	64715642
GCA_032357425.1	2890839	Enteromius argenteus	Scaffold	SPAdes v. 2023	Illumina	2023-01-01T10:35:19.183	141409	71890	9943	19070925
GCA_030068355.1	2969110	Notoglanidium maculatum	Scaffold	SPAdes v. 2023	Illumina	2023-01-02T12:14:14.933	268186	206251	9913	20234310
GCA_049181615.1	332419	Gerres macracanthus	Scaffold	SPAdes v. 2025	Illumina	2025-01-30T09:59:04.093	203157	132195	9885	22569584
GCA_037177255.1	120832	Melanotaenia maccullochi	Scaffold	SPAdes v. 2024	Illumina	2023-12-02T11:12:06.100	179392	52955	9821	31942912
GCA_037577275.1	303984	Bryconaethiops microstoma	Scaffold	SPAdes v. 2024	Illumina	2024-02-27T09:19:04.513	172371	131152	9816	14417897
GCA_037177435.1	120796	Melanotaenia nigrans	Scaffold	SPAdes v. 2024	Illumina	2023-12-02T11:12:06.120	122323	14909	9812	32338701
GCA_049176975.1	3360650	Schilbe depressirostris	Scaffold	SPAdes v. 2025	Illumina	2025-01-31T12:03:04.320	445680	380954	9807	20146077
GCA_025399935.1	940464	Amblyopsis rosae	Scaffold	SPAdes v. 2021	Illumina	2021-07-14T10:22:18.983	110613	97286	9726	11889
GCA_041295775.1	2850001	Hypseleotris regalis	Scaffold	SPAdes v. 2024	Illumina	2023-12-02T11:12:05.813	205765	167148	9637	15299242
GCA_037974385.1	303978	Arnoldichthys spilopterus	Scaffold	SPAdes v. 2024	Illumina	2024-02-27T09:19:04.443	220855	168387	9635	18549339
GCA_038381715.1	75834	Anas bahamensis	Scaffold	SPAdes v. 2024	Illumina	2024-03-08T11:33:03.793	336096	144616	9633	76845102
GCA_037367365.1	1431509	Apogon talboti	Scaffold	SPAdes v. 2022	Illumina	2022-11-02T15:13:04.113	155696	68311	9609	31465259
GCA_032353495.1	313158	Ctenopoma kingsleyae	Scaffold	SPAdes v. 2023	Illumina	2023-01-01T10:35:19.300	136046	60927	9466	22882134
GCA_043656425.1	8558	Varanus albigularis	Scaffold	SPAdes v. 2024	Illumina	2024-08-15T08:31:04.747	566620	512288	9422	14924
GCA_037974405.1	303981	Brycinus nurse	Scaffold	SPAdes v. 2024	Illumina	2024-02-27T09:19:04.507	173619	132674	9415	15448678
GCA_046269485.1	160707	Cephalopholis panamensis	Scaffold	SPAdes v. 2024	Illumina	2024-08-04T10:42:06.017	251370	152280	9412	28705072
GCA_028566275.1	146814	Hypoplectrus guttavarius	Scaffold	SPAdes v. 2022	Illumina	2021-10-16T08:31:03.196	128938	51249	9386	23765999
GCA_049181155.1	1233688	Congoglanis alula	Scaffold	SPAdes v. 2025	Illumina	2025-01-31T12:03:04.073	228369	159355	9334	20296754
GCA_043090765.1	2202509	Xenagama zonura	Scaffold	SPAdes v. 2024	Illumina	2024-08-15T08:31:04.770	617662	551060	9295	14675
GCA_026283825.1	523728	Poicephalus rufiventris	Scaffold	SPAdes v. 2021	Illumina	2021-05-30T19:22:24.580	333318	227109	9276	22148
GCA_035221315.1	56304	Tauraco hartlaubi	Scaffold	SPAdes v. 2023	Illumina	2021-01-28T12:24:04.663	271784	53615	9274	72826144
GCA_046270965.1	317400	Stefania evansi	Scaffold	SPAdes v. 2024	Illumina	2024-09-16T14:33:04.373	296613	264490	9267	10987
GCA_049181435.1	225758	Siganus spinus	Scaffold	SPAdes v. 2025	Illumina	2025-01-30T09:59:04.033	190850	102337	9191	20546677
GCA_049174755.1	2890844	Austroglanis barnardi	Scaffold	SPAdes v. 2025	Illumina	2025-01-31T12:03:04.303	258298	158721	9121	23656301
GCA_047292095.1	1296316	Aspidura guentheri	Scaffold	SPAdes v. 2024	Illumina	2024-12-16T14:29:04.150	253270	228284	9092	10834
GCA_028567055.1	155173	Leptatherina wallacei	Scaffold	SPAdes v. 2022	Illumina	2022-05-18T16:04:03.926	166816	77200	9053	29615717
GCA_032361165.1	1911125	Enteromius paludinosus	Scaffold	SPAdes v. 2023	Illumina	2023-01-01T10:35:19.217	147914	74726	9037	17669701
GCA_041221825.1	1809701	Spermophaga poliogenys	Scaffold	SPAdes v. 2024	Illumina	2024-06-08T15:51:04.920	827216	662901	9032	62074713
GCA_049174735.1	3352538	Bagrus meridionalis	Scaffold	SPAdes v. 2025	Illumina	2025-01-31T12:03:04.257	219982	148789	9024	20368261
GCA_029783725.1	1316013	Acanthurus tractus	Scaffold	SPAdes v. 2022	Illumina	2022-12-19T12:59:03.396	203285	125489	8917	23998621
GCA_024363025.1	986101	Callocephalon fimbriatum	Scaffold	SPAdes v. 2021	Illumina	2020-06-18T12:06:03.900	301380	153221	8911	22529
GCA_028565275.1	337770	Leiocassis micropogon	Scaffold	SPAdes v. 2021	Illumina	2021-07-28T11:57:06.216	317854	251980	8880	18332047
GCA_025762755.1	146815	Hypoplectrus chlorurus	Scaffold	SPAdes v. 2022	Illumina	2021-10-16T08:42:03.206	134749	53752	8830	23759878
GCA_046270885.1	51861	Corallus caninus	Scaffold	SPAdes v. 2024	Illumina	2024-09-16T14:33:04.300	624085	567513	8773	12887
GCA_025802035.1	146816	Hypoplectrus aberrans	Scaffold	SPAdes v. 2021	Illumina	2021-10-16T08:27:03.776	139568	57520	8694	23714674
GCA_046270105.1	463565	Mesoscincus schwartzei	Scaffold	SPAdes v. 2024	Illumina	2024-10-31T15:00:10.940	746999	682577	8546	12816
GCA_046766415.1	3023584	Euchilichthys guentheri	Scaffold	SPAdes v. 2024	Illumina	2024-09-18T09:38:04.033	352749	271205	8542	18573329
GCA_050511755.1	60316	Melanorivulus apiamici	Scaffold	SPAdes v. 2025	Illumina	2025-04-10T11:26:05.233	606121	541886	8537	21542582
GCA_043090385.1	2516550	Acanthocercus minutus	Scaffold	SPAdes v. 2024	Illumina	2024-08-15T08:31:04.420	643655	575538	8487	13094
GCA_047748255.1	125865	Crotalus enyo	Scaffold	SPAdes v. 2024	Illumina	2024-12-16T18:41:03.893	281194	254891	8470	9956
GCA_049180715.1	3354512	Doumea chappuisi	Scaffold	SPAdes v. 2025	Illumina	2025-01-31T12:03:04.283	252957	184594	8436	18759205
GCA_032468155.1	186594	Oxyrhabdium leporinum	Scaffold	SPAdes v. 2022	Illumina	2021-12-18T08:05:13.666	369505	245550	8427	137739
GCA_037177335.1	1643415	Kiunga ballochi	Scaffold	SPAdes v. 2024	Illumina	2023-12-02T11:12:06.237	135979	62112	8420	24207475
GCA_044758275.1	1671883	Melanorivulus atlanticus	Scaffold	SPAdes v. 2024	Illumina	2024-08-24T08:08:04.400	582933	519970	8403	21311512
GCA_049174815.1	2999591	Bagrus orientalis	Scaffold	SPAdes v. 2025	Illumina	2025-01-31T12:03:04.190	257696	182601	8397	20377587
GCA_040967635.1	671080	Brotogeris sanctithomae	Scaffold	SPAdes v. 2024	Illumina	2024-05-02T09:50:05.067	228292	124355	8380	21458
GCA_044335405.1	373863	Chamaeleo laevigatus	Scaffold	SPAdes v. 2024	Illumina	2024-08-15T08:31:04.463	936478	889497	8372	10563
GCA_047404515.1	1431521	Taeniamia zosterophora	Scaffold	SPAdes v. 2024	Illumina	2024-12-26T13:49:03.577	196839	68637	8365	41549105
GCA_043658195.1	345734	Sasia africana	Scaffold	SPAdes v. 2024	Illumina	2024-06-08T09:25:04.557	746795	551797	8304	28935097
GCA_047032955.1	1297029	Sibynophis subpunctatus	Scaffold	SPAdes v. 2024	Illumina	2024-12-16T14:51:04.436	271113	245304	8294	9563
GCA_028565595.1	2709329	Duopalatinus emarginatus	Scaffold	SPAdes v. 2021	Illumina	2020-07-21T07:13:04.126	152320	73759	8293	20064885
GCA_031762955.1	232633	Psittacula longicauda	Scaffold	SPAdes v. 2023	Illumina	2023-05-16T10:01:35.410	203036	94978	8283	21656
GCA_041045105.1	1911501	Malimbus malimbicus	Scaffold	SPAdes v. 2024	Illumina	2024-06-08T15:51:04.820	914962	728932	8236	62855977
GCA_028566105.1	2884820	Hypoplectrus providencianus	Scaffold	SPAdes v. 2022	Illumina	2022-01-31T18:34:03.896	145103	60018	8212	23882540
GCA_037177535.1	235389	Pseudomugil gertrudae	Scaffold	SPAdes v. 2024	Illumina	2023-12-02T11:12:06.250	205038	137494	8191	23729656
GCA_028565825.1	462334	Olivaichthys viedmensis	Scaffold	SPAdes v. 2021	Illumina	2020-03-31T08:28:09.903	130770	78629	8181	14554035
GCA_043658355.1	3118902	Melanorivulus parnaibensis	Scaffold	SPAdes v. 2024	Illumina	2024-08-24T08:08:04.427	770183	709643	8095	21550982
GCA_037576975.1	1003153	Alestes dentex	Scaffold	SPAdes v. 2024	Illumina	2024-02-27T09:19:04.410	226802	176471	8064	24745
GCA_029822895.1	274691	Maxillicosta whitleyi	Scaffold	SPAdes v. 2022	Illumina	2022-11-02T16:22:04.070	184007	136732	8016	32977
GCA_037177155.1	120846	Melanotaenia catherinae	Scaffold	SPAdes v. 2024	Illumina	2023-12-02T11:12:06.047	139530	10629	7965	33157352
GCA_040967655.1	209070	Otus lettia	Scaffold	SPAdes v. 2024	Illumina	2024-04-30T19:24:04.163	263726	70689	7949	87957880
GCA_037974445.1	206456	Brycinus macrolepidotus	Scaffold	SPAdes v. 2024	Illumina	2024-02-27T09:19:04.493	231408	178132	7919	45766
GCA_041731375.1	127944	Stizorhina fraseri	Scaffold	SPAdes v. 2024	Illumina	2024-06-08T15:51:04.853	1029346	855727	7819	61618970
GCA_032274085.1	56337	Milvago chimachima	Scaffold	SPAdes v. 2023	Illumina	2023-06-18T19:45:53.597	262593	15842	7790	58732638
GCA_046270765.1	171128	Holcosus undulatus	Scaffold	SPAdes v. 2024	Illumina	2024-09-16T14:33:04.340	918946	817447	7783	16955
GCA_030014215.1	2969109	Clariallabes teugelsi	Scaffold	SPAdes v. 2022	Illumina	2023-01-02T12:14:14.850	219405	78803	7767	27844657
GCA_049180675.1	1233667	Phractura lindica	Scaffold	SPAdes v. 2025	Illumina	2025-01-31T12:03:04.223	231621	162096	7755	18283010
GCA_036873895.1	3001962	Parotocinclus cabessadecuia	Scaffold	SPAdes v. 2023	Illumina	2023-09-25T17:30:07.953	188770	169409	7752	9634
GCA_046118375.1	236585	Haemulon flavolineatum	Scaffold	SPAdes v. 2024	Illumina	2024-08-04T10:42:06.057	177081	85860	7692	25417998
GCA_049181475.1	1233697	Paramphilius baudoni	Scaffold	SPAdes v. 2025	Illumina	2025-01-31T12:03:04.097	269322	197519	7678	18905710
GCA_039654325.1	512777	Tandanus tandanus	Scaffold	SPAdes v. 2024	Illumina	2023-12-02T11:12:06.227	339801	225002	7665	35534995
GCA_049180635.1	3361692	Trachyglanis intermedius	Scaffold	SPAdes v. 2025	Illumina	2025-01-31T12:03:04.083	333377	265459	7658	17697260
GCA_047404495.1	3053225	Zoramia perlita	Scaffold	SPAdes v. 2024	Illumina	2024-12-26T13:55:04.260	221258	81056	7650	42962281
GCA_046269825.1	44720	Hypnale hypnale	Scaffold	SPAdes v. 2024	Illumina	2024-11-01T07:52:05.287	517013	486504	7582	8929
GCA_037577145.1	3081303	Brachypetersius gabonensis	Scaffold	SPAdes v. 2024	Illumina	2024-02-27T09:19:04.483	210326	161422	7563	20024
GCA_029783705.1	75016	Chaetodon striatus	Scaffold	SPAdes v. 2022	Illumina	2022-12-19T12:59:03.460	183612	77994	7523	31851513
GCA_049174675.1	1233663	Amphilius uranoscopus	Scaffold	SPAdes v. 2025	Illumina	2025-01-31T12:03:04.267	239140	165889	7513	19027973
GCA_040967935.1	182880	Bleda syndactylus	Scaffold	SPAdes v. 2024	Illumina	2024-06-09T13:54:24.517	690338	476587	7453	62507392
GCA_046271005.1	1615752	Leptodactylus rugosus	Scaffold	SPAdes v. 2024	Illumina	2024-09-16T14:33:04.447	403239	383326	7432	7902
GCA_026770115.1	387811	Aviceda subcristata	Scaffold	SPAdes v. 2022	Illumina	2021-10-29T18:47:26.570	281551	15356	7430	36397138
GCA_032274665.1	232642	Psittacula columboides	Scaffold	SPAdes v. 2023	Illumina	2022-12-24T15:12:22.586	275139	142095	7420	20410
GCA_032191525.1	75856	Spatula querquedula	Scaffold	SPAdes v. 2023	Illumina	2023-06-06T18:18:17.090	344626	95062	7411	75530706
GCA_044758685.1	904225	Trachemys venusta	Scaffold	SPAdes v. 2024	Illumina	2024-09-08T11:48:04.540	989245	659167	7384	121635646
GCA_049176495.1	3362629	Ancharius fuscus	Scaffold	SPAdes v. 2025	Illumina	2025-01-31T12:03:04.133	295801	186685	7334	25368143
GCA_025309315.1	387834	Melierax canorus	Scaffold	SPAdes v. 2021	Illumina	2021-10-16T09:40:03.766	255085	7934	7316	38326085
GCA_028570985.1	103213	Heterobranchus longifilis	Scaffold	SPAdes v. 2021	Illumina	2021-07-28T12:25:05.360	353302	279309	7308	12008
GCA_025447795.1	940468	Speoplatyrhinus poulsoni	Scaffold	SPAdes v. 2021	Illumina	2021-07-14T10:22:18.940	139148	128023	7265	8231
GCA_043091225.1	186583	Drymarchon corais	Scaffold	SPAdes v. 2024	Illumina	2024-09-05T11:04:04.307	671491	641395	7195	8258
GCA_033117975.1	747051	Parotocinclus spilosoma	Scaffold	SPAdes v. 2023	Illumina	2023-08-19T11:55:03.600	205596	183758	7184	8761
GCA_037974465.1	1042426	Brachypetersius altus	Scaffold	SPAdes v. 2024	Illumina	2024-02-27T09:19:04.470	201617	157255	7031	25240
GCA_037974485.1	2885275	Phenacogrammus urotaenia	Scaffold	SPAdes v. 2024	Illumina	2024-02-27T09:19:04.543	248826	199725	6995	17413
GCA_050511875.1	137415	Apistogramma caetei	Scaffold	SPAdes v. 2025	Illumina	2025-04-10T11:26:04.617	982818	928211	6982	138136
GCA_027497855.1	56330	Accipiter striatus	Scaffold	SPAdes v. 2022	Illumina	2021-10-15T11:05:03.906	693284	410584	6981	32994373
GCA_041108275.1	240733	Buccanodon duchaillui	Scaffold	SPAdes v. 2024	Illumina	2024-06-08T15:51:04.463	1106379	921626	6974	24551378
GCA_034782435.1	321970	Clanga hastata	Scaffold	SPAdes v. 2023	Illumina	2023-08-17T10:54:03.537	280330	12517	6936	32182400
GCA_049176735.1	2608452	Ostorhinchus chrysopomus	Scaffold	SPAdes v. 2025	Illumina	2025-01-30T09:59:04.300	381187	235263	6919	44014385
GCA_040967795.1	91793	Ramphastos vitellinus	Scaffold	SPAdes v. 2024	Illumina	2024-03-17T16:40:04.077	319033	124063	6907	32029141
GCA_044758725.1	91909	Chamaeleo gracilis	Scaffold	SPAdes v. 2024	Illumina	2024-09-08T11:48:04.410	920875	869906	6897	8507
GCA_043658255.1	768464	Vireo crassirostris	Scaffold	SPAdes v. 2024	Illumina	2024-06-09T11:23:04.223	796469	603980	6884	33089711
GCA_028564955.1	1161363	Terapon puta	Scaffold	SPAdes v. 2022	Illumina	2022-05-18T15:22:05.790	162766	43379	6877	24019472
GCA_046766435.1	1296651	Boiga barnesii	Scaffold	SPAdes v. 2024	Illumina	2024-12-16T15:12:05.157	317575	290412	6856	7856
GCA_049174715.1	1233651	Amphilius cryptobullatus	Scaffold	SPAdes v. 2025	Illumina	2025-01-31T12:03:04.213	435006	361333	6812	16621992
GCA_026283745.1	51898	Eupsittula aurea	Scaffold	SPAdes v. 2021	Illumina	2021-05-30T19:22:24.470	404329	241407	6789	19310
GCA_047292475.1	384065	Crotalus mitchellii	Scaffold	SPAdes v. 2024	Illumina	2024-12-17T12:13:05.620	325687	297277	6783	7874
GCA_027564675.1	252795	Nisaetus cirrhatus	Scaffold	SPAdes v. 2022	Illumina	2021-10-11T14:38:03.210	252486	7972	6773	39224879
GCA_043658335.1	3118901	Listrura boticario	Scaffold	SPAdes v. 2024	Illumina	2024-08-24T08:08:04.390	670314	653027	6766	8583
GCA_028566095.1	326434	Kryptolebias brasiliensis	Scaffold	SPAdes v. 2022	Illumina	2022-01-31T17:49:03.873	166276	36115	6763	27337586
GCA_046269805.1	8682	Hydrophis schistosus	Scaffold	SPAdes v. 60X	Illumina	2024-11-01T07:52:05.133	486913	442709	6762	8112
GCA_046270185.1	178379	Tarentola annularis	Scaffold	SPAdes v. 2024	Illumina	2024-10-31T15:00:11.033	928586	879367	6698	8056
GCA_050573555.1	429650	Atherinomorus endrachtensis	Scaffold	SPAdes v. 2025	Illumina	2025-01-30T09:59:04.127	419082	303118	6642	32739253
GCA_037576955.1	1042456	Lepidarchus adonis	Scaffold	SPAdes v. 2024	Illumina	2024-02-27T09:19:04.587	251170	190220	6635	16047
GCA_049174695.1	1677044	Acanthocleithron chapini	Scaffold	SPAdes v. 2025	Illumina	2025-01-31T12:03:04.177	282147	185426	6624	21201148
GCA_035590425.1	1562128	Falco rupicolus	Scaffold	SPAdes v. 2023	Illumina	2023-08-17T16:02:05.967	266134	12906	6599	92948403
GCA_043656515.1	36217	Abudefduf troschelii	Scaffold	SPAdes v. 2024	Illumina	2024-08-04T10:42:06.000	483706	357151	6567	31409699
GCA_026930705.1	387814	Buteo nitidus	Scaffold	SPAdes v. 2022	Illumina	2021-10-16T17:52:03.700	283044	14289	6546	37650049
GCA_046766475.1	2202463	Rhinophis saffragamus	Scaffold	SPAdes v. 2024	Illumina	2024-12-16T14:48:07.016	368349	329086	6537	7759
GCA_040967755.1	125240	Ramphastos tucanus	Scaffold	SPAdes v. 2024	Illumina	2024-03-17T16:40:04.067	327136	122048	6534	31883422
GCA_041296155.1	127934	Neocossyphus poensis	Scaffold	SPAdes v. 2024	Illumina	2024-06-08T15:51:04.863	1084571	882576	6506	35763842
GCA_029783805.1	586769	Acanthurus tennentii	Scaffold	SPAdes v. 2022	Illumina	2022-12-19T12:59:03.386	204216	103499	6481	23481848
GCA_040496095.1	283162	Ramphastos culminatus	Scaffold	SPAdes v. 2024	Illumina	2024-03-17T16:40:04.007	327873	122901	6479	31997643
GCA_046270085.1	132961	Bungarus caeruleus	Scaffold	SPAdes v. 2024	Illumina	2024-11-01T07:52:05.197	743999	697355	6476	8108
GCA_046270205.1	1296666	Boiga trigonata	Scaffold	SPAdes v. 2024	Illumina	2024-11-01T07:52:05.110	608535	580550	6460	7363
GCA_046269725.1	1642039	Cordylus rivae	Scaffold	SPAdes v. 2024	Illumina	2024-09-30T15:28:04.127	487534	413008	6430	8350
GCA_036919915.1	120837	Melanotaenia monticola	Scaffold	SPAdes v. 2024	Illumina	2023-12-02T11:12:06.110	161045	10155	6413	34397202
GCA_046269745.1	2202287	Dasypeltis abyssina	Scaffold	SPAdes v. 2024	Illumina	2024-09-30T15:28:04.140	416906	389167	6394	7258
GCA_047404475.1	1399765	Zoramia viridiventer	Scaffold	SPAdes v. 2024	Illumina	2024-12-26T13:58:04.470	237831	83007	6390	41121819
GCA_047748195.1	1296652	Boiga beddomei	Scaffold	SPAdes v. 2024	Illumina	2024-12-16T15:09:04.977	389674	359238	6378	7277
GCA_041108335.1	374616	Eurillas ansorgei	Scaffold	SPAdes v. 2024	Illumina	2024-06-08T15:51:04.600	817704	580602	6376	63206254
GCA_043658275.1	8643	Naja melanoleuca	Scaffold	SPAdes v. 2024	Illumina	2024-08-15T08:31:04.603	707799	677166	6368	7226
GCA_025308995.1	223443	Buteo ventralis	Scaffold	SPAdes v. 2021	Illumina	2021-10-16T09:07:04.936	287246	10157	6342	38160143
GCA_032270845.1	371860	Branta hutchinsii	Scaffold	SPAdes v. 2023	Illumina	2023-07-18T17:37:10.806	291411	20291	6334	83206430
GCA_046118495.1	343430	Hemidactylus macropholis	Scaffold	SPAdes v. 2024	Illumina	2024-10-31T15:00:10.883	1074534	1022070	6287	7638
GCA_041108115.1	570436	Cyanomitra cyanolaema	Scaffold	SPAdes v. 2024	Illumina	2024-06-08T15:51:04.570	909935	687629	6258	62568551
GCA_037577295.1	304050	Ladigesia roloffi	Scaffold	SPAdes v. 2024	Illumina	2024-02-27T09:19:04.577	244766	195324	6239	11776
GCA_042902795.1	8654	Naja nigricollis	Scaffold	SPAdes v. 2024	Illumina	2024-08-15T08:31:04.613	847584	816937	6220	7030
GCA_024331645.1	190152	Poicephalus robustus	Scaffold	SPAdes v. 2021	Illumina	2021-05-30T19:22:24.566	390573	211269	6213	20341
GCA_046270845.1	8535	Ameiva ameiva	Scaffold	SPAdes v. 2024	Illumina	2024-09-16T14:33:04.277	1017084	949953	6151	9188
GCA_049176675.1	101512	Schilbe intermedius	Scaffold	SPAdes v. 2025	Illumina	2025-01-31T12:03:04.273	296819	189267	6118	20687949
GCA_029823295.1	2943275	Pseudamia nigra	Scaffold	SPAdes v. 2022	Illumina	2022-11-02T17:31:03.980	530022	524492	6114	6287
GCA_044007775.1	127645	Hoplobatrachus occipitalis	Scaffold	SPAdes v. 2024	Illumina	2024-09-05T11:04:04.320	795092	779276	6110	6343
GCA_041295975.1	1476580	Laemanctus serratus	Scaffold	SPAdes v. 2024	Illumina	2024-03-28T10:50:04.003	651230	593264	6107	7591
GCA_030068375.1	1399764	Ostorhinchus rueppellii	Scaffold	SPAdes v. 2023	Illumina	2023-01-19T08:34:03.870	284047	156791	6061	36171211
GCA_047748115.1	8743	Crotalus aquilus	Scaffold	SPAdes v. 2024	Illumina	2024-12-16T17:05:11.427	370810	337364	6025	7101
GCA_034779955.1	1603565	Acanthis cabaret	Scaffold	SPAdes v. 2023	Illumina	2023-05-31T09:12:43.507	566773	306530	6005	65009612
GCA_034780255.1	321124	Parotocinclus maculicauda	Scaffold	SPAdes v. 2023	Illumina	2023-07-18T19:21:11.283	207757	202559	5968	6088
GCA_038406475.1	75836	Anas carolinensis	Scaffold	SPAdes v. 2024	Illumina	2024-03-08T11:33:03.810	1670066	1462402	5967	27345486
GCA_032467955.1	1082482	Pseudoxenodon macrops	Scaffold	SPAdes v. 2022	Illumina	2021-12-18T08:05:13.710	491605	338712	5955	113982
GCA_032274705.1	678588	Trichoglossus johnstoniae	Scaffold	SPAdes v. 2023	Illumina	2023-03-06T12:42:04.830	291865	126100	5953	19838
GCA_049181575.1	3051904	Doboatherina balabacensis	Scaffold	SPAdes v. 2025	Illumina	2025-01-30T09:59:04.327	481108	358827	5925	32819148
GCA_046270345.1	910399	Ahaetulla nasuta	Scaffold	SPAdes v. 2024	Illumina	2024-11-01T07:52:05.097	591452	562579	5911	6673
GCA_039654305.1	337708	Porochilus rendahli	Scaffold	SPAdes v. 2024	Illumina	2023-12-02T11:12:06.217	229064	116478	5909	32159651
GCA_046269965.1	3148990	Bofa erlangeri	Scaffold	SPAdes v. 2024	Illumina	2024-09-30T15:28:04.093	402668	368910	5891	6780
GCA_026260255.1	385308	Pseudolaguvia tuberculata	Scaffold	SPAdes v. 2021	Illumina	2020-04-25T07:50:04.460	159944	115505	5863	17862
GCA_049181515.1	2893490	Leiognathus equula	Scaffold	SPAdes v. 2025	Illumina	2025-01-30T09:59:04.310	364310	283188	5805	19644728
GCA_042902815.1	44735	Causus rhombeatus	Scaffold	SPAdes v. 2024	Illumina	2024-09-05T11:04:04.297	850904	821969	5757	6516
GCA_032270725.1	277994	Pseudocrenilabrus philander	Scaffold	SPAdes v. 2023	Illumina	2023-01-01T10:35:19.410	217772	123404	5746	261750
GCA_031762415.1	941689	Simpsonichthys santanae	Scaffold	SPAdes v. 2023	Illumina	2023-04-04T10:40:03.410	202904	54456	5735	35097316
GCA_032275365.1	2032713	Anablepsoides cearensis	Scaffold	SPAdes v. 2023	Illumina	2023-05-31T10:09:17.323	212018	119319	5732	21379404
GCA_028565755.1	310919	Dinotopterus cunningtoni	Scaffold	SPAdes v. 2021	Illumina	2020-03-31T08:17:05.266	237475	150175	5705	17176502
GCA_049176375.1	1881167	Belonoglanis brieni	Scaffold	SPAdes v. 2025	Illumina	2025-01-31T12:03:04.147	414534	328893	5704	16490587
GCA_046270245.1	1297019	Oligodon sublineatus	Scaffold	SPAdes v. 2024	Illumina	2024-11-01T07:52:05.327	703995	671904	5703	6491
GCA_044474325.1	1671887	Melanorivulus jalapensis	Scaffold	SPAdes v. 2024	Illumina	2024-08-24T08:08:04.440	923791	852610	5676	20583627
GCA_029874485.1	175441	Naso brachycentron	Scaffold	SPAdes v. 2022	Illumina	2022-12-30T08:30:08.573	195933	86516	5639	26102609
GCA_031762515.1	1387669	Nematolebias papilliferus	Scaffold	SPAdes v. 2023	Illumina	2023-04-03T19:27:22.743	256336	26158	5591	44461471
GCA_037832545.1	1042443	Rhabdalestes septentrionalis	Scaffold	SPAdes v. 2023	Illumina	2024-02-27T09:19:04.640	637840	588347	5585	8631
GCA_044335465.1	434258	Psammophis sibilans	Scaffold	SPAdes v. 2024	Illumina	2024-08-15T08:31:04.653	936297	907883	5582	6252
GCA_046118155.1	237566	Rypticus bicolor	Scaffold	SPAdes v. 2024	Illumina	2024-08-04T10:42:06.113	275649	159768	5574	22709429
GCA_026770385.1	321087	Circaetus cinerascens	Scaffold	SPAdes v. 2022	Illumina	2021-10-16T09:38:03.803	358357	76703	5564	35750675
GCA_041107995.1	91775	Pogoniulus bilineatus	Scaffold	SPAdes v. 2024	Illumina	2024-06-08T15:51:04.900	756824	545637	5546	27139451
GCA_026283865.1	281916	Poicephalus meyeri	Scaffold	SPAdes v. 2021	Illumina	2020-11-11T09:42:30.373	433412	228845	5545	19460
GCA_047292415.1	1676868	Chrysichthys congicus	Scaffold	SPAdes v. 2024	Illumina	2024-12-26T12:43:04.086	239480	126619	5526	22823897
GCA_043658235.1	1431508	Apogon retrosella	Scaffold	SPAdes v. 2024	Illumina	2024-07-20T17:49:04.600	704742	498342	5511	35751870
