accession	tax_id	contig_n50	compleasm_fragmented	compleasm_frameshift	compleasm_missing	compleasm_complete	compleasm_single	compleasm_dup	compleasm_retro	technology	group	class	order	species	plot_class
GCF_017976325.1	109905	16959746	3	61	2	3385	3375	10	0	CLR	bony fishes	Actinopteri	Chaetodontiformes	Chelmon rostratus	Ray-finned Fishes
GCF_017976375.1	55661	20797936	8	65	8	3374	3368	6	0	CLR	birds	Aves	Cuculiformes	Cuculus canorus	Birds
GCF_017976425.1	941984	15555772	2	61	7	3381	3372	9	0	CLR	bony fishes	Actinopteri		Toxotes jaculatrix	Ray-finned Fishes
GCF_018492685.1	34773	1565278	19	104	22	3349	3308	38	3	HiFi	bony fishes	Actinopteri	Clupeiformes	Alosa sapidissima	Ray-finned Fishes
GCF_019393635.1	33562	38230856	2	209	5	3383	3280	15	88	CLR	marsupials	Mammalia	Microbiotheria	Dromiciops gliroides	Mammals
GCF_020382885.2	75038	17189422	0	56	3	3387	3382	5	0	CLR	bony fishes	Actinopteri		Scatophagus argus	Ray-finned Fishes
GCF_020740605.2	9447	32529614	3	68	20	3367	3320	12	35	HiFi	primates	Mammalia	Primates	Lemur catta	Mammals
GCF_020740685.1	51337	21929955	12	94	15	3363	3192	29	142	CLR	rodents	Mammalia	Rodentia	Jaculus jaculus	Mammals
GCF_020740725.1	134902	23064755	6	72	9	3375	3368	6	1	HiFi	birds	Aves	Passeriformes	Corvus hawaiiensis	Birds
GCF_020740795.1	8895	25561769	5	56	30	3355	3348	7	0	CLR	birds	Aves	Apodiformes	Apus apus	Birds
GCF_020745735.1	170820	8845575	13	39	32	3345	3334	9	2	CLR	sharks & rays	Chondrichthyes	Orectolobiformes	Hemiscyllium ocellatum	Cartilaginous Fishes
GCF_020745825.1	39638	22833505	6	77	9	3375	3367	6	2	HiFi	birds	Aves	Passeriformes	Agelaius phoeniceus	Birds
GCF_020826845.1	77932	28468213	3	60	1	3386	3367	9	10	HiFi	odd-toed ungulates	Mammalia	Perissodactyla	Diceros bicornis	Mammals
GCF_021462225.1	208333	13818222	2	75	15	3373	3234	137	2	CLR	bony fishes	Actinopteri	Cyprinodontiformes	Girardinichthys multiradiatus	Ray-finned Fishes
GCF_023053635.1	159646	85762895	5	42	17	3368	3358	9	1	HiFi	lizards & snakes	Lepidosauria	Squamata	Elgaria multicarinata	Lepidosauria
GCF_023343835.1	64668	17905263	3	48	10	3377	3373	3	1	HiFi	birds	Aves	Galliformes	Lagopus muta	Birds
GCF_023375975.1	7994	47087582	7	50	7	3376	3343	32	1	HiFi	bony fishes	Actinopteri	Characiformes	Astyanax mexicanus	Ray-finned Fishes
GCF_023634085.1	345164	21245687	0	60	7	3383	3376	7	0	HiFi	birds	Aves	Falconiformes	Falco cherrug	Birds
GCF_023634155.1	8954	15744644	0	64	4	3386	3377	9	0	HiFi	birds	Aves	Falconiformes	Falco peregrinus	Birds
GCF_023638135.1	345155	24892811	1	58	21	3368	3360	8	0	HiFi	birds	Aves	Falconiformes	Falco biarmicus	Birds
GCF_024139225.1	109475	5042816	11	175	26	3353	3241	20	92	CLR	insectivores	Mammalia	Eulipotyphla	Suncus etruscus	Mammals
GCF_024166365.1	99487	87987108	4	48	3	3383	3368	7	8	HiFi	placentals	Mammalia	Proboscidea	Elephas maximus	Mammals
GCF_025201925.1	286002	6917139	14	53	11	3365	3349	12	4	CLR	turtles	Turtles	Testudines	Gopherus flavomarginatus	Turtles
GCF_025265405.1	48708	48253041	1	66	7	3382	3271	24	87	HiFi	whales & dolphins	Mammalia	Artiodactyla	Mesoplodon densirostris	Mammals
GCF_026419915.1	202280	16799191	2	53	2	3386	3373	13	0	HiFi	hawks & eagles	Aves	Accipitriformes	Harpia harpyja	Birds
GCF_026419965.1	27615	42780423	3	68	9	3378	3334	13	31	HiFi	whales & dolphins	Mammalia	Artiodactyla	Kogia breviceps	Mammals
GCF_026979565.1	81927	15819291	6	64	10	3374	3366	8	0	HiFi	birds	Aves	Passeriformes	Vidua chalybeata	Birds
GCF_027172205.1	65483	61439401	1	47	11	3378	3361	8	9	HiFi	lizards & snakes	Lepidosauria	Squamata	Podarcis raffonei	Lepidosauria
GCF_027358585.1	310915	13007371	5	74	36	3349	3330	19	0	HiFi	bony fishes	Actinopteri	Siluriformes	Pangasianodon hypophthalmus	Ray-finned Fishes
GCF_027358695.1	233779	21170366	24	54	52	3314	3303	9	2	HiFi	frogs & toads	Amphibia	Anura	Spea bombifrons	Amphibians
GCF_027406575.1	9470	41197715	3	88	3	3384	3187	32	165	HiFi	primates	Mammalia	Primates	Nycticebus coucang	Mammals
GCF_027409185.1	110931	69195939	1	65	3	3386	3308	20	58	HiFi	placentals	Mammalia	Dermoptera	Cynocephalus volans	Mammals
GCF_027409825.1	13676	4898551	28	77	25	3337	3326	9	2	HiFi	bony fishes	Actinopteri	Scombriformes	Scomber japonicus	Ray-finned Fishes
GCF_027477595.1	30427	16787335	3	51	17	3370	3363	3	4	HiFi	birds	Aves	Passeriformes	Haemorhous mexicanus	Birds
GCF_027574615.1	29078	49033427	3	76	5	3382	3346	9	27	CLR	bats	Mammalia	Chiroptera	Eptesicus fuscus	Mammals
GCF_027579445.1	2857394	12036358	4	60	20	3366	3356	5	5	HiFi	birds	Aves	Passeriformes	Ammospiza nelsoni	Birds
GCF_027579695.1	443677	14859289	13	63	47	3330	3288	37	5	HiFi	bony fishes	Actinopteri	Siluriformes	Neoarius graeffei	Ray-finned Fishes
GCF_027579735.1	8345	3712229	78	114	69	3243	3146	53	44	CLR	frogs & toads	Amphibia	Anura	Bombina bombina	Amphibians
GCF_027595985.1	42254	4024507	19	74	23	3348	3290	11	47	HiFi	insectivores	Mammalia	Eulipotyphla	Sorex araneus	Mammals
GCF_027789765.1	150705	8808153	27	60	54	3309	3261	43	5	CLR	frogs & toads	Amphibia	Anura	Dendropsophus ebraccatus	Amphibians
GCF_027887145.1	2857398	8252193	4	65	10	3376	3365	7	4	HiFi	birds	Aves	Passeriformes	Ammospiza caudacuta	Birds
GCF_027887155.1	2991368	75591180	2	40	2	3386	3369	11	6	HiFi	turtles	Turtles	Testudines	Malaclemys terrapin	Turtles
GCF_027887165.1	13616	3910714	8	53	28	3354	3275	16	63	HiFi	marsupials	Mammalia	Didelphimorphia	Monodelphis domestica	Mammals
GCF_028017835.1	82168	91255289	3	41	2	3385	3373	8	4	HiFi	turtles	Turtles	Testudines	Emys orbicularis	Turtles
GCF_028018385.1	61452	51579577	2	59	1	3387	3345	7	35	HiFi	carnivores	Mammalia	Carnivora	Neofelis nebulosa	Mammals
GCF_028018845.1	44398	10446106	5	68	28	3357	3347	7	3	HiFi	birds	Aves	Passeriformes	Melospiza georgiana	Birds
GCF_028021215.1	9764	39209000	2	80	2	3386	3291	23	72	HiFi	whales & dolphins	Mammalia	Artiodactyla	Eschrichtius robustus	Mammals
GCF_028023285.1	2746895	36541936	2	57	2	3386	3292	19	75	HiFi	whales & dolphins	Mammalia	Artiodactyla	Balaenoptera ricei	Mammals
GCF_028372415.1	9315	15255043	2	46	5	3383	3291	16	76	HiFi	marsupials	Mammalia	Diprotodontia	Notamacropus eugenii	Mammals
GCF_028389875.1	8795	19335416	1	43	2	3387	3384	3	0	HiFi	birds	Aves	Rheiformes	Rhea pennata	Birds
GCF_028390025.1	495146	6819095	38	46	69	3283	3265	14	4	HiFi	frogs & toads	Amphibia	Anura	Pseudophryne corroboree	Amphibians
GCF_028500815.1	75485	15653959	0	44	4	3386	3370	16	0	HiFi	birds	Aves	Charadriiformes	Rissa tridactyla	Birds
GCF_028564815.1	27606	37467374	2	69	1	3387	3268	29	90	HiFi	whales & dolphins	Mammalia	Artiodactyla	Eubalaena glacialis	Mammals
GCF_028583425.1	481883	80105973	8	47	13	3369	3343	16	10	HiFi	lizards & snakes	Lepidosauria	Squamata	Eublepharis macularius	Lepidosauria
GCF_028858705.1	9117	28324902	0	50	2	3388	3371	17	0	CLR	birds	Aves	Gruiformes	Grus americana	Birds
GCF_028858725.1	57412	21931325	2	44	45	3343	3311	32	0	HiFi	birds	Aves	Coliiformes	Colius striatus	Birds
GCF_028858775.2	9598	146288486	1	48	1	3388	3313	30	45	HiFi	primates	Mammalia	Primates	Pan troglodytes	Mammals
GCF_028878055.3	9590	146713733	0	45	2	3388	3323	24	41	HiFi	primates	Mammalia	Primates	Symphalangus syndactylus	Mammals
GCF_028885625.2	9600	140592248	0	49	0	3390	3326	27	37	HiFi	primates	Mammalia	Primates	Pongo pygmaeus	Mammals
GCF_028885655.2	9601	146197178	0	48	0	3390	3332	23	35	HiFi	primates	Mammalia	Primates	Pongo abelii	Mammals
GCF_029281585.2	9595	150804130	1	52	4	3385	3309	38	38	HiFi	primates	Mammalia	Primates	Gorilla gorilla	Mammals
GCF_029289425.2	9597	147028407	0	51	1	3389	3321	26	42	HiFi	primates	Mammalia	Primates	Pan paniscus	Mammals
GCF_029499605.1	327740	3809262	66	72	101	3223	3209	12	2	HiFi	frogs & toads	Amphibia	Anura	Hyla sarda	Amphibians
GCF_029582105.1	2939378	7795761	19	64	18	3353	3346	7	0	CLR	birds	Aves	Passeriformes	Oenanthe melanoleuca	Birds
GCF_029633855.1	27720	3626585	15	39	61	3314	3002	311	1	HiFi	bony fishes	Actinopteri	Characiformes	Hoplias malabaricus	Ray-finned Fishes
GCF_029633865.1	2546036	917127	17	72	45	3328	3299	24	5	HiFi	bony fishes	Actinopteri	Lampriformes	Lampris incognitus	Ray-finned Fishes
GCF_029931775.1	460621	26991305	4	59	13	3373	3348	20	5	HiFi	lizards & snakes	Lepidosauria	Squamata	Euleptes europaea	Lepidosauria
GCF_030014295.1	9785	82653632	4	44	3	3383	3365	12	6	HiFi	placentals	Mammalia	Proboscidea	Loxodonta africana	Mammals
GCF_030014385.1	2290929	13074164	13	56	38	3339	3311	26	2	HiFi	bony fishes	Actinopteri	Siluriformes	Trichomycterus rosablanca	Ray-finned Fishes
GCF_030020395.1	143292	25547713	2	65	5	3383	3330	20	33	HiFi	placentals	Mammalia	Pholidota	Manis pentadactyla	Mammals
GCF_030028045.1	575201	50348260	2	77	2	3386	3235	24	127	HiFi	even-toed ungulates & whales	Mammalia	Artiodactyla	Hippopotamus amphibius	Mammals
GCF_030028105.1	1983395	7300797	22	39	45	3323	3301	18	4	HiFi	sharks & rays	Chondrichthyes	Myliobatiformes	Mobula birostris	Cartilaginous Fishes
GCF_030035675.1	261503	18156940	6	47	19	3365	3328	22	15	HiFi	lizards & snakes	Lepidosauria	Squamata	Rhineura floridana	Lepidosauria
GCF_030144855.1	79690	4266932	23	45	49	3318	3296	22	0	HiFi	sharks & rays	Chondrichthyes	Myliobatiformes	Hypanus sabinus	Cartilaginous Fishes
GCF_030435755.1	9978	12191025	7	64	17	3366	3297	31	38	HiFi	rabbits & hares	Mammalia	Lagomorpha	Ochotona princeps	Mammals
GCF_030435805.1	9666	83356672	1	50	1	3388	3320	10	58	HiFi	carnivores	Mammalia	Carnivora	Mustela lutreola	Mammals
GCF_030445035.2	9361	13963394	6	108	17	3367	3268	21	78	HiFi	placentals	Mammalia	Cingulata	Dasypus novemcinctus	Mammals
GCF_030463535.1	930266	5834861	16	74	54	3320	3296	23	1	HiFi	bony fishes	Actinopteri	Characiformes	Salminus brasiliensis	Ray-finned Fishes
GCF_030490865.1	48891	8462732	3	52	13	3374	3181	193	0	HiFi	birds	Aves	Passeriformes	Poecile atricapillus	Birds
GCF_030684315.1	3053191	6162596	28	45	77	3285	3274	10	1	HiFi	sharks & rays	Chondrichthyes	Orectolobiformes	Stegostoma tigrinum	Cartilaginous Fishes
GCF_030867095.1	8496	38556409	3	45	21	3366	3359	7	0	HiFi	vertebrates	Crocodiles	Crocodylia	Alligator mississippiensis	Crocodiles
GCF_030936135.1	37040	13765203	2	42	3	3385	3380	5	0	HiFi	birds	Aves	Gaviiformes	Gavia stellata	Birds
GCF_031021105.1	121349	3064756	28	99	80	3282	3215	64	3	HiFi	snakes	Lepidosauria	Squamata	Erythrolamprus reginae	Lepidosauria
GCF_032444005.1	111125	13907627	18	45	60	3312	3275	31	6	HiFi	frogs & toads	Amphibia	Anura	Ranitomeya imitator	Amphibians
GCF_035084215.1	212740	4905566	46	55	52	3292	3268	21	3	HiFi	sharks & rays	Chondrichthyes	Hexanchiformes	Heptranchias perlo	Cartilaginous Fishes
GCF_035149785.1	51853	55640180	8	43	35	3347	3339	7	1	HiFi	snakes	Lepidosauria	Squamata	Candoia aspera	Lepidosauria
GCF_035609145.1	57060	10388966	24	52	79	3287	3255	26	6	HiFi	frogs & toads	Amphibia	Anura	Eleutherodactylus coqui	Amphibians
GCF_035770615.1	1914991	19453098	3	66	7	3380	3362	15	3	HiFi	birds	Aves	Passeriformes	Melospiza melodia	Birds
GCF_036013445.1	187106	25101800	0	55	1	3389	3385	3	1	HiFi	birds	Aves	Columbiformes	Caloenas nicobarica	Birds
GCF_036013475.1	8932	14042120	5	49	15	3370	3357	13	0	HiFi	birds	Aves	Columbiformes	Columba livia	Birds
GCF_036169615.1	472823	8413062	8	68	35	3347	3339	8	0	HiFi	birds	Aves	Apodiformes	Heliangelus exortis	Birds
GCF_036172605.1	191477	29412599	17	40	49	3324	3297	14	13	HiFi	frogs & toads	Amphibia	Anura	Pelobates fuscus	Amphibians
GCF_036250125.1	415032	10447158	8	53	17	3365	3346	19	0	HiFi	birds	Aves	Passeriformes	Pseudopipra pipra	Birds
GCF_036321535.1	9838	31216184	8	55	35	3347	3327	15	5	HiFi	even-toed ungulates & whales	Mammalia	Artiodactyla	Camelus dromedarius	Mammals
GCF_036365525.1	7792	3418954	26	49	39	3325	3298	21	6	HiFi	sharks & rays	Chondrichthyes	Heterodontiformes	Heterodontus francisci	Cartilaginous Fishes
GCF_036370855.1	8790	24239989	1	40	13	3376	3235	141	0	HiFi	birds	Aves	Casuariiformes	Dromaius novaehollandiae	Birds
GCF_036373705.1	7924	17465777	7	60	12	3371	3360	11	0	HiFi	bony fishes	Actinopteri	Amiiformes	Amia calva	Ray-finned Fishes
GCF_036417665.1	48849	20590000	6	66	25	3359	3337	18	4	HiFi	birds	Aves	Passeriformes	Passer domesticus	Birds
GCF_036417845.1	2696672	19797665	2	52	2	3386	3383	3	0	HiFi	birds	Aves	Apterygiformes	Apteryx mantelli	Birds
GCF_036850765.1	59482	20047694	3	69	5	3382	3312	21	49	CLR	bats	Mammalia	Chiroptera	Saccopteryx bilineata	Mammals
GCF_036850995.1	249018	17812205	5	67	6	3379	3317	26	36	CLR	bats	Mammalia	Chiroptera	Saccopteryx leptura	Mammals
GCF_036971445.1	1343680	5195315	39	65	76	3275	3244	23	8	HiFi	sharks & rays	Chondrichthyes	Torpediniformes	Narcine bancroftii	Cartilaginous Fishes
GCF_037157495.1	678569	19972387	4	63	9	3377	3354	23	0	HiFi	birds	Aves	Psittaciformes	Lathamus discolor	Birds
GCF_037176765.1	38937	43146625	9	60	28	3353	3246	96	11	HiFi	lizards & snakes	Lepidosauria	Squamata	Anolis sagrei	Lepidosauria
GCF_037176945.1	7897	42076942	5	31	13	3372	3360	6	6	HiFi	coelacanths	Coelacanth	Coelacanthiformes	Latimeria chalumnae	Lobe-finned Fishes
GCF_037993035.1	9541	162126771	0	55	1	3389	3321	9	59	HiFi	primates	Mammalia	Primates	Macaca fascicularis	Mammals
GCF_039877785.1	109706	21327470	3	72	4	3383	3369	14	0	HiFi	bony fishes	Actinopteri	Chaetodontiformes	Chaetodon trifascialis	Ray-finned Fishes
GCF_039906515.1	82174	58817648	2	64	3	3385	3324	19	42	HiFi	whales & dolphins	Mammalia	Artiodactyla	Pseudorca crassidens	Mammals
GCF_040182565.1	8845	39655246	1	63	7	3382	3372	9	1	HiFi	birds	Aves	Anseriformes	Anser cygnoides	Birds
GCF_040807025.1	8801	28829471	2	41	5	3383	3263	120	0	HiFi	birds	Aves	Struthioniformes	Struthio camelus	Birds
GCF_040894005.1	76066	21805561	40	56	87	3263	3227	35	1	HiFi	frogs & toads	Amphibia	Anura	Engystomops pustulosus	Amphibians
GCF_040937935.1	752182	2674826	44	70	102	3244	3195	47	2	HiFi	frogs & toads	Amphibia	Anura	Hyperolius riggenbachi	Amphibians
GCF_040938575.1	8296	23068610	183	45	56	3151	3114	19	18	HiFi	salamanders	Amphibia	Caudata	Ambystoma mexicanum	Amphibians
GCF_040954835.1	7918	20019514	4	57	5	3381	3377	3	1	HiFi	bony fishes	Actinopteri	Semionotiformes	Lepisosteus oculatus	Ray-finned Fishes
GCF_042242105.1	3127111	12920725	2	54	1	3387	3362	24	1	HiFi	bony fishes	Actinopteri	Acropomatiformes	Pempheris klunzingeri	Ray-finned Fishes
GCF_042477335.2	37174	105224494	0	77	1	3389	3273	17	99	HiFi	even-toed ungulates & whales	Mammalia	Artiodactyla	Ovis canadensis	Mammals
GCF_043159975.1	9545	40835442	7	64	41	3342	3266	11	65	HiFi	primates	Mammalia	Primates	Macaca nemestrina	Mammals
GCF_043641665.1	215367	17101116	1	49	0	3389	3369	20	0	HiFi	bony fishes	Actinopteri	Centrarchiformes	Enoplosus armatus	Ray-finned Fishes
GCF_044704955.1	55135	1893048	77	67	60	3253	3233	16	4	HiFi	sharks & rays	Chondrichthyes		Pristiophorus japonicus	Cartilaginous Fishes
GCF_047511675.1	93162	52587502	2	61	11	3377	3258	38	81	HiFi	rodents	Mammalia	Rodentia	Marmota flaviventris	Mammals
GCF_048164855.1	143281	31962680	6	64	10	3374	3288	20	66	HiFi	carnivores	Mammalia	Carnivora	Canis lupus	Mammals
GCF_900324465.2	64144	7055436	4	87	6	3380	3346	34	0	CLR	bony fishes	Actinopteri	Anabantiformes	Anabas testudineus	Ray-finned Fishes
GCF_900324485.2	205130	7788594	5	65	20	3365	3354	10	1	CLR	bony fishes	Actinopteri	Synbranchiformes	Mastacembelus armatus	Ray-finned Fishes
GCF_900496995.4	223781	21924221	1	67	4	3385	3373	12	0	CLR	hawks & eagles	Aves	Accipitriformes	Aquila chrysaetos	Birds
GCF_900634415.1	56716	5939854	61	226	215	3114	3070	44	0	CLR	bony fishes	Actinopteri	Perciformes	Cottoperca gobio	Ray-finned Fishes
GCF_900634625.1	210632	5080925	7	77	11	3372	3285	85	2	CLR	bony fishes	Actinopteri		Parambassis ranga	Ray-finned Fishes
GCF_900634775.1	441366	1838341	27	134	72	3291	3210	78	3	CLR	bony fishes	Actinopteri	Blenniiformes	Gouania willdenowi	Ray-finned Fishes
GCF_900634795.4	158456	2574972	8	106	16	3366	3343	23	0	CLR	bony fishes	Actinopteri	Anabantiformes	Betta splendens	Ray-finned Fishes
GCF_900700375.1	299321	3059612	19	117	41	3330	3047	281	2	CLR	bony fishes	Actinopteri	Clupeiformes	Denticeps clupeoides	Ray-finned Fishes
GCF_900747795.2	27687	6772339	10	83	23	3357	3342	13	2	CLR	bony fishes	Cladistia	Polypteriformes	Erpetoichthys calabaricus	Ray-finned Fishes
GCF_900880675.1	8175	2862625	10	68	20	3360	3329	31	0	CLR	bony fishes	Actinopteri	Spariformes	Sparus aurata	Ray-finned Fishes
GCF_900963305.1	173247	12371513	4	67	5	3381	3334	47	0	CLR	bony fishes	Actinopteri	Carangiformes	Echeneis naucrates	Ray-finned Fishes
GCF_900964775.1	113540	9102216	6	61	21	3363	3203	158	2	CLR	bony fishes	Actinopteri	Osteoglossiformes	Scleropages formosus	Ray-finned Fishes
GCF_901000725.2	31033	3136617	17	132	47	3326	3190	134	2	CLR	bony fishes	Actinopteri	Tetraodontiformes	Takifugu rubripes	Ray-finned Fishes
GCF_901001135.1	194408	3216284	13	134	28	3349	3271	70	8	CLR	caecilians	Amphibia	Gymnophiona	Rhinatrema bivittatum	Amphibians
GCF_901709675.1	161584	11959915	26	149	64	3300	3273	26	1	CLR	bony fishes	Actinopteri	Syngnathiformes	Syngnathus acus	Ray-finned Fishes
GCF_902148845.1	181472	2597836	13	192	24	3353	3151	200	2	CLR	bony fishes	Actinopteri	Blenniiformes	Salarias fasciatus	Ray-finned Fishes
GCF_902148855.1	375764	2360121	16	152	13	3361	3253	108	0	CLR	bony fishes	Actinopteri	Kurtiformes	Sphaeramia orbicularis	Ray-finned Fishes
GCF_902150065.1	586833	14475636	2	61	4	3384	3360	24	0	CLR	bony fishes	Actinopteri	Holocentriformes	Myripristis murdjan	Ray-finned Fishes
GCF_902167405.1	8049	1015663	27	156	64	3299	3278	21	0	CLR	bony fishes	Actinopteri	Gadiformes	Gadus morhua	Ray-finned Fishes
GCF_902362185.1	29144	23134051	4	59	5	3381	3336	45	0	CLR	bony fishes	Actinopteri	Gonorynchiformes	Chanos chanos	Ray-finned Fishes
GCF_902459505.1	260995	20656571	13	75	40	3337	3292	21	24	CLR	caecilians	Amphibia	Gymnophiona	Geotrypetes seraphini	Amphibians
GCF_902500255.1	390379	2319587	35	218	34	3321	3286	32	3	CLR	bony fishes	Actinopteri	Batrachoidiformes	Thalassophryne amazonica	Ray-finned Fishes
GCF_902655055.1	9657	30403456	0	114	3	3387	3276	10	101	CLR	carnivores	Mammalia	Carnivora	Lutra lutra	Mammals
GCF_902686445.1	30640	13975867	3	177	2	3385	3297	18	70	CLR	rodents	Mammalia	Rodentia	Sciurus carolinensis	Mammals
GCF_902713425.1	7906	8776027	11	86	11	3368	985	2380	3	HiFi	bony fishes	Actinopteri	Acipenseriformes	Acipenser ruthenus	Ray-finned Fishes
GCF_902713615.1	7830	1855773	49	121	71	3270	3234	16	20	CLR	sharks & rays	Chondrichthyes	Carcharhiniformes	Scyliorhinus canicula	Cartilaginous Fishes
GCF_903992535.2	1047088	5308170	4	142	12	3374	3286	17	71	CLR	rodents	Mammalia	Rodentia	Arvicola amphibius	Mammals
GCF_903995425.1	38674	2276141	30	87	29	3331	3298	16	17	CLR	rodents	Mammalia	Rodentia	Onychomys torridus	Mammals
GCF_903995435.1	60746	4450755	6	75	12	3372	3330	15	27	CLR	rodents	Mammalia	Rodentia	Acomys russatus	Mammals
GCF_904848185.1	8177	14880455	1	61	1	3388	3379	8	1	CLR	bony fishes	Actinopteri	Spariformes	Acanthopagrus latus	Ray-finned Fishes
GCF_905171765.1	8384	3941737	26	96	67	3297	3272	14	11	CLR	frogs & toads	Amphibia	Anura	Bufo bufo	Amphibians
GCF_905171775.1	8407	6262427	40	83	91	3259	3217	20	22	CLR	frogs & toads	Amphibia	Anura	Rana temporaria	Amphibians
GCF_910594005.1	9860	68741660	0	72	1	3389	3232	25	132	HiFi	even-toed ungulates & whales	Mammalia	Artiodactyla	Cervus elaphus	Mammals
GCF_910596095.1	8240	26803536	4	50	1	3385	3377	8	0	HiFi	bony fishes	Actinopteri	Scombriformes	Thunnus maccoyii	Ray-finned Fishes
GCF_914725855.1	8236	26795544	5	50	1	3384	3375	9	0	HiFi	bony fishes	Actinopteri	Scombriformes	Thunnus albacares	Ray-finned Fishes
GCF_922984935.1	9662	75210923	0	66	2	3388	3318	16	54	HiFi	carnivores	Mammalia	Carnivora	Meles meles	Mammals
GCF_929443795.1	8957	17712854	0	47	4	3386	3382	4	0	HiFi	hawks & eagles	Aves	Accipitriformes	Astur gentilis	Birds
GCF_937001465.1	9733	45583382	3	67	3	3384	3321	14	49	HiFi	whales & dolphins	Mammalia	Artiodactyla	Orcinus orca	Mammals
GCF_947179515.1	10129	4449850	3	75	6	3381	3345	10	26	HiFi	rodents	Mammalia	Rodentia	Apodemus sylvaticus	Mammals
GCF_947347685.1	8262	1477112	18	88	19	3353	3332	20	1	HiFi	bony fishes	Actinopteri	Pleuronectiformes	Pleuronectes platessa	Ray-finned Fishes
GCF_947461875.1	8969	4576000	3	51	18	3369	3363	6	0	HiFi	hawks & eagles	Aves	Accipitriformes	Haliaeetus albicilla	Birds
GCF_949316205.1	8260	2078972	5	73	14	3371	3363	8	0	HiFi	bony fishes	Actinopteri	Pleuronectiformes	Platichthys flesus	Ray-finned Fishes
GCF_949316345.1	134920	1362288	19	88	14	3357	3341	16	0	HiFi	bony fishes	Actinopteri	Perciformes	Pungitius pungitius	Ray-finned Fishes
GCF_949774975.1	27610	3398034	7	70	8	3375	3312	9	54	HiFi	whales & dolphins	Mammalia	Artiodactyla	Lagenorhynchus albirostris	Mammals
GCF_949987515.2	9728	3627551	5	69	5	3380	3333	17	30	HiFi	whales & dolphins	Mammalia	Artiodactyla	Delphinus delphis	Mammals
GCF_949987535.1	9767	3015723	8	68	5	3377	3301	15	61	HiFi	whales & dolphins	Mammalia	Artiodactyla	Balaenoptera acutorostrata	Mammals
GCF_950005125.1	269649	30960136	4	56	10	3376	3254	33	89	HiFi	rodents	Mammalia	Rodentia	Chionomys nivalis	Mammals
GCF_950295315.1	9365	999919	34	78	23	3333	3297	6	30	HiFi	insectivores	Mammalia	Eulipotyphla	Erinaceus europaeus	Mammals
GCF_958295425.1	90069	2587297	5	72	7	3378	3363	10	5	HiFi	bony fishes	Actinopteri	Pleuronectiformes	Solea solea	Ray-finned Fishes
GCF_963082965.1	217509	3822391	8	85	28	3354	1520	1827	7	HiFi	bony fishes	Actinopteri	Cypriniformes	Carassius carassius	Ray-finned Fishes
GCF_963259705.1	98922	3062752	5	67	7	3378	3282	11	85	HiFi	bats	Mammalia	Chiroptera	Myotis daubentonii	Mammals
GCF_963455315.2	9731	3290841	5	68	9	3376	3311	20	45	HiFi	whales & dolphins	Mammalia	Artiodactyla	Globicephala melas	Mammals
GCF_963506605.1	8524	3447840	6	67	14	3370	3344	12	14	HiFi	lizards & snakes	Lepidosauria	Squamata	Zootoca vivipara	Lepidosauria
GCF_963514075.1	82655	3090688	24	84	24	3342	3173	168	1	HiFi	bony fishes	Actinopteri	Anguilliformes	Conger conger	Ray-finned Fishes
GCF_963576545.1	27771	3420448	4	70	11	3375	3335	22	18	HiFi	bony fishes	Actinopteri	Pleuronectiformes	Limanda limanda	Ray-finned Fishes
GCF_963584025.1	508554	2678957	6	75	6	3378	3365	13	0	HiFi	bony fishes	Actinopteri	Labriformes	Labrus mixtus	Ray-finned Fishes
GCF_963662255.1	127875	3563180	6	58	10	3374	3366	8	0	HiFi	birds	Aves	Passeriformes	Cinclus cinclus	Birds
GCF_963691925.1	13677	1496448	25	76	31	3334	3324	9	1	HiFi	bony fishes	Actinopteri	Scombriformes	Scomber scombrus	Ray-finned Fishes
GCF_963692335.1	29151	396237	42	110	37	3311	3282	27	2	HiFi	bony fishes	Actinopteri	Osmeriformes	Osmerus eperlanus	Ray-finned Fishes
GCF_963854185.1	27697	1117303	18	85	34	3338	3286	48	4	HiFi	bony fishes	Actinopteri	Clupeiformes	Sardina pilchardus	Ray-finned Fishes
GCF_963921805.1	9209	4631399	1	46	6	3383	3374	9	0	HiFi	birds	Aves	Suliformes	Phalacrocorax carbo	Birds
GCF_963924245.1	1192867	4003687	1	44	0	3389	3386	3	0	HiFi	birds	Aves	Charadriiformes	Chroicocephalus ridibundus	Birds
GCF_963924675.1	9742	3726689	3	61	7	3380	3340	14	26	HiFi	whales & dolphins	Mammalia	Artiodactyla	Phocoena phocoena	Mammals
GCF_963924715.1	8237	2956553	5	46	2	3383	3374	9	0	HiFi	bony fishes	Actinopteri	Scombriformes	Thunnus thynnus	Ray-finned Fishes
GCF_963930625.1	9886	5780196	0	61	3	3387	3314	13	60	HiFi	even-toed ungulates & whales	Mammalia	Artiodactyla	Muntiacus reevesi	Mammals
GCF_963930695.1	56723	2715806	10	83	20	3360	3347	13	0	HiFi	bony fishes	Actinopteri	Labriformes	Labrus bergylta	Ray-finned Fishes
GCF_963932015.1	28680	3416933	4	58	4	3382	3375	7	0	HiFi	birds	Aves	Anseriformes	Anas acuta	Birds
GCF_964237555.1	9986	2030165	4	83	8	3378	3268	23	87	HiFi	rabbits & hares	Mammalia	Lagomorpha	Oryctolagus cuniculus	Mammals
