Accession	tTax_ID	Submission_Date	Number_Contigs	Contig_N50	Contig_N90	Number_Scaffolds	Scaffold_N50	Scaffold_N90	Assembly_Size	Percentage_masked	Species_name	Super_class	Class	Infra_class	Sub_class	Super_order	Order	Sequencing_type
GCA_963506605.1	8524	2023-09-20	732	3447840	1052316	49	96056580	46761448	1440256436	37.18	Zootoca vivipara	Sarcopterygii	Lepidosauria				Squamata	PacBio HiFi
GCA_030035675.1	261503	2023-05-22	319	18156940	4510158	77	188683971	39514243	2307436586	44.94	Rhineura floridana	Sarcopterygii	Lepidosauria				Squamata	PacBio HiFi
GCA_023333525.1	2917703	2022-05-11	113	30424254	9295825	74	93690953	14733105	1335668279	36.49	Aspidoscelis tigris stejnegeri	Sarcopterygii	Lepidosauria				Squamata	PacBio HiFi
GCA_035046505.1	71010	2024-01-04	722	33113817	1908749	350	242160784	48696318	1623332312	36.50	Tiliqua scincoides	Sarcopterygii	Lepidosauria				Squamata	PacBio HiFi
GCA_029931775.1	460621	2023-05-15	745	26991305	5347058	592	102317683	51886758	1781933648	39.41	Euleptes europaea	Sarcopterygii	Lepidosauria				Squamata	PacBio HiFi
GCA_027410445.1	8351	2022-12-28	4999	3043591	395499	1318	453717995	90667398	3872602052	55.19	Discoglossus pictus	Sarcopterygii	Amphibia			Batrachia	Anura	PacBio CLR
GCA_027579735.1	8345	2023-01-09	9477	3712229	576225	2468	1241340601	291274852	10019681242	64.44	Bombina bombina	Sarcopterygii	Amphibia			Batrachia	Anura	PacBio CLR
GCA_964205295.1	8348	2024-07-29	11428	1741680	464651	4757	1114117749	181095304	9369791316	65.78	Bombina variegata	Sarcopterygii	Amphibia			Batrachia	Anura	PacBio HiFi
GCA_037306005.1	43566	2024-03-20	2496	12994863	1011643	464	565843407	200985932	4745569335	52.88	Rhinophrynus dorsalis	Sarcopterygii	Amphibia			Batrachia	Anura	PacBio HiFi
GCA_040206685.1	8439	2024-06-17	9569	981472	175080	3549	424004025	869792	3722616900	54.60	Ascaphus truei	Sarcopterygii	Amphibia			Batrachia	Anura	PacBio HiFi
GCA_031893055.1	238119	2023-09-26	2242	5334240	526166	1266	226021100	89590816	2197996823	53.70	Leptodactylus fuscus	Sarcopterygii	Amphibia			Batrachia	Anura	PacBio HiFi
GCA_036172605.1	191477	2024-01-26	509	29412599	5038155	160	387735018	143806241	3606474367	50.66	Pelobates fuscus	Sarcopterygii	Amphibia			Batrachia	Anura	PacBio HiFi
GCA_036172795.1	233781	2024-01-26	361	19137354	2864461	99	222280400	78285605	2077659799	48.48	Pelodytes ibericus	Sarcopterygii	Amphibia			Batrachia	Anura	PacBio HiFi
GCA_027358695.2	233779	2022-12-27	119	21170366	4012385	17	114150385	38385806	987655159	35.63	Spea bombifrons	Sarcopterygii	Amphibia			Batrachia	Anura	PacBio HiFi
GCA_038501925.1	288555	2024-04-29	1388	15294995	2445771	888	160347489	120214960	2883796191	44.89	Xenopus petersii	Sarcopterygii	Amphibia			Batrachia	Anura	PacBio HiFi
GCA_035609145.1	57060	2024-01-12	1616	10388966	1716711	957	277440397	132950469	3371316047	53.45	Eleutherodactylus coqui	Sarcopterygii	Amphibia			Batrachia	Anura	PacBio HiFi
GCA_040937935.1	752182	2024-07-30	3516	2674826	785659	477	451034413	256161563	4915935452	59.73	Hyperolius riggenbachi	Sarcopterygii	Amphibia			Batrachia	Anura	PacBio HiFi
GCA_905171765.1	8384	2021-01-28	5506	3941737	702201	1307	635713434	230778867	5044762059	62.30	Bufo bufo	Sarcopterygii	Amphibia			Batrachia	Anura	PacBio CLR
GCA_027789765.1	150705	2023-01-13	3004	8808153	761973	2200	153439414	79427467	2214937069	50.34	Dendropsophus ebraccatus	Sarcopterygii	Amphibia			Batrachia	Anura	PacBio CLR
GCA_029499605.1	327740	2023-04-07	5772	3809262	354428	3475	384967061	50269043	4142177554	63.62	Hyla sarda	Sarcopterygii	Amphibia			Batrachia	Anura	PacBio HiFi
GCA_032444005.1	111125	2023-10-16	2438	13907627	2765815	1673	725832262	206080291	5956630009	71.66	Ranitomeya imitator	Sarcopterygii	Amphibia			Batrachia	Anura	PacBio HiFi
GCA_040894005.1	76066	2024-07-30	1372	21805561	1489181	936	214838416	104747226	2158203323	51.78	Engystomops pustulosus	Sarcopterygii	Amphibia			Batrachia	Anura	PacBio HiFi
GCA_028390025.1	495146	2023-02-06	5826	6819095	894392	3127	846894890	366571888	8872758793	70.87	Pseudophryne corroboree	Sarcopterygii	Amphibia			Batrachia	Anura	PacBio HiFi
GCA_038048845.1	3061075	2024-04-17	4227	4050021	551481	2806	346624570	100074911	2969628263	45.81	Mixophyes fleayi	Sarcopterygii	Amphibia			Batrachia	Anura	PacBio HiFi
GCA_027917425.1	8429	2023-01-18	2747	4962642	1117539	1002	489283037	196840874	4336248441	59.79	Gastrophryne carolinensis	Sarcopterygii	Amphibia			Batrachia	Anura	PacBio HiFi
GCA_905171775.1	8407	2021-01-28	2415	6262427	1141917	555	481763206	153779893	4111445260	54.94	Rana temporaria	Sarcopterygii	Amphibia			Batrachia	Anura	PacBio CLR
GCA_040938575.1	8296	2024-07-30	2315	23068610	6799578	220	1489131749	1171543370	29117848270	49.73	Ambystoma mexicanum	Sarcopterygii	Amphibia			Batrachia	Caudata	PacBio HiFi
GCA_026652325.1	8319	2022-12-05	1189	45590032	11115120	267	1237754594	913032504	20300798037	56.01	Pleurodeles waltl	Sarcopterygii	Amphibia			Batrachia	Caudata	PacBio HiFi
GCA_901001135.2	194408	2021-04-24	4903	3216284	638120	1330	486875112	82662308	5319239186	43.71	Rhinatrema bivittatum	Sarcopterygii	Amphibia				Gymnophiona	PacBio CLR
GCA_901765095.2	1415580	2021-04-24	3533	3650988	810693	1081	376147139	208477733	4685939421	52.39	Microcaecilia unicolor	Sarcopterygii	Amphibia				Gymnophiona	PacBio CLR
GCA_902459505.2	260995	2021-04-24	597	20656571	4964142	164	272612222	83871185	3779430017	52.24	Geotrypetes seraphini	Sarcopterygii	Amphibia				Gymnophiona	PacBio CLR
GCA_900747795.4	27687	2021-07-07	1600	6772339	1413528	169	217689105	103693322	3613551089	47.48	Erpetoichthys calabaricus	Actinopterygii	Cladistia				Polypteriformes	PacBio CLR
GCA_902713425.2	7906	2022-02-02	2164	8776027	1280941	1731	42723358	9613114	1899810788	41.16	Acipenser ruthenus	Actinopterygii	Actinopteri		Chondrostei		Acipenseriformes	PacBio HiFi
GCA_036373705.1	7924	2024-02-06	487	17465777	1655086	390	44181238	22839631	989120851	36.99	Amia calva	Actinopterygii	Actinopteri	Holostei	Neopterygii		Amiiformes	PacBio HiFi
GCA_040954835.1	7918	2024-08-01	912	20019514	1340609	817	47769348	2322084	1200606178	27.39	Lepisosteus oculatus	Actinopterygii	Actinopteri	Holostei	Neopterygii		Semionotiformes	PacBio HiFi
GCA_013368585.1	118141	2020-06-23	270	26850664	7227665	207	38251172	27865698	959258777	21.35	Megalops cyprinoides	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Elopiformes	PacBio CLR
GCA_013347855.1	7936	2020-06-18	693	5114673	824063	53	57205429	37151760	979029243	26.41	Anguilla anguilla	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Anguilliformes	PacBio CLR
GCA_963514075.1	82655	2023-09-29	1390	3090688	448186	381	64882367	40826945	1136421744	34.32	Conger conger	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Anguilliformes	PacBio HiFi
GCA_900964775.1	113540	2019-04-11	216	9102216	2681583	71	31084684	24519324	784546363	26.01	Scleropages formosus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Osteoglossiformes	PacBio CLR
GCA_900700375.2	299321	2020-07-31	925	3059612	252115	461	22793177	19295934	567417970	28.38	Denticeps clupeoides	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Clupeiformes	PacBio CLR
GCA_018492685.1	34773	2021-05-25	1712	1565278	266092	73	38440066	31742902	903564947	38.37	Alosa sapidissima	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Clupeiformes	PacBio HiFi
GCA_963457725.1	196075	2023-09-20	1888	1216682	226148	387	33839184	29503222	840332306	34.17	Sprattus sprattus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Clupeiformes	PacBio HiFi
GCA_963854185.1	27697	2023-12-14	1895	1117303	228579	241	34617450	30366703	869414035	36.31	Sardina pilchardus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Clupeiformes	PacBio HiFi
GCA_902362185.1	29144	2019-08-14	141	23134051	2434880	30	50300218	23837493	656912816	25.64	Chanos chanos	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gonorynchiformes	PacBio CLR
GCA_944039275.1	7955	2022-06-24	454	6927137	1816874	73	58626443	47026968	1413675870	50.64	Danio rerio	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	PacBio HiFi
GCA_949152265.1	58324	2023-04-08	1006	1988965	530754	125	36753459	29721935	950498056	39.50	Phoxinus phoxinus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	PacBio HiFi
GCA_951802725.1	48668	2023-05-30	556	3932511	1139887	85	43935812	32923499	1100195650	39.97	Rutilus rutilus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	PacBio HiFi
GCA_949319135.1	8284	2023-04-08	694	3040692	952330	106	41795634	33754728	1101930522	40.37	Squalius cephalus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	PacBio HiFi
GCA_947034865.1	135647	2022-10-07	925	2654543	332266	100	24423978	21267045	617663352	33.65	Barbatula barbatula	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	PacBio HiFi
GCA_963993115.1	38527	2024-03-16	893	3478172	1034590	208	42794514	35048309	1108218292	39.41	Abramis brama	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	PacBio HiFi
GCA_964197995.1	58319	2024-07-10	1591	2291051	511881	755	44954600	33203919	1229666150	43.23	Scardinius erythrophthalmus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	PacBio HiFi
GCA_949357685.1	27704	2023-04-08	1277	2576923	626023	231	58069932	45801292	1460679231	54.23	Gobio gobio	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	PacBio HiFi
GCA_963082965.1	217509	2023-08-09	1110	3822391	1004543	278	32663704	27138911	1684313041	43.69	Carassius carassius	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	PacBio HiFi
GCA_936440315.1	40830	2022-05-03	200	22843665	6005691	92	31505967	26278021	1584929904	41.38	Barbus barbus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	PacBio HiFi
GCA_038024135.1	28792	2024-04-08	1133	1550857	606220	413	35217774	27965554	928717837	46.76	Cyprinella venusta	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	PacBio HiFi
GCA_013358815.1	8005	2020-06-23	317	6962353	1298057	90	25664172	14621190	589376265	24.21	Electrophorus electricus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Gymnotiformes	PacBio CLR
GCA_015220715.1	42514	2020-11-03	359	12898870	2956893	56	42283192	31727646	1222067157	35.10	Pygocentrus nattereri	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Characiformes	PacBio CLR
GCA_029633855.2	27720	2024-06-25	1586	3626585	354521	597	53138383	35870029	1186354877	38.77	Hoplias malabaricus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Characiformes	PacBio HiFi
GCA_030463535.1	930266	2023-07-14	830	5834861	644114	104	40765202	33960001	1066501646	35.82	Salminus brasiliensis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Characiformes	PacBio HiFi
GCA_946808225.1	933932	2022-09-15	1036	4577990	400181	241	30578072	19269764	800118513	40.95	Silurus aristotelis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	PacBio HiFi
GCA_027358585.1	310915	2022-12-28	295	13007371	1775142	59	26128932	19906963	764990969	31.56	Pangasianodon hypophthalmus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	PacBio HiFi
GCA_027579695.1	443677	2023-01-09	372	14859289	3508306	38	83992109	60863970	2341916362	62.40	Neoarius graeffei	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	PacBio HiFi
GCA_030014385.1	2290929	2023-05-16	547	13074164	1967043	349	40419146	19820548	1045025885	47.94	Trichomycterus rosablanca	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	PacBio HiFi
GCA_951799395.1	446415	2023-05-27	2776	858168	118994	1024	24540466	15361704	670765936	37.99	Argentina silus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Argentiniformes	PacBio HiFi
GCA_963989245.1	443705	2024-03-11	4476	750607	110086	1177	66745282	26502856	1085794659	46.94	Nansenia antarctica	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Argentiniformes	PacBio HiFi
GCA_017639675.1	946358	2021-03-30	1199	956540	182990	41	20392628	16492511	461946147	27.03	Aplochiton taeniatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Galaxiiformes	PacBio CLR
GCA_011004845.1	8010	2020-03-05	165	22630263	4738965	53	37473588	26064393	918749000	31.64	Esox lucius	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Esociformes	PacBio CLR
GCA_901001165.2	8032	2021-04-24	5382	1692994	177547	1441	52209666	25483426	2371880186	52.51	Salmo trutta	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Salmoniformes	PacBio CLR
GCA_036784965.1	152111	2024-02-23	4404	1203068	222251	1169	58852000	1774401	2129031653	51.17	Salvelinus alpinus oquassa	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Salmoniformes	PacBio HiFi
GCA_964263955.1	59291	2024-09-15	17145	476628	67281	11150	47422375	79080	2842862595	60.38	Coregonus lavaretus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Salmoniformes	PacBio HiFi
GCA_038355195.1	8014	2024-04-17	2272	607895	82115	365	18699972	10985145	497673479	33.70	Osmerus mordax	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Osmeriformes	PacBio HiFi
GCA_963692335.1	29151	2023-12-11	3470	396237	58260	1008	18633437	10827019	508737883	34.35	Osmerus eperlanus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Osmeriformes	PacBio HiFi
GCA_949987555.1	473354	2023-05-03	4009	959230	94031	1378	27266006	1358000	909249001	44.86	Borostomias antarcticus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Stomiiformes	PacBio HiFi
GCA_963971535.1	948063	2024-03-07	21096	444000	65457	5983	155911686	75727496	3427809033	67.02	Notolepis coatsorum	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Aulopiformes	PacBio HiFi
GCA_951216825.1	206093	2023-05-11	5080	1002537	131032	1901	53633514	1105000	1427445741	51.86	Electrona antarctica	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Myctophiformes	PacBio HiFi
GCA_964188405.1	1091426	2024-06-21	2753	1024588	213270	24	53459825	45650014	1235328005	47.27	Protomyctophum parallelum	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Myctophiformes	PacBio HiFi
GCA_963280865.1	948025	2023-08-20	3380	901999	198324	676	55139090	42758078	1367984568	48.84	Gymnoscopelus braueri	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Myctophiformes	PacBio HiFi
GCA_963454915.1	1090481	2023-09-13	1772	1741000	448383	374	55298648	46999117	1318656016	46.19	Gymnoscopelus microlampas	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Myctophiformes	PacBio HiFi
GCA_963921795.1	473322	2024-02-09	3070	1305851	295500	673	66219085	55647555	1658848640	53.27	Nannobrachium achirus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Myctophiformes	PacBio HiFi
GCA_963924005.1	443714	2024-01-19	2736	1267060	214267	951	45973806	30575369	1148224649	46.14	Protomyctophum bolini	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Myctophiformes	PacBio HiFi
GCA_029633865.1	2546036	2023-04-13	3659	917127	181318	544	62607046	40302424	1482357630	50.49	Lampris incognitus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Lampriformes	PacBio HiFi
GCA_960531495.1	64108	2023-07-26	1078	1449431	409277	191	34476449	28869016	804731948	38.44	Zeus faber	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Zeiformes	PacBio HiFi
GCA_902167405.1	8049	2019-07-16	1442	1015663	221232	226	28732775	22358821	669949713	32.90	Gadus morhua	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gadiformes	PacBio CLR
GCA_949987615.1	185739	2023-05-03	2426	606672	120725	616	27399917	20900657	606767444	32.13	Pollachius pollachius	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gadiformes	PacBio HiFi
GCA_964030765.1	81636	2024-04-20	6887	238748	26881	3832	19932791	77999	520636573	33.43	Micromesistius poutassou	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gadiformes	PacBio HiFi
GCA_902150065.1	586833	2019-07-03	340	14475636	1763116	87	34950760	29228082	835254674	27.23	Myripristis murdjan	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Holocentriformes	PacBio CLR
GCA_902500255.1	390379	2019-09-30	3018	2319587	401773	464	118421481	72818716	2446592878	59.64	Thalassophryne amazonica	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Batrachoidiformes	PacBio CLR
GCA_009829125.3	409849	2023-03-21	824	2301275	567459	123	32865169	27914776	752622057	38.04	Periophthalmus magnuspinnatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gobiiformes	PacBio CLR
GCA_951799975.1	85417	2023-05-27	934	3365000	534566	298	36708673	28533545	870572126	39.54	Gobius niger	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gobiiformes	PacBio HiFi
GCA_901709675.2	161584	2020-07-31	131	11959915	5327720	88	14974571	8880460	324347687	25.36	Syngnathus acus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Syngnathiformes	PacBio CLR
GCA_910596095.1	8240	2021-07-07	153	26803536	4259497	58	33761101	26962447	782423977	26.07	Thunnus maccoyii	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Scombriformes	PacBio HiFi
GCA_963924715.1	8237	2024-01-29	588	2956553	767953	120	34318521	27125303	799063593	27.03	Thunnus thynnus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Scombriformes	PacBio HiFi
GCA_914725855.1	8236	2021-09-16	139	26795544	7485788	69	34622995	28230218	792117861	26.27	Thunnus albacares	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Scombriformes	PacBio HiFi
GCA_027409825.1	13676	2022-12-28	1933	4898551	191944	361	34636535	28928886	828697720	31.57	Scomber japonicus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Scombriformes	PacBio HiFi
GCA_963691925.1	13677	2023-12-07	2155	1496448	165633	666	31095048	24622544	764157853	29.16	Scomber scombrus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Scombriformes	PacBio HiFi
GCA_900324485.3	205130	2021-04-24	361	7788594	1042827	123	25090313	19675934	591951591	23.33	Mastacembelus armatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Synbranchiformes	PacBio CLR
GCA_900324465.3	64144	2021-04-24	317	7055436	960416	51	25063394	19875000	555658509	20.82	Anabas testudineus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Anabantiformes	PacBio CLR
GCA_900634795.4	158456	2023-03-10	346	2574972	645992	35	19821211	16195137	426984265	22.47	Betta splendens	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Anabantiformes	PacBio CLR
GCA_017976425.1	941984	2021-04-15	194	15555772	2556649	96	26859436	20835952	621503431	27.47	Toxotes jaculatrix	Actinopterygii	Actinopteri	Teleostei	Neopterygii			PacBio CLR
GCA_009819705.1	8267	2019-12-31	347	7020318	978951	57	26312018	20800843	596792676	23.47	Hippoglossus hippoglossus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Pleuronectiformes	PacBio CLR
GCA_947347685.1	8262	2022-11-29	1428	1477112	228725	356	26648505	17067268	687405470	32.82	Pleuronectes platessa	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Pleuronectiformes	PacBio HiFi
GCA_949316205.1	8260	2023-04-05	591	2078972	562393	109	26770804	20637071	597138466	25.23	Platichthys flesus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Pleuronectiformes	PacBio HiFi
GCA_963576545.1	27771	2023-11-03	614	3420448	519463	339	28632645	1267124	717597899	34.21	Limanda limanda	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Pleuronectiformes	PacBio HiFi
GCA_964266715.1	106175	2024-09-26	1990	2288625	128134	1581	25769083	141228	752333918	36.07	Microstomus kitt	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Pleuronectiformes	PacBio HiFi
GCA_958295425.1	90069	2023-07-06	616	2587297	737583	243	29068826	23155029	643774986	32.06	Solea solea	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Pleuronectiformes	PacBio HiFi
GCA_963457635.1	90074	2023-09-20	642	2444644	704000	188	29835075	20522917	724694306	39.35	Microchirus variegatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Pleuronectiformes	PacBio HiFi
GCA_963854745.1	52904	2023-12-15	913	1410686	322499	108	26138615	21490357	550297089	25.29	Scophthalmus maximus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Pleuronectiformes	PacBio HiFi
GCA_900963305.2	173247	2021-04-24	178	12371513	1724734	38	23287306	19088838	544229243	21.19	Echeneis naucrates	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Carangiformes	PacBio CLR
GCA_905171665.2	36212	2021-11-26	375	6490592	1933563	153	35447499	25462409	801243942	31.97	Trachurus trachurus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Carangiformes	PacBio CLR
GCA_900634625.2	210632	2020-07-31	1680	5080925	378468	157	22993012	16008367	551029983	24.84	Parambassis ranga	Actinopterygii	Actinopteri	Teleostei	Neopterygii			PacBio CLR
GCA_007364275.2	63155	2019-08-01	933	2143410	563225	189	35590001	7335497	932947025	30.64	Archocentrus centrarchus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	PacBio CLR
GCA_900246225.5	8154	2021-04-24	739	4438245	786390	249	38669361	31467755	880445568	30.24	Astatotilapia calliptera	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	PacBio CLR
GCA_963969265.1	454631	2024-02-26	504	4163600	1364706	82	39959964	34027345	921184210	32.66	Rhamphochromis sp. 'chilingali'	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	PacBio HiFi
GCA_020382885.1	75038	2021-10-13	125	17189422	2869011	48	24451451	20048999	570802272	20.69	Scatophagus argus	Actinopterygii	Actinopteri	Teleostei	Neopterygii			PacBio CLR
GCA_014839685.1	195821	2020-10-02	140	17460000	4546558	33	39321252	31388587	867632993	29.30	Anableps anableps	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Cyprinodontiformes	PacBio CLR
GCA_021462225.2	208333	2022-02-24	482	13818222	2029623	73	47419401	40377249	1150020615	38.03	Girardinichthys multiradiatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Cyprinodontiformes	PacBio CLR
GCA_037039145.1	54267	2024-03-06	624	11036555	1810565	331	57717734	46114493	1351828608	41.71	Fundulus diaphanus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Cyprinodontiformes	PacBio HiFi
GCA_963514085.1	48171	2023-09-29	973	2544200	591755	363	30303911	24273683	717420143	26.85	Chelon labrosus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Mugiliformes	PacBio HiFi
GCF_017639745.1	1250792	2021-03-30	533	9299978	1125106	93	37878235	30537004	865592457	28.42	Melanotaenia boesemani	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Atheriniformes	PacBio CLR
GCA_933228915.1	446457	2022-03-23	1475	1254875	359759	146	41523244	35388860	986039709	38.92	Telmatherina bonti	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Atheriniformes	PacBio HiFi
GCA_027942865.1	219752	2023-01-24	471	9831534	1348998	189	39252737	33056536	945823896	34.14	Odontesthes bonariensis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Atheriniformes	PacBio HiFi
GCA_014839995.1	129108	2020-10-02	1783	2195850	155846	410	28679447	26013169	736214936	26.78	Xenentodon cancila	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Beloniformes	PacBio CLR
GCA_020510985.1	390368	2021-10-15	3092	5866050	1411613	512	435632707	306317725	6032307556	74.98	Pholidichthys leucotaenia	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	PacBio CLR
GCA_949357725.1	1484357	2023-04-08	2756	1486508	153082	1568	31412174	15258897	797804280	39.39	Hyperoplus immaculatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Uranoscopiformes	PacBio HiFi
GCA_949987685.1	146480	2023-05-03	1634	2041615	241511	617	31846471	23554204	777835610	38.54	Ammodytes marinus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Uranoscopiformes	PacBio HiFi
GCA_902148845.1	181472	2019-07-03	804	2597836	520122	202	32729575	22427289	797490645	25.91	Salarias fasciatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Blenniiformes	PacBio CLR
GCA_963422515.1	195075	2023-09-13	2150	1116256	149172	525	29635927	19804534	728745255	31.33	Blennius ocellaris	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Blenniiformes	PacBio HiFi
GCA_963383615.1	56720	2023-08-26	1445	3299550	346507	847	31905247	21375340	768243328	27.78	Lipophrys pholis	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Blenniiformes	PacBio HiFi
GCA_019677235.1	27706	2021-08-19	874	5637587	724124	202	37181689	32760752	877669248	28.45	Micropterus salmoides	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Centrarchiformes	missing
GCA_009762535.1	1203425	2019-12-18	1603	3748462	317181	468	37090664	29024364	846760650	33.04	Notolabrus celidotus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Labriformes	PacBio CLR
GCA_020745685.1	34787	2021-11-05	347	7919333	1844408	64	31691308	25307336	723582185	27.13	Tautogolabrus adspersus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Labriformes	PacBio CLR
GCA_963584025.1	508554	2023-11-05	895	2678957	500407	325	30403003	21671947	740579663	33.17	Labrus mixtus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Labriformes	PacBio HiFi
GCA_947650265.1	171736	2022-12-21	1774	1186940	177589	395	27641414	20485488	636368453	28.07	Symphodus melops	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Labriformes	PacBio HiFi
GCA_963930695.1	56723	2024-01-31	947	2715806	435472	132	31261685	24540366	720227340	29.61	Labrus bergylta	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Labriformes	PacBio HiFi
GCA_900634415.1	56716	2019-02-06	767	5939854	520362	322	25156145	14930383	609391784	27.88	Cottoperca gobio	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing
