Accession	Complete_compleasm	Single_compleasm	Duplicated_compleasm	Fragmented_compleasm	Missing_compleasm	Frameshift_compleasm	Tax_ID	Submission_Date	Species_name	Super_class	Class	Infra_class	Sub_class	Super_order	Order	Sequencing_type
GCA_038024135.1	3334	3317	17	2	18	105	28792	2024-04-08	Cyprinella venusta	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	PacBio HiFi
GCA_013358815.1	3334	3315	19	5	15	163	8005	2020-06-23	Electrophorus electricus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Gymnotiformes	PacBio CLR
GCA_015220715.1	3348	3336	12	2	4	90	42514	2020-11-03		Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Characiformes	PacBio CLR
GCA_029633855.2	3286	3005	281	12	56	93	27720	2024-06-25	Hoplias malabaricus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Characiformes	PacBio HiFi
GCA_030463535.1	3296	3287	9	11	47	112	930266	2023-07-14	Salminus brasiliensis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Characiformes	PacBio HiFi
GCA_946808225.1	3305	3289	16	13	36	114	933932	2022-09-15	Silurus aristotelis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	PacBio HiFi
GCA_027358585.1	3323	3312	11	6	25	104	310915	2022-12-28	Pangasianodon hypophthalmus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	PacBio HiFi
GCA_027579695.1	3306	3278	28	4	44	93	443677	2023-01-09	Neoarius graeffei	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	PacBio HiFi
GCA_030014385.1	3320	3299	21	4	30	97	2290929	2023-05-16	Trichomycterus rosablanca	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	PacBio HiFi
GCA_951799395.1	3305	3244	61	18	30	132	446415	2023-05-27	Argentina silus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Argentiniformes	PacBio HiFi
GCA_963989245.1	3294	3144	150	24	36	191	443705	2024-03-11	Nansenia antarctica	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Argentiniformes	PacBio HiFi
GCA_017639675.1	2957	2937	20	55	342	146	946358	2021-03-30	Aplochiton taeniatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Galaxiiformes	PacBio CLR
GCA_011004845.1	3349	3326	23	1	4	125	8010	2020-03-05	Esox lucius	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Esociformes	PacBio CLR
GCA_901001165.2	3326	1797	1529	17	11	140	8032	2021-04-24	Salmo trutta	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Salmoniformes	PacBio CLR
GCA_036784965.1	3026	1990	1036	34	294	155	152111	2024-02-23	Salvelinus alpinus oquassa	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Salmoniformes	PacBio HiFi
GCA_964263955.1	3291	1571	1720	30	32	160	59291	2024-09-15	Coregonus lavaretus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Salmoniformes	PacBio HiFi
GCA_038355195.1	3291	3258	33	22	41	188	8014	2024-04-17	Osmerus mordax	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Osmeriformes	PacBio HiFi
GCA_963692335.1	3289	3269	20	35	30	179	29151	2023-12-11	Osmerus eperlanus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Osmeriformes	PacBio HiFi
GCA_949987555.1	3250	3202	48	51	53	146	473354	2023-05-03	Borostomias antarcticus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Stomiiformes	PacBio HiFi
GCA_963971535.1	3225	3130	95	58	71	193	948063	2024-03-07	Notolepis coatsorum	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Aulopiformes	PacBio HiFi
GCA_951216825.1	3309	3053	256	20	25	118	206093	2023-05-11	Electrona antarctica	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Myctophiformes	PacBio HiFi
GCA_964188405.1	3294	3094	200	15	45	127	1091426	2024-06-21		Actinopterygii	Actinopteri	Teleostei	Neopterygii		Myctophiformes	PacBio HiFi
GCA_963280865.1	3329	3030	299	10	15	134	948025	2023-08-20	Gymnoscopelus braueri	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Myctophiformes	PacBio HiFi
GCA_963454915.1	3342	3072	270	5	7	99	1090481	2023-09-13	Gymnoscopelus microlampas	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Myctophiformes	PacBio HiFi
GCA_963921795.1	3333	3009	324	6	15	110	473322	2024-02-09	Nannobrachium achirus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Myctophiformes	PacBio HiFi
GCA_963924005.1	3317	3141	176	12	25	144	443714	2024-01-19	Protomyctophum bolini	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Myctophiformes	PacBio HiFi
GCA_029633865.1	3297	3264	33	16	41	106	2546036	2023-04-13	Lampris incognitus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Lampriformes	PacBio HiFi
GCA_960531495.1	3335	3306	29	6	13	130	64108	2023-07-26	Zeus faber	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Zeiformes	PacBio HiFi
GCA_902167405.1	3255	3240	15	24	75	187	8049	2019-07-16	Ochotona princeps	Sarcopterygii	Mammalia			Euarchontoglires	Lagomorpha	PacBio CLR
GCA_949987615.1	3301	3292	9	20	33	169	185739	2023-05-03	Pollachius pollachius	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gadiformes	PacBio HiFi
GCA_964030765.1	2985	2901	84	99	270	180	81636	2024-04-20	Micromesistius poutassou	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gadiformes	PacBio HiFi
GCA_902150065.1	3344	3328	16	5	5	123	586833	2019-07-03	Myripristis murdjan	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Holocentriformes	PacBio CLR
GCA_902500255.1	3300	3266	34	28	26	272	390379	2019-09-30	Thalassophryne amazonica	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Batrachoidiformes	PacBio CLR
GCA_009829125.3	3308	3281	27	10	36	185	409849	2023-03-21	Periophthalmus magnuspinnatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gobiiformes	PacBio CLR
GCA_951799975.1	3320	3312	8	19	15	213	85417	2023-05-27	Gobius niger	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gobiiformes	PacBio HiFi
GCA_901709675.2	3297	3270	27	13	44	281	161584	2020-07-31	Syngnathus acus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Syngnathiformes	PacBio CLR
GCA_910596095.1	3352	3344	8	2	0	103	8240	2021-07-07	Thunnus maccoyii	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Scombriformes	PacBio HiFi
GCA_963924715.1	3351	3342	9	2	1	118	8237	2024-01-29	Thunnus thynnus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Scombriformes	PacBio HiFi
GCA_914725855.1	3353	3345	8	1	0	101	8236	2021-09-16	Thunnus albacares	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Scombriformes	PacBio HiFi
GCA_027409825.1	3307	3296	11	21	26	110	13676	2022-12-28	Scomber japonicus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Scombriformes	PacBio HiFi
GCA_963691925.1	3303	3297	6	20	31	125	13677	2023-12-07	Scomber scombrus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Scombriformes	PacBio HiFi
GCA_900324485.3	3327	3313	14	4	23	132	205130	2021-04-24	Mastacembelus armatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Synbranchiformes	PacBio CLR
GCA_900324465.3	3347	3306	41	3	4	131	64144	2021-04-24	Anabas testudineus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Anabantiformes	PacBio CLR
GCA_900634795.4	3335	3315	20	6	13	169	158456	2023-03-10	Betta splendens	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Anabantiformes	PacBio CLR
GCA_017976425.1	3347	3343	4	2	5	128	941984	2021-04-15	Toxotes jaculatrix	Actinopterygii	Actinopteri	Teleostei	Neopterygii			PacBio CLR
GCA_009819705.1	3330	3308	22	6	18	162	8267	2019-12-31	Hippoglossus hippoglossus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Pleuronectiformes	PacBio CLR
GCA_947347685.1	3328	3309	19	8	18	173	8262	2022-11-29	Pleuronectes platessa	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Artiodactyla	PacBio HiFi
GCA_949316205.1	3334	3323	11	4	16	130	8260	2023-04-05	Platichthys flesus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Pleuronectiformes	PacBio HiFi
GCA_963576545.1	3339	3304	35	6	9	117	27771	2023-11-03	Limanda limanda	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Pleuronectiformes	PacBio HiFi
GCA_964266715.1	3337	3319	18	5	12	126	106175	2024-09-26	Microstomus kitt	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Pleuronectiformes	PacBio HiFi
GCA_958295425.1	3342	3329	13	5	7	135	90069	2023-07-06	Solea solea	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Pleuronectiformes	PacBio HiFi
GCA_963457635.1	3332	3314	18	7	15	149	90074	2023-09-20	Microchirus variegatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Pleuronectiformes	PacBio HiFi
GCA_963854745.1	3332	3321	11	4	18	149	52904	2023-12-15	Scophthalmus maximus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Pleuronectiformes	PacBio HiFi
GCA_900963305.2	3350	3316	34	1	3	141	173247	2021-04-24	Echeneis naucrates	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Carangiformes	PacBio CLR
GCA_905171665.2	3336	3315	21	3	15	141	36212	2021-11-26	Trachurus trachurus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Carangiformes	PacBio CLR
GCA_900634625.2	3340	3263	77	5	9	178	210632	2020-07-31	Parambassis ranga	Actinopterygii	Actinopteri	Teleostei	Neopterygii			PacBio CLR
GCA_007364275.2	3339	3276	63	4	11	187	63155	2019-08-01	Archocentrus centrarchus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	PacBio CLR
GCA_900246225.5	3302	3250	52	10	42	140	8154	2021-04-24	Astatotilapia calliptera	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	PacBio CLR
GCA_963969265.1	3334	3310	24	5	15	135	454631	2024-02-26	Rhamphochromis sp. 'chilingali'	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	PacBio HiFi
GCA_020382885.1	3352	3349	3	2	0	124	75038	2021-10-13	Scatophagus argus	Actinopterygii	Actinopteri	Teleostei	Neopterygii			PacBio CLR
GCA_014839685.1	3350	3346	4	0	4	197	195821	2020-10-02	Anableps anableps	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Cyprinodontiformes	PacBio CLR
GCA_021462225.2	3348	3238	110	0	6	129	208333	2022-02-24	Girardinichthys multiradiatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Cyprinodontiformes	PacBio CLR
GCA_037039145.1	3328	3320	8	7	19	137	54267	2024-03-06	Fundulus diaphanus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Cyprinodontiformes	PacBio HiFi
GCA_963514085.1	3338	3326	12	10	6	156	48171	2023-09-29	Chelon labrosus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Mugiliformes	PacBio HiFi
GCF_017639745.1	3348	3334	14	2	4	135	1250792	2021-03-30	Melanotaenia boesemani	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Atheriniformes	PacBio CLR
GCA_933228915.1	3318	3309	9	20	16	137	446457	2022-03-23	Telmatherina bonti	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Atheriniformes	PacBio HiFi
GCA_027942865.1	3350	3342	8	3	1	116	219752	2023-01-24	Odontesthes bonariensis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Atheriniformes	PacBio HiFi
GCA_014839995.1	3316	3306	10	14	24	130	129108	2020-10-02	Xenentodon cancila	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Beloniformes	PacBio CLR
GCA_020510985.1	3342	3307	35	4	8	148	390368	2021-10-15	Pholidichthys leucotaenia	Actinopterygii	Actinopteri	Teleostei		Laurasiatheria	Perissodactyla	PacBio CLR
GCA_949357725.1	3268	3250	18	39	46	108	1484357	2023-04-08	Hyperoplus immaculatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Uranoscopiformes	PacBio HiFi
GCA_949987685.1	3305	3286	19	22	26	119	146480	2023-05-03	Ammodytes marinus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Uranoscopiformes	PacBio HiFi
GCA_902148845.1	3314	3107	207	12	28	253	181472	2019-07-03	Salarias fasciatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Blenniiformes	PacBio CLR
GCA_963422515.1	3283	3269	14	31	40	243	195075	2023-09-13	Blennius ocellaris	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Blenniiformes	PacBio HiFi
GCA_963383615.1	3341	3336	5	5	8	164	56720	2023-08-26	Lipophrys pholis	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Blenniiformes	PacBio HiFi
GCA_019677235.1	3340	3276	64	7	7	190	27706	2021-08-19	Micropterus salmoides	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Centrarchiformes	PacBio CLR
GCA_009762535.1	3228	3216	12	32	94	199	1203425	2019-12-18	Notolabrus celidotus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Labriformes	PacBio CLR
GCA_020745685.1	3340	3329	11	5	9	167	34787	2021-11-05	Tautogolabrus adspersus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Labriformes	PacBio CLR
GCA_963584025.1	3347	3337	10	2	5	126	508554	2023-11-05	Labrus mixtus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Labriformes	PacBio HiFi
GCA_947650265.1	3278	3268	10	30	46	164	171736	2022-12-21	Symphodus melops	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Labriformes	PacBio HiFi
GCA_963930695.1	3327	3315	12	11	16	163	56723	2024-01-31	Labrus bergylta	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Labriformes	PacBio HiFi
GCA_900634415.1	3116	3077	39	51	187	309	56716	2019-02-06	Cottoperca gobio	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	PacBio CLR
GCA_904848185.1	3353	3345	8	1	0	111	8177	2020-10-12	Acanthopagrus latus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Spariformes	PacBio CLR
GCA_910591455.2	3340	3332	8	5	9	130	56726	2021-11-18	Pholis gunnellus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	PacBio HiFi
GCA_028022725.1	3325	3301	24	11	18	145	1772091	2023-01-31	Lycodopsis pacificus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	PacBio HiFi
GCA_949748355.1	3325	3289	36	11	18	142	1091424	2023-04-08	Melanostigma gelatinosum	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	PacBio HiFi
GCA_949606895.1	3202	3190	12	75	77	200	101497	2023-04-08	Notothenia rossii	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	PacBio HiFi
GCA_963514095.1	3344	3337	7	6	4	163	426098	2023-09-29	Eutrigla gurnardus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	PacBio HiFi
GCA_017976325.1	3352	3340	12	2	0	132	109905	2021-04-15	Chelmon rostratus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Chaetodontiformes	PacBio CLR
GCA_039877785.1	3349	3339	10	3	2	107	109706	2024-05-29	Chaetodon trifascialis	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Chaetodontiformes	PacBio HiFi
GCA_900880675.2	3330	3305	25	8	16	134	8175	2021-04-24	Sparus aurata	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Spariformes	PacBio CLR
GCA_013358685.1	3313	3284	29	15	26	143	882753	2020-06-18	Antennarius maculatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Lophiiformes	PacBio CLR
GCA_901000725.3	3297	3168	129	15	42	240	31033	2021-04-24	Takifugu rubripes	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Tetraodontiformes	PacBio CLR
GCA_042242105.1	3353	3326	27	1	0	113	3127111	2024-09-25	Pempheris klunzingeri	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Acropomatiformes	PacBio HiFi
GCA_902148855.1	3332	3226	106	12	10	223	375764	2019-07-03	Sphaeramia orbicularis	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Kurtiformes	PacBio CLR
GCA_900634775.2	3283	3209	74	16	55	218	441366	2020-07-31	Gouania willdenowi	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Blenniiformes	PacBio CLR
GCA_963691815.1	3342	3328	14	5	7	137	94984	2023-12-07	Echiichthys vipera	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	PacBio HiFi
GCA_009769545.1	3294	3275	19	13	47	229	8103	2019-12-23	Cyclopterus lumpus	Actinopterygii	Actinopteri	Teleostei		Laurasiatheria	Chiroptera	PacBio CLR
GCA_015220745.1	3312	3292	20	8	34	154	72105	2020-11-03	Sebastes umbrosus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	PacBio CLR
GCA_043250625.1	3335	3324	11	13	6	120	394691	2024-10-17	Sebastes fasciatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	PacBio HiFi
GCA_910589615.1	3337	3325	12	8	9	152	61643	2021-07-07	Taurulus bubalis	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	PacBio HiFi
GCA_949316345.1	3334	3321	13	10	10	153	134920	2023-04-08	Pungitius pungitius	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	PacBio HiFi
GCA_035084275.1	2950	2926	24	50	354	135	7873	2024-01-05	Hydrolagus colliei		Chondrichthyes		Holocephali		Chimaeriformes	PacBio HiFi
GCA_036365525.1	3274	3241	33	28	52	67	7792	2024-02-06	Heterodontus francisci		Chondrichthyes	Selachii	Elasmobranchii	Heterodontoidea	Heterodontiformes	PacBio HiFi
GCA_020745735.1	3292	3273	19	19	43	60	170820	2021-11-05	Hemiscyllium ocellatum		Chondrichthyes	Selachii	Elasmobranchii	Galeoidea	Orectolobiformes	PacBio CLR
GCA_030684315.1	3227	3207	20	32	95	62	3053191	2023-08-08	Stegostoma tigrinum		Chondrichthyes	Selachii	Elasmobranchii	Galeoidea	Chiroptera	PacBio HiFi
GCA_017639515.1	3289	3271	18	31	34	60	13397	2021-03-30	Carcharodon carcharias		Chondrichthyes	Selachii	Elasmobranchii	Galeoidea	Lamniformes	PacBio CLR
GCA_964194155.1	3268	3241	27	52	34	62	57982	2024-06-28	Cetorhinus maximus		Chondrichthyes	Selachii	Elasmobranchii	Galeoidea	Lamniformes	PacBio HiFi
GCA_902713615.2	3202	3164	38	45	107	145	7830	2021-01-28	Scyliorhinus canicula		Chondrichthyes	Selachii	Elasmobranchii	Galeoidea	Carcharhiniformes	PacBio CLR
GCA_964213995.1	3245	3222	23	56	53	71	112232	2024-08-22	Mustelus asterias		Chondrichthyes	Selachii	Elasmobranchii	Galeoidea	Carcharhiniformes	PacBio HiFi
GCA_035084215.1	3228	3197	31	50	75	82	212740	2024-01-05	Heptranchias perlo		Chondrichthyes	Selachii	Elasmobranchii		Hexanchiformes	PacBio HiFi
GCA_036971175.1	3181	3150	31	41	132	96	1343680	2024-03-06	Mustela lutreola	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	PacBio HiFi
GCA_010909765.2	3189	3163	26	40	125	112	386614	2020-02-21	Amblyraja radiata		Chondrichthyes		Elasmobranchii	Batoidea	Rajiformes	PacBio CLR
GCA_963514005.1	3201	3183	18	47	106	109	223862	2023-09-28	Raja brachyura		Chondrichthyes		Elasmobranchii	Batoidea	Rajiformes	PacBio HiFi
GCA_009764475.2	3250	3231	19	23	81	214	685728	2019-12-19	Pristis pectinata		Chondrichthyes		Elasmobranchii	Batoidea	Rhinopristiformes	PacBio CLR
GCA_030144855.1	3268	3241	27	27	59	74	79690	2023-06-05	Hypanus sabinus		Chondrichthyes		Elasmobranchii	Batoidea	Myliobatiformes	PacBio HiFi
GCA_030028105.1	3272	3242	30	24	58	65	1983395	2023-05-22	Mobula birostris		Chondrichthyes		Elasmobranchii	Batoidea	Myliobatiformes	PacBio HiFi
GCA_037176945.1	3343	3332	11	5	6	59	7897	2024-03-18	Latimeria chalumnae	Sarcopterygii					Coelacanthiformes	PacBio HiFi
GCA_010993605.1	2589	2540	49	107	658	213	7757	2020-02-24	Petromyzon marinus		Hyperoartia				Petromyzontiformes	PacBio CLR
GCA_964198595.1	2566	2516	50	129	658	210	7748	2024-07-13	Lampetra fluviatilis		Hyperoartia				Petromyzontiformes	PacBio HiFi
GCA_019207075.1	2424	2388	36	90	840	131	2700040	2021-07-13	Branchiostoma floridae x Branchiostoma belcheri		Leptocardii				Amphioxiformes	missing
GCA_015852565.1	2413	2375	38	95	846	136	2700039	2020-12-09	Branchiostoma floridae x Branchiostoma japonicum		Leptocardii				Amphioxiformes	missing
GCA_035083965.1	2423	2385	38	82	849	125	7740	2024-01-05	Branchiostoma lanceolatum		Leptocardii				Amphioxiformes	PacBio HiFi
GCA_902459465.3	2170	2147	23	103	1081	83	7604	2020-02-12	Asterias rubens	Asterozoa	Asteroidea			Forcipulatacea	Forcipulatida	PacBio CLR
GCA_040954625.1	2361	2314	47	73	920	118	3154068	2024-08-01	Saccoglossus sp. HW-2024a		Enteropneusta					PacBio HiFi
GCA_918807975.1	1675	1600	75	108	1571	89	2771288	2021-11-19	Aplidium turbinatum		Ascidiacea				Aplousobranchia	PacBio HiFi
GCA_963082875.1	1650	1636	14	117	1587	109	431183	2023-08-09	Corella eumyota		Ascidiacea				Phlebobranchia	PacBio HiFi
GCA_947623445.1	1697	1676	21	118	1539	112	159417	2022-12-19	Clavelina lepadiformis		Ascidiacea				Aplousobranchia	PacBio HiFi
GCA_963924565.1	1669	1650	19	118	1567	100	201961	2024-01-29	Ascidiella aspersa		Ascidiacea				Phlebobranchia	PacBio HiFi
GCA_964204865.1	1774	1755	19	126	1454	70	7725	2024-07-27	Styela clava		Ascidiacea				Stolidobranchia	PacBio HiFi
GCA_947561715.1	1686	1666	20	117	1551	171	38561	2022-12-11	Ascidia mentula		Ascidiacea				Phlebobranchia	PacBio HiFi
