Accession	Tax_ID	Submission_Date	Number_Contigs	Contig_N50	Contig_N90	Assembly_Size	Species_name	Super_class	Class	Infra_class	Sub_class	Super_order	Order	Sequencing_type
GCA_018904545.1	662061	2021-06-16	42792	82163	14554	1006668213	Motacilla tschutschensis	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_019023105.1	547948	2021-06-24	1570	7273401	355220	1079388738	Diglossa brunneiventris	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_019232035.1	48397	2021-07-15	16145	156610	33319	1103639291	Cygnus buccinator	Sarcopterygii	Aves	Neognathae		Galloanserae	Anseriformes	missing
GCA_019593555.1	9097	2021-08-13	21806	112545	26727	999954804	Crossoptilon mantchuricum	Sarcopterygii	Aves	Neognathae		Galloanserae	Galliformes	missing
GCA_020086605.1	56324	2021-09-21	60072	102405	9069	1147301972	Lanius collurio	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_020466415.1	2860302	2021-10-13	61876	68851	7217	901471304	Ammodramus savannarum pratensis	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_020745705.1	243314	2021-11-05	364	20531774	3188086	1154638596	Hemiprocne comata	Sarcopterygii	Aves	Neognathae			Apodiformes	PacBio CLR
GCA_020745775.1	1118847	2021-11-05	192	37098842	8697371	1201104556	Theristicus caerulescens	Sarcopterygii	Aves	Neognathae			Pelecaniformes	PacBio CLR
GCA_020746105.1	297711	2021-11-05	435	16237294	3148609	1155478760	Trogon surrucura	Sarcopterygii	Aves	Neognathae			Trogoniformes	PacBio CLR
GCA_020800305.1	439704	2021-11-08	501	13461271	1797143	1264978104	Porphyrio hochstetteri	Sarcopterygii	Aves	Neognathae			Gruiformes	PacBio HiFi
GCA_020917445.1	88110	2021-11-22	56299	43283	9812	1003292165	Riparia riparia	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_021164005.1	1676003	2021-12-10	45172	132574	14653	1086473285	Willisornis vidua nigrigula	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_021292215.1	9046	2021-12-27	1561	6360312	643154	1014407805	Lophura nycthemera	Sarcopterygii	Aves	Neognathae		Galloanserae	Galliformes	missing
GCA_021398385.1	36248	2022-01-10	961	3972749	1002786	1190689946	Gyps himalayensis	Sarcopterygii	Aves	Neognathae			Accipitriformes	PacBio CLR
GCA_021437185.1	159579	2022-01-11	67726	35283	7540	997294947	Catharus minimus	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_021437205.1	159580	2022-01-11	91002	24235	4938	990774549	Catharus bicknelli	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_021513735.1	9049	2022-01-19	1198	6188159	1119826	1043648945	Pavo cristatus	Sarcopterygii	Aves	Neognathae		Galloanserae	Galliformes	PacBio CLR
GCA_021534815.1	39621	2022-01-20	4108	6141892	289611	1188245980	Acrocephalus arundinaceus	Sarcopterygii	Aves	Neognathae			Passeriformes	PacBio CLR
GCA_021963965.1	198938	2022-02-04	1539	8253817	323144	1401798777	Artemisiospiza belli	Sarcopterygii	Aves	Neognathae			Passeriformes	PacBio HiFi
GCA_022316685.1	519845	2022-02-17	3361	3084734	99475	1165905362	Progne subis subis	Sarcopterygii	Aves	Neognathae			Passeriformes	PacBio CLR
GCA_022441285.1	2944898	2022-03-02	44803	102588	13892	1056669284	Acrocephalus kingi	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_022605575.1	650015	2022-03-17	964	7445194	803017	1391373953	Laterallus jamaicensis coturniculus	Sarcopterygii	Aves	Neognathae			Gruiformes	PacBio HiFi
GCA_022605955.1	156759	2022-03-17	1299	11906378	480073	1395578322	Rallus limicola	Sarcopterygii	Aves	Neognathae			Gruiformes	PacBio HiFi
GCA_023055355.1	9191	2022-04-19	311	22601135	3216427	1157598756	Agelaius tricolor	Sarcopterygii	Aves	Neognathae			Passeriformes	PacBio HiFi
GCA_023055505.1	2893758	2022-05-05	608	5506990	883393	1085319022	Callipepla californica brunnescens	Sarcopterygii	Aves	Neognathae		Galloanserae	Galliformes	PacBio HiFi
GCA_023079485.1	190676	2022-04-22	1865	12033856	1262192	1100442216	Archilochus colubris	Sarcopterygii	Aves	Neognathae			Apodiformes	Oxford Nanopore
GCA_023333565.1	48681	2022-05-11	4252	2082814	306458	1218511095	Puffinus mauretanicus	Sarcopterygii	Aves	Neognathae			Procellariiformes	Oxford Nanopore
GCA_023375905.1	8901	2022-05-16	46536	58550	12580	1116927697	Nycticorax nycticorax	Sarcopterygii	Aves	Neognathae			Pelecaniformes	missing
GCA_023637945.1	46513	2022-06-01	211	35194150	5326539	1016303327	Phaethornis superciliosus	Sarcopterygii	Aves	Neognathae			Apodiformes	PacBio CLR
GCA_023644505.1	209618	2022-06-02	31625	165784	26875	1060655905	Empidonax alnorum	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_024222105.1	261198	2022-07-12	434726	4959	1277	1137815888	Accipiter cooperii	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_024320895.1	867390	2022-07-18	190656	16569	3801	1086070259	Psittacara holochlorus	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_024320935.1	178884	2022-07-18	373191	10138	1617	1139380958	Eupsittula cactorum	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_024331605.1	178893	2022-07-19	194737	21727	4832	1117337527	Primolius couloni	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_024331625.1	178885	2022-07-19	157369	19070	4680	1092375145	Psittacara leucophthalmus	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_024331645.1	190152	2022-07-19	396010	6096	1265	1058997711	Poicephalus robustus	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_024331665.1	151759	2022-07-20	897679	4592	304	1208591360	Amazona autumnalis	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_024336845.1	51902	2022-07-20	74381	26502	7060	1088111904	Cyanopsitta spixii	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_024336885.1	1651254	2022-07-20	112099	26253	4995	1137123059	Actenoides hombroni	Sarcopterygii	Aves	Neognathae			Coraciiformes	missing
GCA_024337085.1	178888	2022-07-20	233560	20927	4224	1132299787	Diopsittaca nobilis	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_024361725.1	303305	2022-07-20	599841	3255	808	1046992318	Pionus maximiliani	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_024361745.1	141836	2022-07-21	483242	16169	1120	1181764273	Cacatua alba	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_024361765.2	867391	2023-06-01	507532	19026	857	1221178778	Psittacara wagleri	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_024362935.1	123631	2022-07-22	971	6807045	976702	1222356672	Setophaga petechia	Sarcopterygii	Aves	Neognathae			Passeriformes	PacBio HiFi
GCA_024363025.1	986101	2022-07-21	304666	8826	1659	1038622797	Callocephalon fimbriatum	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_024363045.1	1230190	2022-07-21	186916	23694	5251	1121303545	Aratinga maculata	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_024363065.2	311883	2023-06-01	304617	24670	4033	1155164244	Pyrrhura roseifrons	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_024363085.1	1549147	2022-07-21	209103	12939	2805	1058798082	Eos semilarvata	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_024363155.1	193005	2022-07-21	161206	27965	6956	1193853177	Aquila nipalensis	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_024363185.1	2868207	2022-07-21	328012	10445	1993	1194766526	Accipiter hiogaster	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_024430995.1	100819	2022-07-25	18573	107537	29755	1134303832	Falco tinnunculus	Sarcopterygii	Aves	Neognathae			Falconiformes	missing
GCA_024432695.1	491646	2022-07-25	16555	127856	34613	1153639382	Falco pelegrinoides	Sarcopterygii	Aves	Neognathae			Falconiformes	missing
GCA_024496005.1	311899	2022-07-30	217125	20376	4328	1124629185	Pyrrhura hoffmanni	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_024499975.1	170866	2022-08-01	176435	26765	4665	1147716982	Halcyon malimbica	Sarcopterygii	Aves	Neognathae			Coraciiformes	missing
GCA_024499995.1	2022865	2022-08-01	513572	19440	997	1217084277	Pyrrhura lucianii	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_024500445.1	266349	2022-08-01	1031	27441776	4111861	1076660361	Entomyzon cyanotis	Sarcopterygii	Aves	Neognathae			Passeriformes	Oxford Nanopore
GCA_024582635.1	1651851	2022-08-06	284843	27987	3767	1185581245	Todiramphus saurophagus	Sarcopterygii	Aves	Neognathae			Coraciiformes	missing
GCA_024605025.1	463374	2022-08-09	227935	23960	3806	1152541769	Megaceryle maxima	Sarcopterygii	Aves	Neognathae			Coraciiformes	missing
GCA_024606505.1	1848762	2022-08-09	73491	35298	12674	1752633775	Aquila spilogaster	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_024611155.1	85095	2022-08-10	270813	14138	2349	953791659	Corythornis cristatus	Sarcopterygii	Aves	Neognathae			Coraciiformes	missing
GCA_024611175.1	488310	2022-08-10	246250	25653	3549	1153650906	Megaceryle torquata	Sarcopterygii	Aves	Neognathae			Coraciiformes	missing
GCA_024611195.1	325326	2022-08-10	189274	22181	3385	928041000	Ceyx melanurus	Sarcopterygii	Aves	Neognathae			Coraciiformes	missing
GCA_024635365.1	8832	2022-08-16	49039	50173	11655	1070119933	Aix galericulata	Sarcopterygii	Aves	Neognathae		Galloanserae	Anseriformes	missing
GCA_024733675.1	309851	2022-08-22	204691	24698	5227	1109526215	Psilopsiagon aymara	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_024733695.1	178883	2022-08-22	182905	16926	4151	1093644942	Ara severus	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_024734035.1	228309	2022-08-22	283291	25226	2614	1060780553	Alethe castanea	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_024734555.1	520170	2022-08-23	47557	95329	13740	1082799734	Trochalopteron elliotii	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_024865655.1	160761	2022-09-02	4460	16287717	1224325	1141021394	Emberiza elegans	Sarcopterygii	Aves	Neognathae			Passeriformes	Oxford Nanopore
GCA_025308975.1	518696	2022-09-20	93470	29492	6707	1183962525	Accipiter rufiventris	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_025308995.1	223443	2022-09-20	291658	6228	1903	1165513251	Buteo ventralis	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_025309315.1	387834	2022-09-20	260265	7143	1933	1123156801	Melierax canorus	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_025309335.1	8959	2022-09-20	134834	15075	4227	1157432980	Aegypius monachus	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_025309795.1	387812	2022-09-20	84295	32058	7928	1179489597	Butastur rufipennis	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_025310135.1	218281	2022-09-20	70594	39958	9540	1182931073	Buteo platypterus	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_025310495.1	387842	2022-09-20	74905	36374	8613	1179121408	Harpagus bidentatus	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_025310515.1	223473	2022-09-20	116998	28873	5403	1188985039	Buteo albonotatus	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_025310935.1	258817	2022-09-20	223158	9607	2344	1168419213	Henicopernis longicauda	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_025311575.1	192873	2022-09-20	124577	17700	4711	1157447546	Elanoides forficatus	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_025311615.1	223492	2022-09-20	418563	1217	611	460251986	Parabuteo unicinctus	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_025331215.1	342376	2022-09-20	211170	29688	4331	1146147839	Actenoides lindsayi	Sarcopterygii	Aves	Neognathae			Coraciiformes	missing
GCA_025345505.1	1651259	2022-09-21	32125	148777	25838	1193251798	Todiramphus chloris collaris	Sarcopterygii	Aves	Neognathae			Coraciiformes	missing
GCA_025434525.1	925988	2022-09-27	49253	51274	10304	989395205	Malurus alboscapulatus	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_025435035.1	345744	2022-09-27	116468	32521	5947	1212298193	Cryptoleucopteryx plumbea	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_025435075.1	223475	2022-09-27	100582	41189	8506	1214081015	Buteo lineatus	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_025447755.1	2231443	2022-09-27	185881	18661	3411	951149830	Corythornis vintsioides	Sarcopterygii	Aves	Neognathae			Coraciiformes	missing
GCA_025447775.1	2231426	2022-09-27	238981	12425	2176	938448744	Ceyx margarethae	Sarcopterygii	Aves	Neognathae			Coraciiformes	missing
GCA_025447895.1	1356036	2022-09-27	502373	3378	977	1106279417	Butastur liventer	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_025447915.1	274059	2022-09-27	101344	21703	5256	1073025250	Trichoglossus euteles	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_025447935.1	309859	2022-09-27	325964	4703	1348	1005864192	Barnardius zonarius	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_025447955.1	555338	2022-09-27	95346	23411	6084	1083219695	Psilopsiagon aurifrons	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_025448015.1	211877	2022-09-27	183393	13663	2534	1079426161	Bolborhynchus lineola	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_025448035.1	136504	2022-09-27	136171	32316	5035	1121080507	Cacatua moluccensis	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_025448055.1	345186	2022-09-27	161453	11516	3205	1079618251	Pionites leucogaster	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_025448095.1	176045	2022-09-27	153030	13420	3354	1069763980	Poicephalus senegalus	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_025448115.1	387845	2022-09-27	208909	24329	2914	1247352174	Micronisus gabar	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_025448135.1	321120	2022-09-27	602974	2278	825	1043467011	Haliaeetus ichthyaetus	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_025448155.1	141834	2022-09-27	303653	36355	4562	1132982908	Cacatua ducorpsii	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_025448235.2	2868390	2023-09-20	797257	5480	432	1285775075	Buteogallus gundlachii	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_025504685.1	589916	2022-10-03	29428	124542	18692	1018543106	Leucosticte australis	Sarcopterygii	Aves	Neognathae			Passeriformes	PacBio HiFi
GCA_025504725.1	43465	2022-09-30	78109	32391	8606	1170540034	Circaetus gallicus	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_025504875.1	387825	2022-09-30	641559	1291	646	740934715	Circus macrourus	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_025583725.1	8846	2022-10-06	1429	5739385	477628	1129361036	Anser indicus	Sarcopterygii	Aves	Neognathae		Galloanserae	Anseriformes	missing
GCA_025584955.1	197521	2022-10-05	272016	21210	2729	1055587614	Alethe diademata	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_025629865.1	309862	2022-10-08	175253	10965	2927	1081840357	Cyanoliseus patagonus	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_025629885.1	471714	2022-10-08	118380	16070	4208	1059827558	Lorius chlorocercus	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_025629905.1	274062	2022-10-08	224980	13202	2254	1121896038	Lorius lory	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_025629925.1	504068	2022-10-08	148141	15864	3400	1074530437	Platycercus adscitus	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_025629965.1	114435	2022-10-08	132638	17770	4014	1084295118	Cyanoramphus novaezelandiae	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_025629985.1	1743360	2022-10-08	151836	29097	2846	1068676773	Chamaetylas fuelleborni	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_025630005.1	453957	2022-10-08	262269	32999	1266	1295075012	Falco fasciinucha	Sarcopterygii	Aves	Neognathae			Falconiformes	missing
GCA_025630025.2	114734	2023-05-25	505401	3200	930	1093732559	Gallinago media	Sarcopterygii	Aves	Neognathae			Charadriiformes	missing
GCA_025727635.1	115122	2022-10-17	80397	35871	8135	1182298380	Buteo hemilasius	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_025727695.1	52778	2022-10-17	117061	18245	5024	1169874830	Ciconia stormi	Sarcopterygii	Aves	Neognathae			Ciconiiformes	missing
GCA_025727715.1	36247	2022-10-17	86216	31926	7942	1193283942	Gyps fulvus	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_025727755.1	387806	2022-10-17	86103	29764	7406	1167851743	Accipiter soloensis	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_025727795.1	223496	2022-10-17	103312	26235	5400	1155317225	Buteogallus meridionalis	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_025727815.1	115229	2022-10-17	96999	29673	6260	1169968963	Buteo lagopus	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_025727835.1	1458047	2022-10-17	67337	39256	10545	1170095216	Megatriorchis doriae	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_025727875.1	1620238	2022-10-17	529403	2308	907	957957330	Circus maillardi	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_025727895.1	387835	2022-10-17	544552	2303	929	993093368	Melierax metabates	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_025727915.1	427539	2022-10-17	167918	13966	3097	1159653586	Macheiramphus alcinus	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_025727955.1	148593	2022-10-17	84972	33844	7120	1165735722	Falco cenchroides	Sarcopterygii	Aves	Neognathae			Falconiformes	missing
GCA_025727975.1	70275	2022-10-17	74387	38032	9161	1188111752	Hieraaetus pennatus	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_025728005.1	387810	2022-10-17	63306	40487	10937	1162339888	Accipiter virgatus	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_025728025.1	321089	2022-10-17	413849	4066	1223	1092901452	Pithecophaga jefferyi	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_025728075.1	555258	2022-10-17	165803	15448	3080	1115865364	Gallinago paraguaiae	Sarcopterygii	Aves	Neognathae			Charadriiformes	missing
GCA_025740775.1	52645	2022-10-18	89415	30508	7066	1172207992	Haliaeetus leucogaster	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_025762695.1	325341	2022-10-19	92628	21582	4610	909114769	Merops pusillus	Sarcopterygii	Aves	Neognathae			Coraciiformes	missing
GCA_025769955.1	298831	2022-10-20	77246	42341	7080	1041840733	Setophaga kirtlandii	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_025769975.1	2774350	2022-10-20	60215	48049	9805	1113576436	Gallinago jamesoni	Sarcopterygii	Aves	Neognathae			Charadriiformes	missing
GCA_025774025.1	171277	2022-10-20	123400	21733	3872	1122587115	Xenus cinereus	Sarcopterygii	Aves	Neognathae			Charadriiformes	missing
GCA_025802055.1	34924	2022-10-23	73177	43520	8877	1049371639	Pica pica	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_025802315.1	252783	2022-10-23	189479	33330	3210	1281746012	Hieraaetus ayresii	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_025802355.1	2231442	2022-10-23	190483	13325	2221	969312023	Corythornis madagascariensis	Sarcopterygii	Aves	Neognathae			Coraciiformes	missing
GCA_025802415.1	345749	2022-10-23	943924	280	239	289940169	Pseudastur occidentalis	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_025802475.2	258803	2023-06-07	953235	282	235	302374676	Pernis celebensis	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_025920805.1	228564	2022-10-31	50040	79653	11126	1019341866	Petroica traversi	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_025960845.1	72873	2022-11-02	71820	58357	8559	1137608457	Tachycineta bicolor	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_026109245.1	307441	2022-11-09	283779	7909	1842	1166754767	Nisaetus alboniger	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_026122665.1	1381581	2022-11-10	120198	25178	4485	1109229764	Gallinago hardwickii	Sarcopterygii	Aves	Neognathae			Charadriiformes	missing
GCA_026122685.1	670344	2022-11-10	243244	10785	1854	1118263936	Gallinago megala	Sarcopterygii	Aves	Neognathae			Charadriiformes	missing
GCA_026153235.1	345746	2022-11-12	174171	11506	3294	1160403750	Morphnarchus princeps	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_026167965.1	114083	2022-11-14	575	7854909	1180092	1162942653	Cyanocitta stelleri	Sarcopterygii	Aves	Neognathae			Passeriformes	PacBio HiFi
GCA_026212715.1	387829	2022-11-16	79829	28851	7904	1155804792	Elanus axillaris	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_026212835.1	223485	2022-11-16	303952	6057	1606	1124691529	Geranoaetus albicaudatus	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_026212995.1	321094	2022-11-16	55391	45191	12466	1167236255	Leucopternis kuhli	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_026213055.1	321095	2022-11-16	400300	3293	1196	984343252	Leucopternis melanops	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_026213075.1	252796	2022-11-16	102163	26398	5495	1176543125	Spizaetus ornatus	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_026259535.1	115134	2022-11-21	64361	43419	11350	1167893271	Buteo rufinus	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_026259555.1	182944	2022-11-21	523847	1437	658	657343747	Protonotaria citrea	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_026261815.1	1780129	2022-11-21	922	18573903	1852966	1077789125	Monarcha castaneiventris obscurior	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_026283615.1	244084	2022-11-22	119306	17493	4681	1086703633	Amazona vinacea	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_026283635.1	176014	2022-11-22	709125	1800	696	991755613	Ara macao	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_026283665.1	241562	2022-11-22	424790	9915	1389	1126419428	Amazona leucocephala	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_026283705.1	867386	2022-11-22	227658	16771	2960	1122346481	Psittacara chloropterus	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_026283745.1	51898	2022-11-22	408722	6689	1288	1092444622	Eupsittula aurea	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_026283765.1	176047	2022-11-22	177754	17292	3275	1084793341	Psephotus haematonotus	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_026283785.1	176022	2022-11-22	575368	16822	464	1181194827	Coracopsis vasa	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_026283805.1	136503	2022-11-22	225798	18349	3140	1125165170	Psittacara mitratus	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_026283825.1	523728	2022-11-22	336148	9150	1888	1108085604	Poicephalus rufiventris	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_026283845.1	178894	2022-11-22	353307	7448	1572	1096202237	Primolius maracana	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_026283865.1	281916	2022-11-22	438377	5466	1186	1060133157	Poicephalus meyeri	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_026283885.1	241588	2022-11-22	372793	25953	2636	1158879461	Poicephalus gulielmi	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_026283905.1	232645	2022-11-22	347232	6663	1627	1077228581	Psittacula cyanocephala	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_026284485.1	231027	2022-11-22	301798	20648	2604	1144619628	Aratinga jandaya	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_026284505.1	51904	2022-11-22	328368	20115	3093	1165958011	Deroptyus accipitrinus	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_026284525.1	311898	2022-11-22	384121	20940	2541	1174915371	Pyrrhura melanura	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_026284545.1	51910	2022-11-22	287765	16399	3020	1135823643	Pyrrhura picta	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_026284565.1	311892	2022-11-22	261769	20635	3218	1136701851	Pyrrhura orcesi	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_026284585.2	311894	2023-06-01	215007	19321	3326	1111750685	Pyrrhura albipectus	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_026284605.1	1118838	2022-11-22	194003	22817	4225	1126422478	Pyrrhura egregia	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_026284625.1	467031	2022-11-22	190673	19806	4523	1115424363	Ara ambiguus	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_026284665.2	51908	2023-09-20	158715	14251	3567	1086719195	Aratinga nenday	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_026284685.1	867384	2022-11-22	201415	19255	3854	1127301085	Aratinga auricapillus	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_026284705.1	311887	2022-11-22	305975	20146	2949	1157306325	Pyrrhura amazonum	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_026284725.1	752200	2022-11-22	355515	12731	2321	1149280431	Eupsittula canicularis	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_026284745.2	178892	2023-06-01	682708	16887	378	1283498080	Primolius auricollis	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_026284765.1	211510	2022-11-22	279446	17862	3075	1147875338	Thectocercus acuticaudatus	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_026284785.1	638628	2022-11-22	259995	23239	4109	1153768710	Eupsittula nana	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_026284805.1	309841	2022-11-22	212031	17040	3432	1119474698	Rhynchopsitta pachyrhyncha	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_026284825.2	2338438	2023-06-01	215007	19321	3326	1111750685	Pyrrhura hoematotis	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_026284845.1	178890	2022-11-22	256683	8132	2222	1077656721	Orthopsittaca manilatus	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_026284865.1	1107398	2022-11-22	1509833	1433	258	1106848266	Eos histrio	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_026413205.1	2918857	2022-11-27	106094	20872	4791	1087408423	Pyrrhura chapmani	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
