Accession	Complete_compleasm	Single_compleasm	Duplicated_compleasm	Fragmented_compleasm	Missing_compleasm	Frameshift_compleasm	Tax_ID	Submission_Date	Species_name	Super_class	Class	Infra_class	Sub_class	Super_order	Order	Sequencing_type	Submitter
GCA_009660295.1	3099	3089	10	205	45	121	8074	2019-11-13	Lophius piscatorius	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Lophiiformes	Illumina	Nord university
GCA_033118015.1	1089	1081	8	1462	770	141	1748001	2023-10-30	Loricariichthys derbyi	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	Illumina	Iridian Genomes
GCA_026745465.1	3302	3276	26	18	34	184	69944	2022-12-08	Lota lota	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gadiformes	missing	Zhejiang Ocean University
GCA_014773175.1	3116	3109	7	196	42	206	670423	2020-09-28	Lucifuga dentata	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Ophidiiformes	Illumina	EGCE - CNRS Gif-sur-Yvette
GCA_029874325.1	531	457	74	1630	1127	52	41246	2023-04-26	Luciobarbus bocagei	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	Illumina	Faculty of Sciences from the University of Lisbon
GCA_029874815.1	569	483	86	1699	1026	56	1483055	2023-04-26	Luciobarbus comizo	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	Illumina	Faculty of Sciences from the University of Lisbon
GCA_034769285.1	3286	3279	7	4	64	753	211834	2023-12-29	Lutjanus argentimaculatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Lutjaniformes	Illumina	ICAR - Central Institute of Brackishwater Aquaculture
GCA_027495735.1	2614	2574	40	612	117	111	40505	2022-12-29	Lutjanus campechanus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Lutjaniformes	Illumina	Texas A&M-Corpus Christi
GCA_020091685.1	3332	3324	8	17	4	157	211835	2021-09-23	Lutjanus erythropterus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Lutjaniformes	missing	Guangdong Ocean University
GCA_028022725.1	3325	3301	24	11	18	145	1772091	2023-01-31	Lycodopsis pacificus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	PacBio HiFi	Vertebrate Genomes Project
GCA_011763505.2	1596	1549	47	1198	540	323	314003	2023-02-16	Lythrypnus dalli	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gobiiformes	Illumina	IRIDIAN GENOMES
GCA_036024715.1	1746	1734	12	1263	319	74	135760	2024-01-25	Maccullochella macquariensis	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Centrarchiformes	Illumina	CSIRO Applied Genomics Initiative
GCA_002120245.1	3130	3122	8	185	38	113	135761	2017-05-09	Maccullochella peelii	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Centrarchiformes	Illumina	Monash University Malaysia
GCA_008360985.2	3249	3244	5	90	14	114	135764	2019-09-09	Macquaria ambigua	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Centrarchiformes	Oxford Nanopore	Deakin University
GCA_005408345.1	3304	3289	15	39	10	105	135765	2019-05-16	Macquaria australasica	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Centrarchiformes	Oxford Nanopore	Deakin University
GCA_030770545.1	3346	3319	27	4	4	151	158451	2023-08-21	Macropodus opercularis	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Anabantiformes	PacBio HiFi	National Human Genome Research Institute
GCA_901007825.1	2991	2975	16	279	81	126	206124	2020-04-15	Macroramphosus scolopax	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Syngnathiformes	missing	CEES
GCA_900312585.1	1447	1440	7	1135	736	99	630739	2018-03-18	Malacocephalus occidentalis	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gadiformes	missing	CEES
GCA_032164315.1	3129	3122	7	177	43	239	2887288	2023-09-28	Malacoctenus gilli	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Blenniiformes	Illumina	Iridian Genomes
GCA_032274765.1	2784	2775	9	440	124	317	879509	2023-10-02	Malacoctenus tetranemus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Blenniiformes	Illumina	Iridian Genomes
GCA_032274725.1	2526	2514	12	601	210	341	152543	2023-10-02	Malacoctenus triangulatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Blenniiformes	Illumina	Iridian Genomes
GCA_903064625.1	3217	3109	108	61	76	699	30960	2020-05-18	Mallotus villosus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Osmeriformes	missing	CEES
GCA_026779145.1	3278	3204	74	51	23	163	1348302	2022-12-09	Marcusenius schilthuisiae	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Osteoglossiformes	Illumina	IRIDIAN GENOMES
GCA_026774385.1	3295	3217	78	38	20	155	91711	2022-12-09	Marcusenius ussheri	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Osteoglossiformes	Illumina	IRIDIAN GENOMES
GCF_900324485.2	3327	3313	14	4	23	132	205130	2019-03-16	Mastacembelus armatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Synbranchiformes	missing	SC
GCA_900324485.3	3327	3313	14	4	23	132	205130	2021-04-24	Mastacembelus armatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Synbranchiformes	PacBio CLR	Wellcome Sanger Institute
GCA_029822895.1	2386	2368	18	731	225	148	274691	2023-04-18	Maxillicosta whitleyi	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	Illumina	Iridian Genomes
GCF_000238955.4	3342	3256	86	8	4	152	106582	2018-04-10	Maylandia zebra	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	PacBio CLR	Broad Institute
GCA_000150855.1	17	17	0	296	3038	22	35575	2008-07-09	Mchenga conophoros	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	missing	Cichlid Genome Consortium
GCA_030578275.1	3325	3307	18	8	21	144	67549	2023-08-08	Meda fulgida	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	PacBio CLR	UC Berkeley
GCA_021613375.1	3316	3298	18	11	27	91	327003	2022-01-31	Megaleporinus macrocephalus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Characiformes	PacBio CLR	Sao Paulo State University
GCF_018812025.1	3332	3301	31	17	5	207	75352	2021-06-09	Megalobrama amblycephala	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	PacBio RSII	Huazhong Agricultural University
GCA_019176425.1	3328	3066	262	1	25	222	7932	2021-07-09	Megalops atlanticus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Elopiformes	Oxford Nanopore	GenoFish
GCF_013368585.1	3343	3092	251	0	11	94	118141	2020-06-23	Megalops cyprinoides	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Elopiformes	PacBio CLR	Vertebrate Genomes Project
GCA_000150895.1	10	10	0	314	3027	23	27751	2008-07-09	Melanochromis auratus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	missing	Cichlid Genome Consortium
GCA_900291075.1	3227	3198	29	64	63	541	8056	2018-03-19	Melanogrammus aeglefinus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gadiformes	missing	CEES
GCA_900302345.1	1745	1738	7	1020	567	136	181410	2018-03-19	Melanonus zugmayeri	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gadiformes	missing	CEES
GCA_044758275.1	3119	3115	4	177	56	212	1671883	2024-11-10	Melanorivulus atlanticus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Cyprinodontiformes	Illumina	Iridian Genomes
GCA_044474325.1	3015	3004	11	250	88	239	1671887	2024-11-05	Melanorivulus jalapensis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Cyprinodontiformes	Illumina	Iridian Genomes
GCA_043658355.1	3118	3111	7	181	53	220	3118902	2024-10-23	Melanorivulus parnaibensis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Cyprinodontiformes	Illumina	Iridian Genomes
GCA_949748355.1	3325	3289	36	11	18	142	1091424	2023-04-08	Melanostigma gelatinosum	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	PacBio HiFi	WELLCOME SANGER INSTITUTE
GCA_036919935.1	3297	3288	9	42	15	198	120850	2024-02-29	Melanotaenia affinis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Atheriniformes	Illumina	Iridian Genomes
GCA_037177175.1	3316	3308	8	29	8	145	588576	2024-03-15	Melanotaenia australis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Atheriniformes	Illumina	Iridian Genomes
GCF_017639745.1	3348	3334	14	2	4	135	1250792	2021-03-30	Melanotaenia boesemani	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Atheriniformes	PacBio CLR	Vertebrate Genomes Project
GCA_037177135.1	2757	2746	11	383	210	408	120804	2024-03-15	Melanotaenia caerulea	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Atheriniformes	Illumina	Iridian Genomes
GCA_037177155.1	3198	3191	7	115	40	201	120846	2024-03-15	Melanotaenia catherinae	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Atheriniformes	Illumina	Iridian Genomes
GCA_026261665.1	3334	3333	1	11	9	154	120843	2022-11-23	Melanotaenia duboulayi	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Atheriniformes	Illumina	Flinders University
GCA_037177195.1	2495	2481	14	415	444	396	120845	2024-03-15	Melanotaenia eachamensis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Atheriniformes	Illumina	Iridian Genomes
GCA_036025615.1	1280	1279	1	1537	502	80	120844	2024-01-25	Melanotaenia fluviatilis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Atheriniformes	Illumina	CSIRO Applied Genomics Initiative
GCA_041107655.1	2221	2217	4	624	507	509	120836	2024-08-08	Melanotaenia goldiei	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Atheriniformes	Illumina	Iridian Genomes
GCA_037177375.1	525	524	1	1164	1665	657	1250795	2024-03-15	Melanotaenia kokasensis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Atheriniformes	Illumina	Iridian Genomes
GCA_037177255.1	3320	3315	5	23	11	156	120832	2024-03-15	Melanotaenia maccullochi	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Atheriniformes	Illumina	Iridian Genomes
GCA_036919915.1	3091	3084	7	208	54	254	120837	2024-02-29	Melanotaenia monticola	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Atheriniformes	Illumina	Iridian Genomes
GCA_028567035.1	2856	2844	12	384	111	343	120835	2023-02-09	Melanotaenia mubiensis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Atheriniformes	Illumina	Iridian Genomes
GCA_037177435.1	3237	3230	7	92	23	183	120796	2024-03-15	Melanotaenia nigrans	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Atheriniformes	Illumina	Iridian Genomes
GCA_036919975.1	3308	3301	7	29	17	181	120830	2024-02-29	Melanotaenia parkinsoni	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Atheriniformes	Illumina	Iridian Genomes
GCA_036919955.1	3329	3324	5	16	9	144	120799	2024-02-29	Melanotaenia pygmaea	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Atheriniformes	Illumina	Iridian Genomes
GCA_037177455.1	762	4	758	1104	1485	487	33519	2024-03-15	Melanotaenia splendida	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Atheriniformes	Illumina	Iridian Genomes
GCA_037177355.1	3332	3324	8	16	6	152	39406	2024-03-15	Melanotaenia trifasciata	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Atheriniformes	Illumina	Iridian Genomes
GCA_037177475.1	282	2	280	1048	2021	401	1250812	2024-03-15	Melanotaenia vanheurni	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Atheriniformes	Illumina	Iridian Genomes
GCA_013363375.1	2799	2670	129	275	276	187	269057	2020-06-19	Menidia beryllina	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Atheriniformes	Illumina	University of California Davis
GCA_907169785.1	2949	2850	99	214	185	192	238744	2021-05-15	Menidia menidia	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Atheriniformes	missing	Cornell University
GCA_900323355.1	1323	1313	10	1204	793	85	8058	2018-03-26	Merlangius merlangus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gadiformes	missing	CEES
GCA_027123055.1	1845	1838	7	1023	473	444	79698	2022-12-20	Merluccius bilinearis	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gadiformes	Illumina	Iridian Genomes
GCA_900312945.1	1395	1390	5	1189	737	99	89947	2018-03-18	Merluccius capensis	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gadiformes	missing	CEES
GCA_027122755.1	2154	2148	6	811	376	396	89949	2022-12-20	Merluccius hubbsi	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gadiformes	Illumina	Iridian Genomes
GCA_964260605.1	3192	3100	92	41	121	179	8063	2024-09-06	Merluccius merluccius	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gadiformes	missing	Earth Biogenome Project Norway
GCA_027123235.1	2432	2423	9	608	308	314	89950	2022-12-20	Merluccius paradoxus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gadiformes	Illumina	Iridian Genomes
GCA_030340625.1	2620	2485	135	159	575	269	89951	2023-06-23	Merluccius polli	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gadiformes	Illumina	University of Oviedo
GCA_027122575.1	2203	2197	6	764	377	371	2705414	2022-12-20	Merluccius polylepis	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gadiformes	Illumina	Iridian Genomes
GCA_027122695.1	2465	2457	8	617	265	319	89952	2022-12-20	Merluccius productus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gadiformes	Illumina	Iridian Genomes
GCA_037974525.1	382	379	3	1301	1653	215	1042438	2024-04-05	Micralestes humilis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Characiformes	Illumina	Iridian Genomes
GCA_034509105.1	2943	2934	9	284	122	366	2563392	2023-12-21	Microcambeva barbata	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	Illumina	Iridian Genomes
GCA_034509265.1	2832	2825	7	331	188	302	3029100	2023-12-21	Microcambeva bendego	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	Illumina	Iridian Genomes
GCA_035222435.1	2492	2460	32	687	163	126	2696969	2024-01-08	Microcambeva ribeirae	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	Illumina	Iridian Genomes
GCA_044758565.1	2491	2314	177	673	180	135	3118903	2024-11-10	Microcambeva watu	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	Illumina	Iridian Genomes
GCA_963457635.1	3332	3314	18	7	15	149	90074	2023-09-20	Microchirus variegatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Pleuronectiformes	PacBio HiFi	WELLCOME SANGER INSTITUTE
GCA_032361105.1	3289	3283	6	45	20	161	3016858	2023-10-04	Microctenopoma lineatum	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Anabantiformes	Illumina	Iridian Genomes
GCA_032359275.1	3317	3312	5	25	11	149	3016806	2023-10-04	Microctenopoma steveboyesi	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Anabantiformes	Illumina	Iridian Genomes
GCA_032270685.1	3310	3304	6	29	14	140	3016805	2023-10-02	Microctenopoma stevenorrisi	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Anabantiformes	Illumina	Iridian Genomes
GCA_964030765.1	2985	2901	84	99	270	180	81636	2024-04-20	Micromesistius poutassou	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gadiformes	PacBio HiFi	WELLCOME SANGER INSTITUTE
GCA_903067075.1	2529	2521	8	660	156	148	69812	2021-09-22	Micropoecilia bifurca	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Cyprinodontiformes	missing	WAGENINGEN UNIVERSITY
GCF_021292245.1	3287	3279	8	61	6	105	147949	2022-01-11	Micropterus dolomieu	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Centrarchiformes	Illumina	Cornell University
GCA_002592385.1	2355	2325	30	806	169	93	225391	2017-10-19	Micropterus floridanus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Centrarchiformes	Illumina	Auburn University
GCF_014851395.1	3322	3119	203	25	7	207	27706	2020-10-05	Micropterus salmoides	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Centrarchiformes	missing	Biozeron Shenzhen Inc.
GCA_964266715.1	3337	3319	18	5	12	126	106175	2024-09-26	Microstomus kitt	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Pleuronectiformes	PacBio HiFi	WELLCOME SANGER INSTITUTE
GCA_036365135.1	3337	3307	30	10	5	361	240162	2024-02-07	Miichthys miiuy	Actinopterygii	Actinopteri	Teleostei	Neopterygii			Oxford Nanopore	Shanghai Ocean University
GCA_034783495.1	3188	3180	8	133	31	212	2588674	2023-12-28	Millerichthys robustus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Cyprinodontiformes	Illumina	Iridian Genomes
GCF_027580225.1	3268	3181	87	4	82	145	75329	2023-01-09	Misgurnus anguillicaudatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	PacBio CLR	Huazhong Agriculture University
GCA_027580225.2	3322	3214	108	1	31	148	75329	2024-11-08	Misgurnus anguillicaudatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	PacBio HiFi	Huazhong Agriculture University
GCA_025389145.1	3297	2905	392	6	51	127	93600	2022-09-25	Misgurnus mizolepis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	PacBio CLR	National Institute of Fisheries Science
GCA_036025875.1	1078	1072	6	1566	670	80	78195	2024-01-25	Mogurnda adspersa	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gobiiformes	Illumina	CSIRO Applied Genomics Initiative
GCA_001698575.1	3321	3302	19	15	18	235	94237	2016-08-08	Mola mola	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Tetraodontiformes	Illumina	BGI-shenzhen
GCA_040967295.1	3178	3174	4	117	57	220	185738	2024-07-30	Molva dypterygia	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gadiformes	Illumina	Iridian Genomes
GCA_027123675.1	3106	3098	8	161	86	258	348445	2022-12-20	Molva macrophthalma	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gadiformes	Illumina	Iridian Genomes
GCA_900323295.1	1655	1641	14	1142	525	136	163112	2018-03-26	Molva molva	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gadiformes	missing	CEES
GCA_900323365.1	2457	2447	10	669	208	189	181435	2018-03-26	Monocentris japonica	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Trachichthyiformes	missing	CEES
GCF_001952655.1	3319	3309	10	21	14	237	43700	2017-01-17	Monopterus albus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Synbranchiformes	Illumina	Wuhan University
GCA_900303205.1	1564	1558	6	1125	636	81	248765	2018-03-18	Mora moro	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gadiformes	missing	CEES
GCA_026777985.1	3307	3228	79	33	14	126	1676920	2022-12-09	Mormyrops attenuatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Osteoglossiformes	Illumina	IRIDIAN GENOMES
GCA_026781065.1	3298	3219	79	40	15	142	1108715	2022-12-09	Mormyrops boulengeri	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Osteoglossiformes	Illumina	IRIDIAN GENOMES
GCA_026778905.1	3283	3207	76	51	20	124	91734	2022-12-09	Mormyrops zanclirostris	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Osteoglossiformes	Illumina	IRIDIAN GENOMES
GCA_026779605.1	3294	3216	78	40	20	118	1003159	2022-12-09	Mormyrus hasselquistii	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Osteoglossiformes	Illumina	IRIDIAN GENOMES
GCA_011763525.2	3294	3208	86	44	16	135	2303995	2022-09-26	Mormyrus iriodes	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Osteoglossiformes	Illumina	IRIDIAN GENOMES
GCA_015163995.2	3311	3237	74	27	16	127	2364103	2022-11-30	Mormyrus lacerda	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Osteoglossiformes	Illumina	IRIDIAN GENOMES
GCA_026779585.1	3299	3224	75	36	19	135	1426785	2022-12-09	Mormyrus proboscirostris	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Osteoglossiformes	Illumina	IRIDIAN GENOMES
GCA_019097615.1	3310	3302	8	38	6	113	46259	2021-07-02	Morone chrysops	Actinopterygii	Actinopteri	Teleostei	Neopterygii			Illumina	North Carolina State University
GCF_004916995.1	3078	3073	5	155	121	202	34816	2019-04-26	Morone saxatilis	Actinopterygii	Actinopteri	Teleostei	Neopterygii			PacBio RSII	North Carolina State University
GCA_032164185.1	3349	1828	1521	1	4	113	210640	2023-09-28	Moxostoma hubbsi	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	PacBio HiFi	Canadas Genomic Enterprise
GCF_022458985.1	3315	3309	6	3	36	139	48193	2022-03-04	Mugil cephalus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Mugiliformes	Illumina	ICAR - Central Institute of Brackishwater Aquaculture
GCA_040112775.1	3260	3233	27	49	45	1065	88201	2024-06-12	Mugilogobius chulae	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gobiiformes	missing	Guangdong Laboratory Animals Monitoring Institute
GCA_903171835.1	3056	3037	19	177	120	297	87757	2020-06-05	Mullus surmuletus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Syngnathiformes	missing	UMR5175
GCA_900302325.1	1277	1270	7	1265	784	84	487677	2018-03-19	Muraenolepis marmorata	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gadiformes	missing	CEES
GCA_027704905.1	3294	3258	36	19	41	187	630683	2023-01-13	Muraenolepis orangiensis	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gadiformes	Illumina	Korea University
GCA_039654765.1	3318	3300	18	9	27	99	75356	2024-05-17	Mylopharyngodon piceus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	Oxford Nanopore	City University of Hong Kong
GCA_026780185.1	3296	3218	78	42	16	134	112156	2022-12-09	Myomyrus macrops	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Osteoglossiformes	Illumina	IRIDIAN GENOMES
GCA_026780345.1	3307	3229	78	33	14	129	89591	2022-12-09	Myomyrus pharao	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Osteoglossiformes	Illumina	IRIDIAN GENOMES
GCA_038501785.1	3330	3180	150	11	13	159	8096	2024-04-26	Myoxocephalus aenaeus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing	University of Arkansas
GCA_900312955.1	1837	1828	9	962	538	157	8097	2018-03-19	Myoxocephalus scorpius	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing	CEES
GCA_900302555.1	2528	2519	9	604	208	135	371672	2018-03-21	Myripristis jacobus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Holocentriformes	missing	CEES
GCF_902150065.1	3344	3328	16	5	5	123	586833	2019-07-03	Myripristis murdjan	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Holocentriformes	PacBio CLR	SC
GCF_019703515.2	3348	1499	1849	1	5	134	70543	2022-10-26	Myxocyprinus asiaticus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	Oxford Nanopore	University at Buffalo
GCA_963921795.1	3333	3009	324	6	15	110	473322	2024-02-09	Nannobrachium achirus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Myctophiformes	PacBio HiFi	WELLCOME SANGER INSTITUTE
GCA_036023655.1	2591	2582	9	627	120	97	135770	2024-01-25	Nannoperca australis	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Centrarchiformes	Illumina	CSIRO Applied Genomics Initiative
GCA_036024295.1	2625	2616	9	600	119	106	135771	2024-01-25	Nannoperca obscura	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Centrarchiformes	Illumina	CSIRO Applied Genomics Initiative
GCA_041146965.1	2709	2699	10	536	98	102	135772	2024-08-08	Nannoperca oxleyana	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Centrarchiformes	Illumina	CSIRO Applied Genomics Initiative
GCA_037974605.1	1959	1950	9	965	410	201	206426	2024-04-05	Nannopetersius ansorgii	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Characiformes	Illumina	Iridian Genomes
GCA_963989245.1	3294	3144	150	24	36	191	443705	2024-03-11	Nansenia antarctica	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Argentiniformes	PacBio HiFi	WELLCOME SANGER INSTITUTE
GCA_029783625.1	2957	2945	12	312	83	290	238054	2023-04-17	Naso annulatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Acanthuriformes	Illumina	Iridian Genomes
GCA_029874485.1	2976	2968	8	293	80	270	175441	2023-04-26	Naso brachycentron	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Acanthuriformes	Illumina	Iridian Genomes
GCA_029874835.1	3060	3052	8	240	53	174	238055	2023-04-26	Naso brevirostris	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Acanthuriformes	Illumina	Iridian Genomes
GCA_029874875.1	2830	2820	10	390	128	344	238063	2023-04-26	Naso minor	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Acanthuriformes	Illumina	Iridian Genomes
GCA_029783665.1	3052	3049	3	237	62	191	238065	2023-04-17	Naso thynnoides	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Acanthuriformes	Illumina	Iridian Genomes
GCA_029822935.1	2845	2831	14	376	131	411	238067	2023-04-18	Naso vlamingii	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Acanthuriformes	Illumina	Iridian Genomes
GCA_027576475.1	3026	3016	10	187	140	370	591330	2023-01-06	Nedystoma dayi	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	Illumina	Iridian Genomes
GCA_027576615.1	3022	3010	12	192	139	364	591323	2023-01-06	Nedystoma novaeguineae	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	Illumina	Iridian Genomes
GCA_027576855.1	3004	2988	16	214	136	386	591305	2023-01-06	Nemapteryx armiger	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	Illumina	Iridian Genomes
GCA_027575935.1	3014	3007	7	209	131	357	591267	2023-01-06	Nemapteryx augusta	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	Illumina	Iridian Genomes
