Accession	Complete_compleasm	Single_compleasm	Duplicated_compleasm	Fragmented_compleasm	Missing_compleasm	Frameshift_compleasm	Tax_ID	Submission_Date	Species_name	Super_class	Class	Infra_class	Sub_class	Super_order	Order	Sequencing_type	Submitter
GCF_000247695.1	3337	3266	71	12	5	127	10181	2012-02-17	Heterocephalus glaber	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Illumina	Broad Institute
GCA_028571685.1	3352	3338	14	2	0	74	77598	2023-02-10	Heterohyrax brucei	Sarcopterygii	Mammalia			Afrotheria	Hyracoidea	PacBio HiFi	Vertebrate Genomes Project
GCA_023065765.1	3323	3183	140	3	28	125	56798	2022-04-22	Hexaprotodon liberiensis	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	missing	northwestern polytechnology university
GCF_030028045.1	3351	3231	120	0	3	117	575201	2023-05-18	Hippopotamus amphibius kiboko	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio HiFi	Vertebrate Genomes Project
GCF_001890085.2	3205	3174	31	107	41	238	186990	2016-12-06	Hipposideros armiger	Sarcopterygii	Mammalia			Laurasiatheria	Chiroptera	Illumina	SKLEC & IECR
GCA_031876335.1	3352	3298	54	1	1	108	175524	2023-09-25	Hipposideros larvatus	Sarcopterygii	Mammalia			Laurasiatheria	Chiroptera	PacBio HiFi	Vertebrate Genomes Project
GCA_021464545.1	3321	3282	39	24	9	132	867831	2022-01-14	Hipposideros pendleburyi	Sarcopterygii	Mammalia			Laurasiatheria	Chiroptera	missing	National Science and Technology Development Agency
GCA_006942125.1	3342	3282	60	11	1	104	82127	2019-07-12	Hippotragus niger niger	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	Illumina	Saint-Petersburg State University
GCF_000001405.40	3354	3171	183	0	0	106	9606	2022-02-03	Homo sapiens	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing	Genome Reference Consortium
GCA_023748175.1	3305	3261	44	17	32	416	593543	2022-06-16	Hoolock leuconedys	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Oxford Nanopore	BGI-Shenzhen
GCF_003009895.1	3341	3315	26	10	3	105	95912	2018-03-19	Hyaena hyaena	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	Illumina	Potsdam University
GCA_004027455.1	3111	3092	19	196	42	112	10149	2019-01-16	Hydrochoerus hydrochaeris	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Illumina	Broad Institute
GCA_020226075.1	3339	3266	73	11	4	138	9883	2021-10-05	Hydropotes inermis	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	Illumina	Northwestern Polytechnical University
GCA_963574095.1	1818	1773	45	1162	340	261	9579	2023-11-02	Hylobates agilis	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963574335.1	1917	1877	40	1106	305	241	9587	2023-11-02	Hylobates klossii	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCF_009828535.3	3323	3234	89	28	3	132	81572	2021-11-10	Hylobates moloch	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Oxford Nanopore	University of California, Santa Cruz
GCA_963573745.1	1799	1755	44	1175	343	268	9588	2023-11-02	Hylobates muelleri	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_021498465.1	3291	3235	56	10	52	135	9589	2022-01-19	Hylobates pileatus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Oxford Nanopore	BGI-Shenzhen
GCA_019843855.1	887	866	21	1477	954	258	34858	2021-09-01	Hylomyscus alleni	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Illumina	University of Pennsylvania
GCA_949752795.1	3342	3273	69	4	8	114	48744	2023-04-08	Hyperoodon ampullatus	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio HiFi	WELLCOME SANGER INSTITUTE
GCA_016801275.1	3323	3299	24	21	10	129	143286	2021-02-02	Hystrix brachyura	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Illumina	DNA Stories Bioinformatics Center
GCA_004026905.1	2794	2756	38	446	104	149	10137	2019-01-16	Hystrix cristata	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Illumina	Broad Institute
GCA_025583905.1	3350	3311	39	2	2	231	360967	2022-10-05	Ia io	Sarcopterygii	Mammalia			Laurasiatheria	Chiroptera	Illumina	Northeast Normal University
GCF_016881025.1	3300	3272	28	40	14	156	43179	2021-02-17	Ictidomys tridecemlineatus	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Illumina	Stanford University School of Medicine
GCA_004363605.1	2348	2300	48	781	207	154	34827	2019-03-22	Indri indri	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	Broad Institute
GCA_036417435.1	3350	3310	40	0	4	96	9725	2024-02-06	Inia geoffrensis	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio HiFi	Cetaceans Genome Project
GCF_020740685.1	3333	3195	138	10	11	108	51337	2021-11-04	Jaculus jaculus	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	PacBio CLR	Vertebrate Genomes Project
GCA_006410655.1	3222	3171	51	111	19	143	9962	2019-06-24	Kobus ellipsiprymnus	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	Illumina	Northwestern Polytechnical University
GCA_014926565.1	3292	3220	72	47	14	179	91880	2020-10-23	Kobus leche leche	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	Illumina	Kunming Institute of Zoology
GCF_026419965.1	3345	3308	37	2	7	109	27615	2022-11-27	Kogia breviceps	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio HiFi	Vertebrate Genomes Project
GCA_964270905.1	3349	3297	52	0	5	113	90246	2024-09-29	Lagenorhynchus acutus	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio HiFi	WELLCOME SANGER INSTITUTE
GCF_949774975.1	3345	3291	54	3	6	116	27610	2023-04-08	Lagenorhynchus albirostris	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio HiFi	WELLCOME SANGER INSTITUTE
GCF_003676395.1	3349	3313	36	2	3	117	90247	2018-10-23	Lagenorhynchus obliquidens	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	Illumina	Canadas Genomic Enterprise
GCA_028533205.1	3234	3161	73	82	37	135	65632	2023-02-09	Lagorchestes hirsutus	Sarcopterygii	Mammalia				Diprotodontia	Illumina	DNA Zoo
GCA_963574225.1	2576	2525	51	633	131	180	9519	2023-10-31	Lagothrix lagotricha	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_013239585.1	3322	3308	14	23	8	110	273914	2020-06-02	Lama glama chaku	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	Illumina	Shanxi Agricultural University
GCA_013239625.1	3349	3336	13	4	1	107	273908	2020-06-02	Lama guanicoe cacsilensis	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	Illumina	Shanxi Agricultural University
GCA_004026805.1	2385	1801	584	780	174	195	258930	2019-01-16	Lasiurus borealis	Sarcopterygii	Mammalia			Laurasiatheria	Chiroptera	Illumina	Broad Institute
GCF_020740605.2	3341	3300	41	1	12	98	9447	2021-11-04	Lemur catta	Sarcopterygii	Mammalia			Euarchontoglires	Primates	PacBio HiFi	Vertebrate Genomes Project
GCA_963575285.1	1924	1851	73	1083	314	310	9487	2023-11-03	Leontocebus fuscicollis	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963575265.1	1968	1907	61	1060	299	322	9489	2023-11-03	Leontocebus nigricollis	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963574395.1	1945	1886	59	1106	287	288	57374	2023-11-02	Leontopithecus chrysomelas	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_028533165.1	3214	3142	72	114	26	178	30588	2023-02-09	Leontopithecus rosalia	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	DNA Zoo
GCF_018350155.1	3354	3344	10	0	0	104	46844	2021-05-13	Leopardus geoffroyi	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	missing	Texas A&M University
GCA_963573785.1	1885	1864	21	1159	286	151	342401	2023-10-30	Lepilemur ankaranensis	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963574875.1	2025	2002	23	1036	261	140	78583	2023-10-30	Lepilemur dorsalis	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963574885.1	2031	2009	22	1039	257	144	78866	2023-10-30	Lepilemur ruficaudatus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963573855.1	1879	1859	20	1148	295	164	78584	2023-10-30	Lepilemur septentrionalis	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCF_000349705.1	2948	2889	59	317	86	287	9713	2013-03-29	Leptonychotes weddellii	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	Illumina	Broad Institute
GCA_004026855.1	1808	1754	54	1153	368	238	48086	2019-01-16	Lepus americanus	Sarcopterygii	Mammalia			Euarchontoglires	Lagomorpha	Illumina	Broad Institute
GCA_042027585.1	3346	3260	86	2	6	118	9981	2024-09-19	Lepus capensis	Sarcopterygii	Mammalia			Euarchontoglires	Lagomorpha	PacBio HiFi	Northwest A & F University
GCF_033115175.1	3345	3260	85	3	6	134	9983	2023-10-31	Lepus europaeus	Sarcopterygii	Mammalia			Euarchontoglires	Lagomorpha	PacBio HiFi	University of Eastern Finland
GCA_036325905.1	3344	3262	82	3	7	157	112018	2024-02-05	Lepus oiostolus	Sarcopterygii	Mammalia			Euarchontoglires	Lagomorpha	Illumina	Qinghai University
GCA_040893245.2	3317	3232	85	9	28	162	62621	2024-07-26	Lepus timidus	Sarcopterygii	Mammalia			Euarchontoglires	Lagomorpha	PacBio HiFi	University of Eastern Finland
GCA_029532125.1	3251	3154	97	75	26	141	63225	2023-03-31	Lepus townsendii	Sarcopterygii	Mammalia			Euarchontoglires	Lagomorpha	Illumina	CIBIO, University of Porto
GCF_000442215.2	3325	3294	31	21	8	187	118797	2013-07-24	Lipotes vexillifer	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	Illumina	BGI
GCA_006410535.1	3307	3223	84	39	8	151	69311	2019-06-24	Litocranius walleri	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	Illumina	Northwestern Polytechnical University
GCF_010015895.1	3336	3262	74	14	4	103	76717	2020-01-27	Lontra canadensis	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	Illumina	Canadas Genomic Enterprise
GCA_907164525.1	3274	3230	44	62	18	196	248799	2021-06-03	Lophiomys imhausi	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	missing	WELLCOME TRUST SANGER INSTITUTE
GCA_023783235.1	3326	3266	60	20	8	219	75566	2022-06-17	Lophocebus aterrimus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	PacBio RSII	BGI-Shenzhen
GCA_963574355.1	2267	2190	77	851	211	295	300163	2023-11-01	Loris lydekkerianus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_023783135.1	3340	3251	89	9	5	206	9468	2022-06-17	Loris tardigradus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	PacBio RSII	BGI-Shenzhen
GCF_030014295.1	3352	3334	18	0	2	82	9785	2023-05-16	Loxodonta africana	Sarcopterygii	Mammalia			Afrotheria	Proboscidea	PacBio HiFi	Vertebrate Genomes Project
GCF_902655055.1	3350	3268	82	0	4	160	9657	2020-07-31	Lutra lutra	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	PacBio CLR	SC
GCA_040955705.1	3352	3283	69	1	1	100	9622	2024-08-01	Lycaon pictus	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	PacBio HiFi	University of Copenhagen
GCF_007474595.2	3338	3327	11	8	8	211	61383	2020-07-14	Lynx canadensis	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	PacBio CLR	Vertebrate Genomes Project
GCA_900661375.1	3238	3227	11	64	52	159	191816	2019-03-28	Lynx pardinus	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	missing	CNAG
GCF_022079265.1	3354	3336	18	0	0	107	61384	2022-02-08	Lynx rufus	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	PacBio HiFi	UCLA
GCA_021188215.1	3296	3254	42	50	8	122	9540	2021-12-15	Macaca arctoides	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	Sichuan University
GCA_023783095.1	3331	3281	50	5	18	246	9551	2022-06-17	Macaca assamensis	Sarcopterygii	Mammalia			Euarchontoglires	Primates	PacBio RSII	BGI-Shenzhen
GCA_026956025.1	3350	3297	53	2	2	90	78449	2022-12-19	Macaca cyclopis	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Oxford Nanopore	Academia Sinica
GCF_037993035.1	3354	3299	55	0	0	101	9541	2024-04-05	Macaca fascicularis	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Oxford Nanopore	Shanghai Jiao Tong University
GCA_003118495.1	2556	2437	119	658	132	161	9543	2018-04-04	Macaca fuscata fuscata	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	National Institutes of Natural Sciences
GCA_963573825.1	1791	1755	36	1183	359	264	90387	2023-11-03	Macaca leonina	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963574855.1	1741	1708	33	1215	368	277	90383	2023-11-03	Macaca maura	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCF_003339765.1	3351	3286	65	3	0	112	9544	2019-02-13	Macaca mulatta	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing	The Genome Institute at Washington University School of Medicine
GCF_000956065.1	3347	3298	49	6	1	172	9545	2015-03-19	Macaca nemestrina	Sarcopterygii	Mammalia			Euarchontoglires	Primates	PacBio RSII	Baylor College of Medicine
GCA_928851695.1	3353	3306	47	1	0	400	54600	2022-02-09	Macaca nigra	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing	IBE (Institut de Biologia Evolutiva)
GCA_963573735.1	1763	1723	40	1216	349	253	9548	2023-11-03	Macaca radiata	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963574275.1	1780	1745	35	1185	355	260	244255	2023-11-03	Macaca siberu	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_023807365.1	3337	3282	55	8	9	112	54601	2022-06-20	Macaca silenus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Oxford Nanopore	BGI-Shenzhen
GCF_024542745.1	3350	3293	57	4	0	102	257877	2022-08-09	Macaca thibetana thibetana	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing	Sichuan university
GCA_963573625.1	1783	1748	35	1161	378	267	40843	2023-11-03	Macaca tonkeana	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_004027375.1	3203	3199	4	123	26	108	326083	2019-01-16	Macroglossus sobrinus	Sarcopterygii	Mammalia			Laurasiatheria	Chiroptera	Illumina	Broad Institute
GCA_028583105.1	3080	3042	38	204	69	169	9316	2023-02-10	Macropus fuliginosus	Sarcopterygii	Mammalia				Diprotodontia	missing	DNA Zoo
GCA_028627215.1	3204	3162	42	110	39	139	9317	2023-02-16	Macropus giganteus	Sarcopterygii	Mammalia				Diprotodontia	missing	DNA Zoo
GCA_037893015.1	3327	3205	122	11	16	115	92651	2024-04-04	Macrotis lagotis	Sarcopterygii	Mammalia				Peramelemorphia	PacBio HiFi	The University of Sydney
GCA_007922815.1	2398	2355	43	672	268	177	9419	2019-08-08	Macrotus californicus	Sarcopterygii	Mammalia			Laurasiatheria	Chiroptera	Illumina	Broad Institute
GCA_006408675.1	2129	2100	29	939	273	850	66434	2019-06-24	Madoqua kirkii	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	Illumina	Northwestern Polytechnical University
GCF_000951045.1	3282	3234	48	62	10	162	9568	2015-03-12	Mandrillus leucophaeus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	Baylor College of Medicine
GCA_023783085.1	3305	3266	39	7	42	318	9561	2022-06-17	Mandrillus sphinx	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Oxford Nanopore	BGI-Shenzhen
GCA_016801295.1	1822	1804	18	1092	407	186	1496684	2021-02-02	Manis crassicaudata	Sarcopterygii	Mammalia			Laurasiatheria	Pholidota	Illumina	DNA Stories Bioinformatics Center
GCA_032206105.1	203	200	3	1265	1835	91	1836949	2023-09-29	Manis culionensis	Sarcopterygii	Mammalia			Laurasiatheria	Pholidota	Illumina	Universite Toulouse III - Paul Sabatier
GCF_014570535.1	3312	3282	30	33	9	162	9974	2020-09-15	Manis javanica	Sarcopterygii	Mammalia			Laurasiatheria	Pholidota	Illumina	Yunnan University
GCF_030020395.1	3351	3300	51	0	3	105	143292	2023-05-23	Manis pentadactyla	Sarcopterygii	Mammalia			Laurasiatheria	Pholidota	PacBio HiFi	Vertebrate Genomes Project
GCF_003676075.3	3339	3254	85	12	3	111	93162	2019-05-24	Marmota flaviventris	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Illumina	Canadas Genomic Enterprise
GCA_005280165.1	3228	3163	65	52	74	120	93163	2019-05-10	Marmota himalayana	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Illumina	Xian Jiaotong University Health Science Center
GCF_001458135.2	3311	3250	61	31	12	131	9994	2019-12-18	Marmota marmota marmota	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	missing	MRC NATIONAL INSTITUTE FOR MEDICAL RESEARCH
GCF_021218885.2	3348	3240	108	4	2	108	9995	2022-08-11	Marmota monax	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Illumina	Hospital for Sick Children
GCA_040207255.1	3144	3035	109	15	195	110	93167	2024-06-17	Marmota vancouverensis	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	PacBio HiFi	Canadas national platform for genome sequencing and analysis
GCA_029410595.1	3354	3327	27	0	0	86	74864	2023-03-27	Martes flavigula	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	Oxford Nanopore	Qufu Normal University
GCA_040938555.1	3342	3328	14	10	2	129	9659	2024-07-30	Martes foina	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	Illumina	Institute for Molecular and Cellular biology
GCA_963455335.1	3343	3325	18	9	1	86	29065	2023-09-20	Martes martes	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	PacBio HiFi	WELLCOME SANGER INSTITUTE
GCA_040938815.1	3343	3333	10	10	1	112	36722	2024-07-30	Martes zibellina	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	Illumina	Institute for Molecular and Cellular biology
GCF_008632895.1	3315	3281	34	20	19	118	35658	2019-09-24	Mastomys coucha	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Illumina	University of California, San Francisco
GCA_021653895.1	3295	3226	69	42	17	1010	10112	2022-01-27	Mastomys natalensis	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	PacBio RSII	University of Florida
GCA_004026885.1	3118	3098	20	194	40	92	9413	2019-01-16	Megaderma lyra	Sarcopterygii	Mammalia			Laurasiatheria	Chiroptera	Illumina	Broad Institute
GCA_043880595.1	3351	3320	31	1	2	118	9414	2024-10-28	Megaderma spasma	Sarcopterygii	Mammalia			Laurasiatheria	Chiroptera	Oxford Nanopore	Bat1K
GCA_041834305.1	3351	3281	70	1	2	100	9773	2024-09-09	Megaptera novaeangliae	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio HiFi	University of Colorado - Boulder
GCF_922984935.1	3353	3297	56	1	0	102	9662	2021-12-19	Meles meles	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	PacBio HiFi	WELLCOME SANGER INSTITUTE
GCA_922984935.2	3353	3297	56	1	0	102	9662	2022-03-23	Meles meles	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	PacBio HiFi	WELLCOME SANGER INSTITUTE
GCA_004024625.1	2790	2759	31	470	83	103	9664	2019-01-15	Mellivora capensis	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	Illumina	Broad Institute
GCA_036365155.1	3301	3278	23	8	45	220	2800508	2024-02-05	Meriones psammophilus	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Oxford Nanopore	INSTITUTE OF ZOOLOGY, CHINESE ACADEMY OF SCIENCES
GCF_030254825.1	3347	3311	36	1	6	90	10047	2023-06-12	Meriones unguiculatus	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	PacBio HiFi	Bangor University
GCF_017639785.1	3350	3315	35	2	2	126	10036	2021-03-30	Mesocricetus auratus	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Oxford Nanopore	Baylor College of Medicine Human Genome Sequencing Center
GCA_964148845.1	3298	3213	85	3	53	113	48745	2024-06-06	Mesoplodon bidens	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio HiFi	WELLCOME SANGER INSTITUTE
GCF_025265405.1	3347	3257	90	0	7	103	48708	2022-09-19	Mesoplodon densirostris	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio HiFi	Vertebrate Genomes Project
GCA_963573565.1	1957	1879	78	1077	283	291	9482	2023-11-02	Mico argentatus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963574605.1	1925	1860	65	1114	288	300	52232	2023-11-02	Mico humeralifer	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963574545.1	1895	1827	68	1144	295	300	666519	2023-11-02	Mico humilis	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_008750995.1	1916	1828	88	1095	314	197	143354	2019-09-30	Microcebus griseorufus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	Duke University
GCA_008750955.1	1942	1799	143	1093	288	217	236274	2019-09-30	Microcebus mittermeieri	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	Duke University
GCF_000165445.2	3342	3251	91	11	1	172	30608	2017-02-06	Microcebus murinus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	PacBio RSII	Baylor College of Medicine
GCA_008750975.1	1769	1722	47	1178	374	228	122231	2019-09-30	Microcebus ravelobensis	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	Duke University
GCA_008750915.1	2278	2193	85	895	168	169	2508170	2019-09-30	Microcebus sp. 3 GT-2019	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	Duke University
GCA_008750935.1	2154	2050	104	941	234	186	143351	2019-09-30	Microcebus tavaratra	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	Duke University
GCA_963924665.1	3274	3194	80	7	73	110	13151	2024-01-29	Micromys minutus	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	PacBio HiFi	WELLCOME SANGER INSTITUTE
GCA_004026765.1	2744	2708	36	494	105	157	148065	2019-01-16	Micronycteris hirsuta	Sarcopterygii	Mammalia			Laurasiatheria	Chiroptera	Illumina	Broad Institute
GCA_902806775.1	3334	3212	122	14	6	145	29092	2020-02-28	Microtus agrestis	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	missing	LIV
GCA_963919715.1	3348	3219	129	2	4	132	47230	2023-12-20	Microtus arvalis	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	missing	NORWEGIAN UNIVERSITY OF LIFE SCIENCES
GCA_028537955.1	3347	3231	116	3	4	94	100895	2023-02-07	Microtus californicus	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	PacBio HiFi	UCLA
GCA_020392405.1	2756	2729	27	374	220	413	88450	2021-10-08	Microtus montanus	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Illumina	The Ohio State University
GCF_000317375.1	3323	3263	60	16	15	109	79684	2012-12-07	Microtus ochrogaster	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Illumina	Broad Institute
GCF_018167655.1	3348	2942	406	3	3	89	111838	2021-04-26	Microtus oregoni	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	PacBio HiFi	Oklahoma State Universtiy
GCA_037038515.1	3348	3285	63	3	3	89	10058	2024-03-06	Microtus pennsylvanicus	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	PacBio HiFi	Vertebrate Genomes Project
GCA_019206885.2	2959	2805	154	230	164	294	111840	2023-02-09	Microtus richardsoni	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Illumina	IRIDIAN GENOMES
GCF_001595765.1	3314	3298	16	32	8	126	291302	2016-03-22	Miniopterus natalensis	Sarcopterygii	Mammalia			Laurasiatheria	Chiroptera	Illumina	University of California, San Francisco
GCA_964146895.1	3348	3327	21	3	3	107	9433	2024-06-06	Miniopterus schreibersii	Sarcopterygii	Mammalia			Laurasiatheria	Chiroptera	PacBio HiFi	WELLCOME SANGER INSTITUTE
GCA_963573445.1	2028	1983	45	1050	255	214	100488	2023-11-02	Miopithecus ogouensis	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_028551445.1	3277	3228	49	63	14	143	36231	2023-02-09	Miopithecus talapoin	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	DNA Zoo
GCF_029215605.1	3348	3301	47	2	4	103	9716	2023-03-14	Mirounga angustirostris	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	PacBio HiFi	UCLA
GCF_011800145.1	3343	3227	116	8	3	113	9715	2020-03-31	Mirounga leonina	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	Illumina	Earth Biogenome Project
GCA_004024645.1	2473	2421	52	700	164	155	47180	2019-01-15	Mirza coquereli	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	Broad Institute
GCA_008750895.1	2607	2543	64	621	120	146	339999	2019-09-30	Mirza zaza	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	Duke University
GCA_037176705.1	3349	3302	47	3	2	109	1552295	2024-03-15	Molossus alvarezi	Sarcopterygii	Mammalia			Laurasiatheria	Chiroptera	PacBio HiFi	Bat1K Project
GCF_014108415.1	3349	3327	22	2	3	102	27622	2020-08-07	Molossus molossus	Sarcopterygii	Mammalia			Laurasiatheria	Chiroptera	PacBio CLR	Bat1K
GCA_039880945.1	3347	3314	33	4	3	110	2997257	2024-05-29	Molossus nigricans	Sarcopterygii	Mammalia			Laurasiatheria	Chiroptera	PacBio HiFi	Bat1K Project
