accession	contig_n50	scaffold_n50	compleasm_complete	compleasm_single	compleasm_dup	compleasm_retro	compleasm_fragmented	compleasm_missing	compleasm_frameshift	project	type	seq
032274745	35533	72471425	3322	3318	1	3	47	21	85	Iridian	Other	Illumina
032274765	5315	15709155	2696	2690	6	0	528	158	280	Iridian	Other	Illumina
032274845	64540	72221959	3357	3356	1	0	21	12	72	Iridian	Other	Illumina
032274985	798	812	49	49	0	0	287	3053	46	Iridian	Other	Illumina
032275005	811	827	103	103	0	0	376	2908	60	Iridian	Other	Illumina
032275025	13061	19730040	3074	3051	21	2	238	76	133	Iridian	Other	Illumina
032275265	29010	80592087	3314	3312	2	0	66	10	72	Iridian	Other	Illumina
032275285	809	825	97	97	0	0	339	2953	77	Iridian	Other	Illumina
032275315	816	833	81	81	0	0	334	2971	54	Iridian	Other	Illumina
032275365	5732	21379404	2935	2925	10	0	314	140	204	Iridian	Other	Illumina
032275445	10551	2922566	3292	3291	1	0	76	22	131	Iridian	Other	Illumina
032313775	59386518	72908786	3388	3333	16	39	1	1	67	Other	Other	HiFi
032352815	6656	10055	1421	1417	4	0	1389	554	76	Other	Other	Illumina
032353075	4403	1549615	2821	2818	3	0	379	190	356	Iridian	Other	Illumina
032353195	1037	58934510	579	578	0	1	1207	1604	684	Iridian	Other	Illumina
032353205	27557	63551846	3349	3348	1	0	26	14	77	Iridian	Other	Illumina
032353275	2614	11352428	1551	1536	13	2	1173	652	411	Iridian	Other	Illumina
032353375	2139	17116	1276	1276	0	0	1474	619	393	Iridian	Other	Illumina
032353435	2725	17703	1485	1482	3	0	1350	524	308	Iridian	Other	Illumina
032353495	9466	22882134	3305	3300	4	1	64	20	121	Iridian	Other	Illumina
032353575	1574	14296	1018	1018	0	0	1511	830	451	Iridian	Other	Illumina
032353615	1193	16556	837	836	0	1	1443	1092	469	Iridian	Other	Illumina
032353675	799	811	73	73	0	0	268	3046	46	Iridian	Other	Illumina
032353775	805	815	41	41	0	0	256	3091	42	Iridian	Other	Illumina
032353815	815	823	58	58	0	0	270	3061	53	Iridian	Other	Illumina
032353835	13151	12667245	2699	2675	23	1	542	141	144	Iridian	Other	Illumina
032353855	812	818	58	58	0	0	220	3110	48	Iridian	Other	Illumina
032353885	10868	2524321	3290	3289	1	0	73	27	124	Iridian	Other	Illumina
032353935	819	829	69	69	0	0	335	2984	44	Iridian	Other	Illumina
032354855	814	825	72	71	1	0	302	3014	52	Iridian	Other	Illumina
032354935	299	13848	20	14	6	0	696	2667	176	Iridian	Other	Illumina
032356925	865	7117	80	61	19	0	862	2441	286	Iridian	Other	Illumina
032357275	1286	17607	636	636	0	0	1506	1235	490	Iridian	Other	Illumina
032357305	5987	19672	1810	1805	4	1	1239	316	154	Iridian	Other	Illumina
032357425	9943	19070925	3229	3207	20	2	117	41	108	Iridian	Other	Illumina
032357445	12389	18726378	3227	3207	20	0	125	38	84	Iridian	Other	Illumina
032357475	13038	19724722	3102	3081	20	1	235	50	142	Iridian	Other	Illumina
032357565	803	812	53	53	0	0	178	3158	44	Iridian	Other	Illumina
032357605	29025	79483301	3330	3330	0	0	50	10	70	Iridian	Other	Illumina
032357685	9950	64715642	3168	3167	1	0	173	48	155	Iridian	Other	Illumina
032357765	352	4152	68	49	19	0	898	2416	315	Iridian	Other	Illumina
032357785	9092038	74403770	3364	3360	4	0	7	19	70	Other	Other	HiFi
032357905	23753044	134295272	3386	3366	16	4	2	2	42	Other	Other	ONT
032359235	13425	19070213	3028	3006	20	2	282	79	123	Iridian	Other	Illumina
032359275	33994	19357067	3326	3321	5	0	51	11	65	Iridian	Other	Illumina
032359395	11575	18389162	2940	2920	17	3	356	92	146	Iridian	Other	Illumina
032359435	20260	18059366	3113	3091	22	0	216	60	96	Iridian	Other	Illumina
032359785	11585	24625897	3294	3188	103	3	64	31	78	Iridian	Other	Illumina
032360005	910	18360	157	95	62	0	1201	2024	404	Iridian	Other	Illumina
032360045	277	1182	40	38	2	0	522	2821	136	Iridian	Other	Illumina
032360725	375	379	66	66	0	0	489	2824	48	Iridian	Other	Illumina
032361065	12020	18275175	2993	2974	18	1	315	80	125	Iridian	Other	Illumina
032361105	24650	19399837	3296	3288	7	1	70	24	88	Iridian	Other	Illumina
032361145	8489	17955528	2932	2914	18	0	368	89	155	Iridian	Other	Illumina
032361165	9037	17669701	2814	2795	18	1	456	116	183	Iridian	Other	Illumina
032361245	62217	61468598	3284	3280	3	1	77	29	80	Iridian	Other	Illumina
032361345	36538	41917	2837	2832	4	1	433	111	67	Iridian	Other	Illumina
032361365	30318	70638963	3342	3336	5	1	31	17	81	Iridian	Other	Illumina
032362145	2664	105383293	2874	2860	13	1	260	254	358	Iridian	Other	Illumina
032362345	26535	23823580	3345	3338	7	0	40	5	49	Iridian	Other	Illumina
032362415	88752	68718313	3026	3021	3	2	224	138	89	Other	Other	Illumina
032405125	100934918	112748084	3388	3304	15	69	1	1	66	Other	Other	HiFi
032433645	3397	3397	1053	1040	7	6	1473	813	185	Other	Other	Illumina
032452875	47146240	87549292	3390	3333	4	53	0	0	65	Other	Other	ONT
032458615	31308424	146903500	3380	3370	3	7	2	8	54	Other	Other	PacBio
032466295	1617	17265	809	807	2	0	1564	999	418	Iridian	Other	Illumina
032466355	657	16267	414	414	0	0	1498	1463	504	Iridian	Other	Illumina
032466415	2376	17747	1359	1358	1	0	1414	592	347	Iridian	Other	Illumina
032466535	25430	36562	2573	2572	1	0	696	109	85	Iridian	Other	Illumina
032466555	26574	3338836	3346	3345	1	0	36	8	80	Iridian	Other	Illumina
032466625	2063	17747	1180	1178	2	0	1525	663	387	Iridian	Other	Illumina
032466675	4247	18236	1772	1769	3	0	1252	349	179	Iridian	Other	Illumina
032466695	1964	17580	1426	1424	2	0	1340	603	350	Iridian	Other	Illumina
032467955	5955	113982	2354	2347	5	2	642	383	240	Iridian	Other	Illumina
032467975	4725	113187	2392	2385	3	4	608	384	304	Iridian	Other	Illumina
032468015	3427	46823	2314	2308	5	1	702	367	324	Iridian	Other	Illumina
032468035	2672	40515	2091	2087	4	0	704	589	377	Iridian	Other	Illumina
032468055	7023	156840	2903	2899	4	0	353	133	201	Iridian	Other	Illumina
032468075	353	9663	159	158	1	0	1167	2047	408	Iridian	Other	Illumina
032468095	5229	92338	2404	2400	3	1	666	317	266	Iridian	Other	Illumina
032468115	4398	93166	2294	2289	3	2	638	453	270	Iridian	Other	Illumina
032468135	3488	37019	2023	2017	4	2	745	615	336	Iridian	Other	Illumina
032468155	8427	137739	2614	2612	1	1	529	239	190	Iridian	Other	Illumina
032468175	6052	110765	2463	2456	4	3	600	321	234	Iridian	Other	Illumina
032468195	3368	72084	2154	2151	2	1	729	497	361	Iridian	Other	Illumina
032468215	4085	79980	2487	2480	5	2	591	308	240	Iridian	Other	Illumina
032468235	4098	103616	2331	2327	2	2	638	416	316	Iridian	Other	Illumina
032595735	41440143	120169148	3340	3335	4	1	5	45	61	Other	Other	PacBio
032599265	187696	7338277	3376	3374	2	0	9	5	54	Other	Other	Illumina
032718565	414575	1041799	3128	3082	46	0	177	82	227	Other	Other	ONT
032719375	95288922	95288922	3385	3188	197	0	3	2	61	Other	Other	HiFi
032766585	27396532	27396532	3318	3290	16	12	6	66	54	Other	Other	HiFi
032876255	29061	2661878	3328	3313	15	0	38	23	102	Other	Other	Illumina
032876265	26774	2383325	3282	3268	14	0	32	76	101	Other	Other	Illumina
032876305	28026	2617268	3330	3318	12	0	39	21	102	Other	Other	Illumina
032888595	12122453	42702054	3337	3299	32	6	18	35	97	Other	Other	ONT
033000465	26771095	29804843	3388	3313	74	1	2	0	59	Other	Other	HiFi
033026295	13087542	27363151	3387	3374	11	2	3	0	221	Other	Other	ONT
033026305	33095397	39863030	3371	3339	31	1	6	13	47	Other	Other	HiFi
033026395	5601497	28762782	3334	3308	24	2	14	42	70	Other	Other	HiFi
033026475	16561385	27733855	3389	3378	10	1	1	0	47	Other	Other	HiFi
033030755	4945016	4945016	3380	3310	10	60	10	0	69	Other	Other	ONT
033032115	2861495	2861495	3368	3305	9	54	20	2	71	Other	Other	ONT
033032245	7297303	33053486	3350	3329	21	0	11	29	403	Other	Other	PacBio
033060095	71750044	122446792	3384	3371	6	7	4	2	45	Other	Other	HiFi
033060105	77194844	130469234	3383	3367	7	9	5	2	49	Other	Other	HiFi
033088195	79431813	91511380	3383	3380	3	0	0	7	56	Other	Other	HiFi
033115175	43409466	125776599	3372	3257	37	78	4	14	79	Other	Other	CLR
033117975	7184	8761	1192	1185	7	0	1485	689	101	Iridian	Other	Illumina
033118015	3540	3950	1007	1003	4	0	1507	858	137	Iridian	Other	Illumina
033118175	68791581	77069784	3389	3235	25	129	0	1	83	Other	Other	HiFi
033118305	816	833	78	78	0	0	390	2916	68	Iridian	Other	Illumina
033119125	845	873	130	130	0	0	539	2714	86	Iridian	Other	Illumina
033119425	1872430	470251507	3246	3212	32	2	66	78	103	Other	Other	ONT
033124195	21473	58543	2568	2566	2	0	662	154	121	Iridian	Other	Illumina
033150135	317961	317961	3159	2661	496	2	151	77	108	Other	Other	PacBio
033170195	59265136	59265136	3349	3327	19	3	12	29	62	Other	Other	Other
033220385	1255017	19081033	3281	3168	113	0	36	73	100	Other	Other	HiFi
033238685	285591	3710658	3314	3194	120	0	60	16	336	Other	Other	Illumina
033239565	27844747	37903823	3375	3359	15	1	4	11	69	Other	Other	HiFi
033318265	23200210	147873771	3372	3355	14	3	1	17	49	Other	Other	HiFi
033366665	128188	128188	3070	2956	114	0	174	144	514	Other	Other	PacBio
033439345	3217288	104643080	3360	3282	14	64	16	14	220	Other	Other	PacBio
033439445	104103076	104103076	3389	3277	10	102	0	1	64	Other	Other	CLR
033439825	26668	60279	2882	2878	4	0	418	89	67	Iridian	Other	Illumina
033439845	10981	47829	2637	2631	6	0	607	136	98	Iridian	Other	Illumina
033439865	14460	49465	2618	2614	4	0	622	146	72	Iridian	Other	Illumina
033439885	16034	48437	2560	2559	1	0	678	148	88	Iridian	Other	Illumina
033439905	19496	54687	2755	2751	4	0	523	108	81	Iridian	Other	Illumina
033441765	14277	23587565	3221	3201	20	0	103	65	155	Other	Other	Illumina
033441825	8351	22437873	3103	3087	16	0	199	88	225	Other	Other	Illumina
033441845	15033	24586846	3244	3224	20	0	87	58	90	Other	Other	Illumina
033458585	9083732	14905450	3292	3234	56	2	28	70	146	Other	Other	HiFi
033459285	2269972	2269972	3364	3323	40	1	12	14	56	Other	Other	HiFi
033459395	1312070	25905798	3294	3275	19	0	32	64	136	Other	Other	HiFi
033459405	1356346	25694500	3311	3290	20	1	18	61	135	Other	Other	HiFi
033556795	8509748	8509748	3369	3347	22	0	7	14	59	Other	Other	HiFi
033556955	32702747	32702747	3371	3330	39	2	7	12	71	Other	Other	PacBio
033557465	5700647	1041838628	3298	3265	17	16	60	32	44	Other	Other	Other
033558105	1622296	1622296	3354	3324	29	1	12	24	68	Other	Other	HiFi
033558185	1835311	1835311	3346	3294	52	0	16	28	63	Other	Other	HiFi
033558235	23989336	23989336	3382	3356	26	0	3	5	45	Other	Other	HiFi
033558465	15481	48769	2685	2681	4	0	577	123	94	Iridian	Other	Illumina
033576535	879094	625512048	3139	3045	92	2	84	166	594	Other	Other	PacBio
033576555	97802	571702597	2219	2199	16	4	494	677	588	Other	Other	PacBio
033783945	4340454	4953402	3375	3358	17	0	9	6	55	Other	Other	ONT
033807585	35743180	268276564	3328	3310	17	1	13	49	64	Other	Other	CLR
033807725	17470302	17836126	3311	3295	15	1	13	66	66	Other	Other	ONT
033815535	20284492	20284492	3372	3342	30	0	6	12	62	Other	Other	HiFi
033816785	19899906	39164214	3359	3347	9	3	6	25	574	Other	Other	ONT
033961575	73009000	162004500	3382	3310	8	64	4	4	59	Other	Other	ONT
033978685	43187692	46110702	3336	3283	48	5	15	39	111	Other	Other	HiFi
033978785	2039131	75786231	3331	2939	389	3	23	36	131	Other	Other	HiFi
033978795	4791538	66953617	3329	3165	161	3	17	44	126	Other	Other	HiFi
034008185	18463888	84772300	3360	3358	2	0	10	20	227	Other	Other	CLR
034064705	13867869	13867869	3325	3070	64	191	14	51	93	Other	Other	HiFi
034097375	35968234	112006702	3382	3288	36	58	0	8	70	Other	Other	HiFi
034190915	48931253	75707104	3370	3340	20	10	10	10	48	Other	Other	HiFi
034195675	17389375	76978127	3322	3214	15	93	57	10	88	Other	Other	ONT
034233915	24835543	24616240	3379	3254	18	107	5	6	104	Other	Other	PacBio
034234005	11152	23319789	3295	3259	12	24	67	28	178	Other	Other	Other
034236695	2842582	93356810	3350	1997	1347	6	29	10	240	Other	Other	ONT
034315485	5079322	5079322	3369	3369	0	0	12	9	62	Other	Other	ONT
034336665	13437235	61211992	3373	3371	2	0	8	9	254	Other	Other	ONT
034336685	18695389	62437632	3365	3360	5	0	13	12	238	Other	Other	ONT
034508595	45009990	62341124	3270	3243	25	2	63	57	119	Other	Other	HiFi
034509085	360	360	10	8	2	0	521	2847	12	Iridian	Other	Illumina
034509105	2578	17098239	2875	2863	12	0	338	177	319	Iridian	Other	Illumina
034509185	29713	71743294	3267	3263	3	1	88	34	101	Iridian	Other	Illumina
034509225	2231	61554407	2921	2901	18	2	293	176	435	Iridian	Other	Illumina
034509265	3294	12713763	2754	2744	10	0	439	195	264	Iridian	Other	Illumina
034509425	1675623	1936252	3328	3280	47	1	37	25	112	Other	Other	CLR
034509495	874374	34115393	3312	3223	85	4	46	31	135	Other	Other	ONT
034509845	13493107	13493107	3382	3377	5	0	0	8	56	Other	Other	HiFi
034509865	5639808	5639808	3378	3354	24	0	2	10	67	Other	Other	HiFi
034509885	19290140	19290140	3379	3356	23	0	1	10	49	Other	Other	HiFi
034509955	23281897	279651831	3357	3339	15	3	7	26	53	Other	Other	HiFi
034552555	43157	32752913	2655	2604	51	0	529	202	131	Other	Other	BGI
034620425	42015997	64494502	3368	3296	10	62	2	20	236	Other	Other	PacBio
034620435	44625132	64498519	3367	3294	11	62	3	20	229	Other	Other	PacBio
034621705	5865822	26757455	3368	3343	23	2	4	18	71	Other	Other	ONT
034638445	35788150	102765642	3383	3377	6	0	3	4	38	Other	Other	ONT
034640395	1873	34999758	2325	2318	7	0	553	511	643	Iridian	Other	Illumina
034641385	15581688	15581688	3372	3300	58	14	5	13	63	Other	Other	HiFi
034641395	3089098	3089098	3360	2143	1207	10	10	20	96	Other	Other	HiFi
034642065	2900118	2900118	3354	2650	691	13	7	29	65	Other	Other	HiFi
034642135	1103363	1103363	3343	2841	492	10	29	17	184	Other	Other	HiFi
034642415	70246	27224046	3294	3265	25	4	48	47	65	Other	Other	Illumina
034642465	8100637	32319397	3289	3181	108	0	13	88	93	Other	Other	CLR
034642875	15342	1558081	2984	2982	2	0	207	195	187	Other	Other	Illumina
034670385	3289651	3289651	3381	3363	17	1	4	5	248	Other	Other	PacBio
034670405	3053845	3053845	3372	3350	21	1	7	11	276	Other	Other	PacBio
034702125	1448200	56351229	3272	3218	51	3	38	80	89	Other	Other	PacBio
034753235	1106966	3371152	3347	1742	1601	4	14	29	106	Other	Other	HiFi
034768475	1150	17452	569	569	0	0	1543	1263	503	Iridian	Other	Illumina
034769225	58636	91460022	3312	3309	3	0	50	27	62	Other	Other	Illumina
034769265	23122051	25658447	3383	3378	5	0	2	5	59	Other	Other	PacBio
034769275	63016	91200165	3307	3304	3	0	62	21	61	Other	Other	Illumina
034769285	12244877	32541888	3317	3307	10	0	8	65	686	Other	Other	PacBio
034769755	12122453	42702054	3337	3299	32	6	18	35	97	Other	Other	ONT
034779775	17259	19689655	3119	3090	28	1	213	58	104	Iridian	Other	Illumina
034779795	39515	22116953	3339	3331	8	0	42	8	65	Iridian	Other	Illumina
034779935	2478	20234637	2559	2515	43	1	594	236	455	Iridian	Other	Illumina
034779955	6005	65009612	3093	3088	4	1	225	72	262	Iridian	Other	Illumina
034779995	15384	15959	1770	1762	8	0	1227	376	51	Iridian	Other	Illumina
034780135	12132	14266	2388	2383	5	0	802	194	69	Iridian	Other	Illumina
034780215	2768	32410825	2911	2905	4	2	334	144	418	Iridian	Other	Illumina
034780255	5968	6088	904	903	1	0	1639	815	54	Iridian	Other	Illumina
034780415	14228	382604	3108	3102	3	3	230	48	78	Iridian	Other	Illumina
034780495	3232	3299	700	695	5	0	1664	991	46	Iridian	Other	Illumina
034780575	3255	9809295	2863	2704	156	3	408	118	379	Iridian	Other	Illumina
034780615	21481	34546	2482	2479	3	0	766	134	66	Iridian	Other	Illumina
034780635	296	29386739	12	12	0	0	435	2942	140	Iridian	Other	Illumina
034780675	2972	64469707	2757	2752	3	2	419	212	483	Iridian	Other	Illumina
034780775	21543	73384079	3336	3335	1	0	41	13	72	Iridian	Other	Illumina
034780795	352	11633471	346	346	0	0	1274	1769	731	Iridian	Other	Illumina
034780815	1079	11559818	507	506	0	1	1373	1509	767	Iridian	Other	Illumina
034780835	5483	22986680	2841	2836	5	0	355	191	237	Iridian	Other	Illumina
034780855	10511	80371429	3294	3294	0	0	82	14	118	Iridian	Other	Illumina
034780875	1348	24069112	2074	2068	6	0	816	498	772	Iridian	Other	Illumina
034780895	2963	92512169	3050	3042	8	0	199	141	327	Iridian	Other	Illumina
034781195	1891	31411297	2133	2133	0	0	770	485	660	Iridian	Other	Illumina
034781315	42949	36033406	3349	3344	5	0	33	8	74	Iridian	Other	Illumina
034781455	386	12725055	907	906	1	0	1380	1101	892	Iridian	Other	Illumina
034781495	32620	36205666	3314	3311	3	0	67	9	77	Iridian	Other	Illumina
034781615	979	62677164	1253	1252	1	0	1235	902	852	Iridian	Other	Illumina
034781655	348	7103	115	115	0	0	1170	2088	352	Iridian	Other	Illumina
034781795	36970	3084989	3259	3258	1	0	105	26	89	Iridian	Other	Illumina
034781875	1530	55814906	2967	2949	15	3	335	88	452	Iridian	Other	Illumina
034781895	443	1286	81	80	1	0	907	2393	278	Iridian	Other	Illumina
034782015	677	696	142	140	2	0	634	2595	79	Iridian	Other	Illumina
034782035	3001	37382377	2914	2911	3	0	326	150	442	Iridian	Other	Illumina
034782095	1713	37509937	2350	2347	3	0	655	385	669	Iridian	Other	Illumina
034782155	666	37518364	1557	1557	0	0	1091	741	833	Iridian	Other	Illumina
034782235	1333	59067593	2160	2159	1	0	742	486	772	Iridian	Other	Illumina
034782255	38255	36201330	3290	3286	4	0	83	17	70	Iridian	Other	Illumina
034782355	18960	30297	2262	2259	3	0	941	174	78	Iridian	Other	Illumina
034782435	6936	32182400	3223	3219	4	0	136	31	202	Iridian	Other	Illumina
034782455	39534	36099245	3329	3326	3	0	54	7	76	Iridian	Other	Illumina
034782475	674	55746651	2200	2197	3	0	735	454	731	Iridian	Other	Illumina
034782535	3555	25720993	2837	2835	2	0	348	203	446	Iridian	Other	Illumina
034782555	1790	22238056	2432	2429	3	0	609	348	704	Iridian	Other	Illumina
034782575	27123	38232	2560	2556	4	0	706	119	66	Iridian	Other	Illumina
034782595	2654	24854210	2338	2337	1	0	665	385	583	Iridian	Other	Illumina
034782615	11691	36739369	3299	3297	2	0	79	11	109	Iridian	Other	Illumina
034782635	28219	36440485	3239	3236	3	0	129	22	101	Iridian	Other	Illumina
034782655	27422	91902960	3251	3250	1	0	120	19	85	Iridian	Other	Illumina
034782675	16891	36585788	3316	3315	1	0	67	7	70	Iridian	Other	Illumina
034782695	19386	34372342	3300	3299	1	0	78	12	88	Iridian	Other	Illumina
034782715	40531	36251710	3262	3260	2	0	110	18	76	Iridian	Other	Illumina
034782735	34129	35993406	3346	3340	6	0	39	4	59	Iridian	Other	Illumina
034782755	408	408	31	2	29	0	459	2889	8	Iridian	Other	Illumina
034782775	46641	90554432	3318	3316	2	0	67	5	67	Iridian	Other	Illumina
034782895	5508	19141	1811	1807	4	0	1241	315	156	Iridian	Other	Illumina
034782915	2347	17854	1254	1253	1	0	1478	635	384	Iridian	Other	Illumina
034782935	1734	17549	927	926	1	0	1532	915	421	Iridian	Other	Illumina
034782995	998	1089	109	68	37	4	111	3170	14	Iridian	Other	Illumina
034783095	2176	12449	1526	1523	3	0	1426	413	238	Iridian	Other	Illumina
034783155	15928	27927	2200	2197	3	0	977	199	88	Iridian	Other	Illumina
034783165	26306	74670399	3344	3344	0	0	40	6	72	Iridian	Other	Illumina
034783195	2242	17405	1318	1316	2	0	1499	550	361	Iridian	Other	Illumina
034783215	28321	75004809	3342	3342	0	0	42	6	70	Iridian	Other	Illumina
034783435	4333	18154	1651	1646	5	0	1383	336	217	Iridian	Other	Illumina
034783455	5081	19230	1637	1635	2	0	1329	396	214	Iridian	Other	Illumina
034783495	5445	19168897	3147	3143	4	0	190	52	155	Iridian	Other	Illumina
034783695	1963	7054	1700	1685	13	2	1081	593	447	Iridian	Other	Illumina
034783755	551	2175441	118	11	107	0	1067	2204	623	Iridian	Other	Illumina
034783875	832	847	113	113	0	0	405	2868	86	Iridian	Other	Illumina
034783915	366	366	48	47	1	0	862	2445	33	Iridian	Other	Illumina
034783935	858	875	124	124	0	0	483	2780	96	Iridian	Other	Illumina
035040975	44274	71912697	3335	3333	2	0	39	16	74	Iridian	Other	Illumina
035040995	41809	73282146	3330	3328	2	0	41	19	66	Iridian	Other	Illumina
035041115	66169	81463	2961	2958	3	0	350	77	58	Iridian	Other	Illumina
035041135	32836	71558608	3309	3308	1	0	60	20	93	Iridian	Other	Illumina
035041215	36357	72916254	3251	3250	1	0	107	31	98	Iridian	Other	Illumina
035041235	41671	71670931	3324	3319	5	0	45	21	76	Iridian	Other	Illumina
035041345	23767	70892538	3242	3240	2	0	107	40	105	Iridian	Other	Illumina
035041385	55766	71818747	3295	3289	6	0	66	28	107	Iridian	Other	Illumina
035041425	25755	70163673	3303	3301	2	0	61	26	91	Iridian	Other	Illumina
035044885	302	303	7	7	0	0	196	3184	15	Iridian	Other	Illumina
035046945	23841	71234186	3335	3330	3	2	42	13	68	Iridian	Other	Illumina
035047045	13761	73000663	3309	3304	3	2	56	25	111	Iridian	Other	Illumina
035047285	21437	35841974	3128	3127	1	0	225	36	121	Iridian	Other	Illumina
035047305	178505980	389612775	3350	3335	9	6	7	33	55	Other	Other	HiFi
035047345	174922266	374919295	3352	3330	13	9	7	31	45	Other	Other	HiFi
035047425	371	376	18	18	0	0	355	3011	37	Iridian	Other	Illumina
035047745	42847	72036717	3272	3266	3	3	85	33	93	Iridian	Other	Illumina
035047845	37189	70894503	3293	3290	1	2	70	27	85	Iridian	Other	Illumina
035047865	51069	70116108	3309	3307	0	2	60	21	64	Iridian	Other	Illumina
035047885	25698	71828388	3256	3251	4	1	107	26	104	Iridian	Other	Illumina
035047985	43083	72147884	3273	3270	3	0	84	32	105	Iridian	Other	Illumina
035048045	39789	72021519	3271	3266	3	2	86	33	102	Iridian	Other	Illumina
035048125	30484	72738589	3250	3246	1	3	105	35	119	Iridian	Other	Illumina
035048155	28274	61886542	3327	3325	0	2	37	26	70	Iridian	Other	Illumina
035048185	36603	70738492	3319	3317	1	1	44	27	74	Iridian	Other	Illumina
035048385	352	355	35	35	0	0	364	2986	48	Iridian	Other	Illumina
035048675	289	289	5	5	0	0	128	3256	11	Iridian	Other	Illumina
035049765	403	411	107	107	0	0	579	2690	73	Iridian	Other	Illumina
035221315	9274	72826144	3312	3309	3	0	72	6	108	Iridian	Other	Illumina
035221355	3310522	44354054	3381	3336	16	29	5	4	73	Other	Other	PacBio
035221435	61549	72717942	3282	3278	1	3	84	24	81	Iridian	Other	Illumina
035221455	68880	72292265	3272	3268	3	1	87	31	69	Iridian	Other	Illumina
035221665	1743244	74022218	3268	3248	17	3	36	86	174	Other	Other	PacBio
035221675	39641	74908865	3354	3353	1	0	30	6	69	Iridian	Other	Illumina
035221975	445	899414	361	44	317	0	1381	1648	876	Iridian	Other	Illumina
035221995	21203	29202	2475	2472	3	0	779	132	68	Iridian	Other	Illumina
035222195	50844	71262809	3338	3336	2	0	33	19	77	Iridian	Other	Illumina
035222235	78901	73085388	3322	3321	1	0	51	17	59	Iridian	Other	Illumina
035222285	15867	27332	2359	2356	3	0	862	166	91	Iridian	Other	Illumina
035222435	12882	29304	2534	2515	18	1	734	116	93	Iridian	Other	Illumina
035582665	792	794	5	5	0	0	51	3334	6	Iridian	Other	Illumina
035582685	785	787	5	4	1	0	46	3339	14	Iridian	Other	Illumina
035582705	848	850	15	15	0	0	110	3265	29	Iridian	Other	Illumina
035582745	72907	71463017	3296	3291	3	2	70	24	80	Iridian	Other	Illumina
035582775	107301	1625257	3354	3351	3	0	30	6	47	Other	Other	Illumina
035582795	36845572	80020930	3387	3379	8	0	0	3	46	Other	Other	HiFi
035582835	117515	1524900	3356	3355	1	0	28	6	46	Other	Other	Illumina
035582855	75774	1533043	3347	3344	3	0	37	6	68	Other	Other	Illumina
035582865	68665	1524187	3332	3329	3	0	45	13	69	Other	Other	Illumina
035582875	48598	1117967	3313	3310	3	0	68	9	87	Other	Other	Illumina
035582915	1039	1042	5	4	0	1	17	3368	6	Iridian	Other	Illumina
035583015	859	862	40	40	0	0	278	3072	51	Iridian	Other	Illumina
035583035	839	845	6	6	0	0	198	3184	23	Iridian	Other	Illumina
035583075	849	854	13	13	0	0	185	3191	25	Iridian	Other	Illumina
035583095	23013	36343	2454	2448	6	0	774	147	58	Iridian	Other	Illumina
035583115	24767	72121511	3342	3336	3	3	26	22	74	Iridian	Other	Illumina
035583135	47422	70613629	3334	3332	1	1	40	15	74	Iridian	Other	Illumina
035583155	51881	72219764	3304	3303	1	0	60	26	72	Iridian	Other	Illumina
035583185	70555	72092792	3324	3321	2	1	48	17	62	Iridian	Other	Illumina
035583215	47908	71858246	3343	3338	2	3	31	16	73	Iridian	Other	Illumina
035583235	37556	71718664	3231	3230	1	0	107	50	96	Iridian	Other	Illumina
035583255	872	876	19	18	1	0	197	3173	31	Iridian	Other	Illumina
035583915	26608	80388927	3310	3308	2	0	70	10	84	Iridian	Other	Illumina
035583995	58418	71328678	3278	3274	3	1	87	25	85	Iridian	Other	Illumina
035584035	69477	72829908	3324	3322	0	2	45	20	73	Iridian	Other	Illumina
035584275	15979	28106934	77	77	0	0	9	3304	11	Iridian	Other	Illumina
035584715	34186	72687495	3303	3300	1	2	60	26	70	Iridian	Other	Illumina
035584735	79060	69205668	3273	3271	2	0	91	26	70	Iridian	Other	Illumina
035584755	49885	72911492	3314	3312	1	1	56	20	84	Iridian	Other	Illumina
035584835	64778	73231758	3262	3254	4	4	104	24	81	Iridian	Other	Illumina
035584875	57184	73235165	3320	3318	1	1	51	18	74	Iridian	Other	Illumina
035588595	13692	75560830	3270	3269	1	0	99	21	120	Iridian	Other	Illumina
035590135	43929	36419590	3356	3356	0	0	30	4	51	Iridian	Other	Illumina
035590175	9990	36484812	3250	3247	3	0	109	31	159	Iridian	Other	Illumina
035590195	31108	36400431	3253	3252	1	0	118	19	87	Iridian	Other	Illumina
035590215	23510	91191107	3297	3293	4	0	78	15	87	Iridian	Other	Illumina
035590275	45352	92143187	3292	3290	2	0	89	9	75	Iridian	Other	Illumina
035590315	42478	36523969	3335	3333	2	0	49	6	51	Iridian	Other	Illumina
035590425	6599	92948403	3231	3230	1	0	130	29	203	Iridian	Other	Illumina
035590455	34779	90672756	3333	3331	2	0	51	6	77	Iridian	Other	Illumina
035590535	10077	92092007	3274	3272	2	0	93	23	119	Iridian	Other	Illumina
035591995	832	852	25	23	2	0	264	3098	35	Iridian	Other	Illumina
035592055	1898	61227580	2580	2576	4	0	447	362	537	Iridian	Other	Illumina
035592075	2482	33046265	2835	2832	3	0	375	178	541	Iridian	Other	Illumina
035592155	35645	36576757	3327	3322	5	0	57	6	67	Iridian	Other	Illumina
035592195	5449	34273599	3215	3215	0	0	134	41	196	Iridian	Other	Illumina
035593285	691	691	78	78	0	0	1051	2222	32	Iridian	Other	Illumina
